Epoch,Layer0_theta_1,Layer0_r,Layer0_theta_2,Layer0_bx,Layer0_bp,Layer0_kappa,Layer1_theta_1,Layer1_r,Layer1_theta_2,Layer1_bx,Layer1_bp,Layer1_kappa,Layer2_theta_1,Layer2_r,Layer2_theta_2,Layer2_bx,Layer2_bp,Layer2_kappa,Layer3_theta_1,Layer3_r,Layer3_theta_2,Layer3_bx,Layer3_bp,Layer3_kappa,Layer4_theta_1,Layer4_r,Layer4_theta_2,Layer4_bx,Layer4_bp,Layer4_kappa,Layer5_theta_1,Layer5_r,Layer5_theta_2,Layer5_bx,Layer5_bp,Layer5_kappa
1,-0.019084012,0.04212734,-0.016579973,-0.039444063,0.03291695,-0.005117474,-0.025501909,0.04601365,-0.02426685,-0.03722935,0.032676443,-0.0010156122,-0.028885411,0.045813125,-0.028760202,-0.03659188,0.032580882,0.001738006,-0.031144608,0.04521526,-0.03170306,-0.036784288,0.03249522,0.004769583,-0.033035126,0.04418947,-0.033773463,-0.036786377,0.032721214,0.008575592,-0.03445183,0.04272291,-0.034866318,-0.03657181,0.03442131,0.01579748
2,-0.020802733,0.037593935,-0.018231574,-0.057261765,0.011919426,0.0045912117,-0.02179726,0.04906573,-0.022760633,-0.046111766,0.0106569175,0.004578684,-0.023272756,0.05209181,-0.025583103,-0.04063419,0.010617409,0.0039112796,-0.024166733,0.05349117,-0.026572565,-0.036176294,0.010735646,0.0057552434,-0.024181567,0.05472304,-0.025618844,-0.03191162,0.011756342,0.008933156,-0.02265172,0.058374487,-0.022617836,-0.027586576,0.018097939,0.0156848
3,-0.020735752,0.019767491,-0.018989949,-0.06651673,-0.017506924,0.020812936,-0.0135846045,0.039038133,-0.01739607,-0.045372024,-0.019805783,0.013905009,-0.0116465585,0.046007436,-0.01684622,-0.03424869,-0.019957136,0.008824222,-0.010387729,0.05005347,-0.014967602,-0.024402492,-0.019711386,0.008668921,-0.0082750255,0.05428293,-0.010677412,-0.015657982,-0.018160323,0.010259267,-0.00407484,0.064230815,-0.0038799623,-0.0074791657,-0.0092703905,0.014976239
4,-0.021460433,0.014259711,-0.019704452,-0.08087629,-0.016800156,0.02881713,-0.006192866,0.0452521,-0.010557937,-0.05403839,-0.022477388,0.012826447,0.0015036424,0.055982124,-0.0052628536,-0.039277676,-0.025217427,0.0010274716,0.0061018458,0.060835324,-0.0008417049,-0.026626332,-0.02641589,-0.00323252,0.0096281,0.06551291,0.004567738,-0.015653923,-0.024912573,-0.0035560231,0.01359193,0.0774502,0.01177015,-0.0057166275,-0.011317134,0.0025746224
5,-0.030286182,0.010630233,-0.028815191,-0.09329251,-0.01384704,0.043555673,-0.0086743925,0.05295022,-0.013274936,-0.06253863,-0.021053085,0.019979965,0.0043870765,0.067549095,-0.0033369618,-0.045020703,-0.025448058,0.0016053938,0.012723308,0.07293232,0.004083619,-0.030215835,-0.027623937,-0.006900607,0.018434873,0.077566355,0.011318817,-0.017456423,-0.026190769,-0.009744991,0.0230619,0.090211876,0.019505363,-0.006116409,-0.009292447,-0.003502947
6,-0.033885133,0.010465268,-0.03237718,-0.0990511,-0.015506258,0.04797906,-0.009749308,0.058401305,-0.013754288,-0.06107645,-0.026386792,0.021550734,0.00395286,0.076042496,-0.0028511155,-0.039766803,-0.031104764,0.0009592349,0.012917766,0.08255927,0.004957376,-0.022084132,-0.033132497,-0.009008784,0.018810458,0.08755164,0.012050009,-0.0072016595,-0.032144405,-0.012391539,0.022915168,0.10067966,0.019389343,0.0058205537,-0.018306201,-0.004789775
7,-0.036255185,0.014748057,-0.0345065,-0.103159755,-0.017425971,0.049553256,-0.011215526,0.06547758,-0.014534458,-0.057505433,-0.033224285,0.022944944,0.0012094955,0.08494248,-0.0045004836,-0.03239761,-0.03803666,0.0025870646,0.009292928,0.092416435,0.002659765,-0.012028787,-0.039389737,-0.007333572,0.014692549,0.09746727,0.009449666,0.004747051,-0.038687274,-0.010773389,0.018609826,0.11026591,0.01627284,0.01924833,-0.029206451,-0.002931654
8,-0.03597778,0.021754313,-0.033681147,-0.11116944,-0.010630363,0.051036946,-0.007941498,0.07864217,-0.0108374525,-0.061637573,-0.033179164,0.023191206,0.0054157325,0.09783221,-0.0016653587,-0.033932976,-0.0402431,0.0041245148,0.0123966625,0.10510786,0.0044970466,-0.012265661,-0.04148591,-0.0043979986,0.016908528,0.109733514,0.011850878,0.0053752707,-0.040292937,-0.008179192,0.021549648,0.12130307,0.020742405,0.020544209,-0.03039721,-0.0048530423
9,-0.039308336,0.023928782,-0.036706097,-0.11858535,-0.00042160088,0.054756418,-0.0074099195,0.08972902,-0.009234513,-0.06784739,-0.03014432,0.023547944,0.00870648,0.10938888,0.0006238212,-0.03816385,-0.040654324,0.0041583185,0.015764194,0.11619516,0.0065714866,-0.015705599,-0.042505156,-0.003883257,0.0198759,0.12023513,0.014702876,0.0024503998,-0.041102905,-0.008483258,0.025265386,0.13051051,0.025709925,0.018068211,-0.02985025,-0.010521553
10,-0.043245543,0.023762984,-0.04054358,-0.12118913,0.0036190264,0.057700656,-0.009213999,0.095103756,-0.009747792,-0.068367235,-0.031306084,0.024230223,0.008420016,0.116180815,0.0014286846,-0.0368295,-0.043718215,0.0031633666,0.016122313,0.123203784,0.007796432,-0.013298424,-0.046106588,-0.0062017813,0.02013426,0.12705423,0.01575478,0.005665903,-0.045190994,-0.011859469,0.02491236,0.13660294,0.02609649,0.022047343,-0.035646893,-0.016194196
11,-0.04806765,0.02153309,-0.045408446,-0.1214182,0.004264477,0.060294766,-0.013034825,0.09613005,-0.012401816,-0.06674897,-0.033513747,0.025375847,0.005466678,0.11916344,0.00048316142,-0.03391297,-0.046605326,0.001716096,0.014316331,0.12669684,0.007781554,-0.009450538,-0.049463477,-0.010088429,0.018664837,0.13056916,0.015220079,0.010320159,-0.049279105,-0.01682665,0.022353569,0.13998917,0.023672651,0.027521035,-0.042075824,-0.02155737
12,-0.05018873,0.020810204,-0.047377165,-0.12413905,0.005120007,0.060553763,-0.014488788,0.09741447,-0.01387969,-0.06813719,-0.03445569,0.025910117,0.0042443643,0.12105542,-0.00056176353,-0.034726255,-0.047771014,0.0013663897,0.0134974215,0.128885,0.007188259,-0.0100384755,-0.0508846,-0.011974223,0.018163819,0.13280733,0.014662827,0.010063804,-0.05121248,-0.019876348,0.021690486,0.14243439,0.02280455,0.027710482,-0.044677015,-0.026183669
13,-0.05090778,0.020977357,-0.04791185,-0.12815322,0.0053440696,0.06023563,-0.014888889,0.09820739,-0.015087704,-0.071136296,-0.034717534,0.026811033,0.0035615626,0.12182612,-0.0020218082,-0.03760898,-0.047863092,0.0021673194,0.012875847,0.12985869,0.00597323,-0.0130687365,-0.051126495,-0.01229097,0.017974194,0.13384868,0.013818384,0.0071260324,-0.051890317,-0.021333896,0.021934742,0.14394464,0.022535816,0.025019119,-0.0451998,-0.029656975
14,-0.049699422,0.021911098,-0.04657273,-0.13056475,0.0024864806,0.059016153,-0.014205607,0.09669543,-0.015346874,-0.07171123,-0.036246143,0.027375652,0.0029116431,0.12061715,-0.0024304024,-0.037993826,-0.048353188,0.0020940334,0.012325585,0.12910116,0.0058679264,-0.013289141,-0.05154992,-0.01387075,0.017792504,0.13329677,0.013341072,0.0072277677,-0.052650195,-0.023354977,0.021280682,0.14411403,0.021080485,0.025522433,-0.046433866,-0.031151466
15,-0.047860377,0.022641772,-0.044709865,-0.13199164,-0.00069678953,0.058242954,-0.012943319,0.094412975,-0.015015043,-0.07154775,-0.037517194,0.027955312,0.0026189424,0.11868099,-0.0022489724,-0.037637074,-0.048526827,0.0019281317,0.012046292,0.12761866,0.0062416177,-0.01265341,-0.051610086,-0.015358328,0.017780257,0.1320308,0.013113494,0.0082621435,-0.05297442,-0.024868233,0.020599946,0.14355187,0.019567786,0.02699665,-0.04737646,-0.031448126
16,-0.044942364,0.023314336,-0.041800078,-0.13392223,-0.0015165877,0.057796966,-0.009889402,0.093444355,-0.013069979,-0.07278986,-0.03711467,0.028096743,0.004340343,0.11735078,-0.0009579406,-0.038741887,-0.04767482,0.0020910113,0.01325045,0.12648408,0.007170515,-0.013584925,-0.050768416,-0.01554231,0.018889414,0.13106398,0.013588783,0.007664149,-0.052335072,-0.024845177,0.021454236,0.14307675,0.019761806,0.026780607,-0.046928715,-0.031599272
17,-0.04415105,0.022771565,-0.041083526,-0.13516995,-0.0014153025,0.05898552,-0.008681716,0.092310786,-0.012708677,-0.07400714,-0.035825204,0.029145684,0.004611875,0.116156146,-0.0009960372,-0.039852355,-0.046189424,0.0028536557,0.013166704,0.1254207,0.0068403953,-0.014452967,-0.049383875,-0.015013179,0.01876368,0.13010433,0.012908496,0.0071960185,-0.05108092,-0.02390668,0.021247782,0.14248577,0.019026509,0.026748264,-0.04571948,-0.030980656
18,-0.043092087,0.022626508,-0.040030863,-0.13600935,-0.001600607,0.059785403,-0.007301542,0.09129744,-0.012031759,-0.07431508,-0.035064828,0.029932465,0.004803228,0.115141355,-0.000764103,-0.039849807,-0.04506149,0.003291631,0.012869183,0.12459675,0.006691215,-0.014036276,-0.048268728,-0.014852577,0.018241018,0.12935556,0.01213727,0.008119698,-0.050047584,-0.023069149,0.02032563,0.14198634,0.017756984,0.028188512,-0.044955466,-0.029947696
19,-0.04149907,0.022827255,-0.038368724,-0.13726759,-0.0010189136,0.05966747,-0.0052475673,0.09108406,-0.01061252,-0.07492273,-0.03431624,0.029914254,0.0057814554,0.114676066,0.00012107182,-0.040097624,-0.044094104,0.003150201,0.013249092,0.12426075,0.0070785126,-0.013948118,-0.047354408,-0.015140149,0.018253103,0.12907852,0.0118718855,0.0086278785,-0.049271513,-0.022651406,0.019915985,0.14188617,0.017128678,0.029138235,-0.044387545,-0.029716978
20,-0.04091599,0.02310332,-0.03760961,-0.13929145,-0.00044555534,0.05963127,-0.004178035,0.09130969,-0.010164307,-0.07603971,-0.034018185,0.03032142,0.005883953,0.11466802,2.4869907e-05,-0.040831447,-0.043607097,0.0034792407,0.012809998,0.124388985,0.006575461,-0.014425065,-0.046977267,-0.015102841,0.017550008,0.12921338,0.010923307,0.008504352,-0.049099393,-0.022166302,0.019029979,0.142167,0.016117193,0.029407922,-0.044389732,-0.030028943
21,-0.040753495,0.023212695,-0.03729339,-0.14104286,-0.00017510325,0.059740227,-0.0036355858,0.091214746,-0.010132662,-0.076751396,-0.03402178,0.030876067,0.0054845857,0.11458904,-0.00032803492,-0.041125726,-0.04336047,0.003722907,0.0119998725,0.124499366,0.0059417877,-0.014440672,-0.04684062,-0.015364178,0.016549915,0.12931524,0.009812574,0.00884193,-0.049215715,-0.021987503,0.017762287,0.14241137,0.014747137,0.03013605,-0.044779066,-0.03036483
22,-0.039708998,0.022744104,-0.036186457,-0.14242285,0.0012064911,0.05938882,-0.0019039954,0.091196395,-0.008814954,-0.077578254,-0.03335489,0.030355033,0.0064788847,0.11448371,0.000682157,-0.041553117,-0.0427859,0.0028474797,0.012543242,0.124515034,0.006508151,-0.014614636,-0.04650291,-0.016527053,0.01671488,0.12938735,0.009680501,0.008994206,-0.049212888,-0.022414519,0.017435394,0.14263077,0.014271805,0.030656474,-0.04505226,-0.03133512
23,-0.039997123,0.022052653,-0.03642245,-0.14371914,0.0017737554,0.059866466,-0.0017086575,0.09070808,-0.00897862,-0.07823125,-0.033231452,0.030824637,0.0060141277,0.114241466,0.00040712906,-0.041841015,-0.042641934,0.0026798982,0.011878146,0.12444995,0.006069623,-0.014656548,-0.04659391,-0.017324032,0.015936645,0.12934102,0.008741923,0.009274819,-0.049658522,-0.02271836,0.016318517,0.142772,0.013000755,0.03130433,-0.045833107,-0.03213244
24,-0.039795816,0.022092693,-0.036152862,-0.14538994,0.0021750622,0.060559142,-0.0010732178,0.09076501,-0.008778544,-0.079086706,-0.03329669,0.03164444,0.005907977,0.114397556,0.0002734844,-0.04228224,-0.042730886,0.0031931547,0.0113978535,0.12473623,0.0056599,-0.01487042,-0.046834882,-0.01721987,0.015303405,0.12957823,0.008002364,0.009360696,-0.050170753,-0.022298671,0.015559814,0.14306608,0.012219353,0.031730797,-0.046687707,-0.03262672
25,-0.03929583,0.02264991,-0.03553413,-0.14721102,0.0022374718,0.060841154,-0.00029768617,0.09085171,-0.008511204,-0.07975427,-0.03352401,0.032410264,0.005739158,0.114505954,0.000107710686,-0.042497166,-0.042771574,0.003754816,0.010784195,0.125013,0.005211052,-0.014828608,-0.04694234,-0.017108092,0.014525794,0.12979665,0.0071861404,0.009723672,-0.050516725,-0.021855962,0.014607342,0.14335424,0.011241166,0.032444414,-0.0473636,-0.03279017
26,-0.03894914,0.02233955,-0.035129663,-0.14845255,0.0029434855,0.06098474,0.00049663096,0.090552785,-0.008130196,-0.08034802,-0.033074424,0.032601934,0.00578933,0.11429182,0.00025874915,-0.04274649,-0.042242303,0.0034828878,0.010516574,0.12494599,0.0050893403,-0.014824397,-0.046592098,-0.017825646,0.014053275,0.12975377,0.006513077,0.0100676995,-0.05046401,-0.0219502,0.013745653,0.1434763,0.010224754,0.033153642,-0.047579557,-0.03317257
27,-0.03808347,0.021573596,-0.03430843,-0.14939874,0.004363048,0.06116031,0.0020076556,0.09016748,-0.0070309485,-0.08119131,-0.031891502,0.032351382,0.006728735,0.11391006,0.001178013,-0.043346528,-0.04122092,0.0027733739,0.011137991,0.12464134,0.005649156,-0.0152254775,-0.045828424,-0.018790044,0.014415241,0.12951975,0.006468783,0.009978086,-0.050039873,-0.022154804,0.013688606,0.14343487,0.009916062,0.033399366,-0.04742489,-0.033731695
28,-0.03670204,0.022130055,-0.032852467,-0.15110864,0.0049251616,0.060888264,0.0037324098,0.09042155,-0.0057978807,-0.08203696,-0.031652603,0.032361925,0.0076476135,0.114001215,0.0019726355,-0.043818727,-0.040969588,0.0026997197,0.011586582,0.124829404,0.006054506,-0.0155106215,-0.04569839,-0.019094631,0.014605981,0.12971099,0.0064283204,0.00995849,-0.050181296,-0.021989893,0.013617877,0.143739,0.009725314,0.033667866,-0.047900926,-0.034131285
29,-0.03624512,0.02279271,-0.03226288,-0.15284756,0.0046638288,0.060818706,0.004281329,0.09029323,-0.0057067494,-0.08247315,-0.032042913,0.032971013,0.0072642374,0.11399049,0.0017281403,-0.043824732,-0.041086763,0.002998728,0.010874307,0.12500943,0.005626022,-0.01527364,-0.0458933,-0.019362262,0.013795291,0.12986192,0.005598163,0.010495479,-0.05065331,-0.02186617,0.01254488,0.14404038,0.008569185,0.034524966,-0.048715606,-0.03425402
30,-0.03536632,0.022923797,-0.031341795,-0.1544077,0.00536206,0.060628965,0.005510683,0.09014934,-0.0049377056,-0.08330445,-0.03155546,0.032986026,0.007760005,0.113832355,0.002199885,-0.044338472,-0.04056804,0.0027493313,0.011018868,0.12496866,0.005796212,-0.015622198,-0.045536455,-0.019941837,0.013756423,0.12984419,0.0053037824,0.010400821,-0.050620336,-0.02189564,0.012228973,0.14419036,0.0080807395,0.034703273,-0.049008187,-0.034655686
31,-0.036337376,0.022355823,-0.032320775,-0.1555685,0.005486347,0.06152441,0.004719842,0.08923282,-0.006040784,-0.083819255,-0.0313905,0.034065187,0.006437871,0.11348737,0.0011584219,-0.044596143,-0.040299766,0.00307535,0.0097192945,0.124797,0.004829998,-0.015729012,-0.04546004,-0.020392451,0.012594051,0.12963444,0.004065484,0.010528441,-0.05091785,-0.021990262,0.010923758,0.1441936,0.0066229706,0.035095338,-0.04960919,-0.034953944
32,-0.03565621,0.022266814,-0.031624835,-0.15685153,0.0062401667,0.061678313,0.0058062063,0.08917816,-0.0053114025,-0.0844805,-0.031044425,0.034191545,0.0068887617,0.1134904,0.0016149709,-0.044890784,-0.040111616,0.0029515515,0.009814784,0.124902226,0.00495591,-0.015814386,-0.045454197,-0.020721972,0.0124745015,0.12976234,0.0037622587,0.010715856,-0.051188365,-0.021773893,0.010539535,0.14441451,0.0061494336,0.03557011,-0.050232656,-0.035232734
33,-0.035249766,0.02211564,-0.031265292,-0.15769769,0.0068149,0.06241328,0.006556914,0.088813566,-0.0048841536,-0.08475411,-0.03062952,0.03475572,0.0069628926,0.113389224,0.001834593,-0.04477843,-0.03981893,0.0031488445,0.009568183,0.12491982,0.004913306,-0.015428227,-0.0452753,-0.020770444,0.012074228,0.12975523,0.003330307,0.011429864,-0.05122221,-0.021254832,0.009882666,0.14444359,0.0054834206,0.036617078,-0.050524898,-0.034969665
34,-0.034767997,0.022258293,-0.030782161,-0.1592304,0.0077134804,0.062792644,0.007374026,0.08885134,-0.0044748806,-0.08573384,-0.029888166,0.0352077,0.0072260266,0.11343017,0.0019609428,-0.045450624,-0.039224558,0.003446736,0.009505743,0.12501222,0.0047793267,-0.015945902,-0.044792835,-0.020692317,0.011886132,0.1298156,0.002939734,0.01116576,-0.050955873,-0.020805031,0.009612296,0.14460547,0.005127313,0.036617395,-0.050548818,-0.035100307
35,-0.03423621,0.021759143,-0.030325478,-0.15983671,0.008954024,0.06291722,0.008217201,0.08833821,-0.0038372313,-0.08611971,-0.028592378,0.035044324,0.007717964,0.113150984,0.0026210635,-0.045596734,-0.038153406,0.0027942725,0.009893517,0.12476178,0.0052842437,-0.015899846,-0.0438804,-0.021575266,0.0121476455,0.12964973,0.0029765402,0.011486344,-0.05025799,-0.02093236,0.009471855,0.14463608,0.004825438,0.037221473,-0.049936593,-0.035024423
