Epoch,Layer0_theta_1,Layer0_r,Layer0_theta_2,Layer0_bx,Layer0_bp,Layer0_gamma,Layer1_theta_1,Layer1_r,Layer1_theta_2,Layer1_bx,Layer1_bp,Layer1_gamma,Layer2_theta_1,Layer2_r,Layer2_theta_2,Layer2_bx,Layer2_bp,Layer2_gamma,Layer3_theta_1,Layer3_r,Layer3_theta_2,Layer3_bx,Layer3_bp,Layer3_gamma,Layer4_theta_1,Layer4_r,Layer4_theta_2,Layer4_bx,Layer4_bp,Layer4_gamma,Layer5_theta_1,Layer5_r,Layer5_theta_2,Layer5_bx,Layer5_bp,Layer5_gamma
1,0.024765372,0.035848055,0.02477113,-0.0010820555,-0.04430387,-0.0439492,0.043690294,0.035940323,0.043758,-0.004874442,-0.04414726,-0.042977348,0.04290005,0.033868853,0.043108724,-0.0050227013,-0.044820473,-0.042777333,0.04117152,0.03223907,0.041428037,-0.005376771,-0.045328967,-0.04305563,0.037057616,0.03212549,0.037135612,-0.0059776534,-0.045420833,-0.043559223,0.0056092604,0.034850787,0.005015316,-0.004472905,-0.04521911,-0.044135414
2,0.013983574,0.06372589,0.014561874,0.02353701,-0.052276146,-0.06434345,0.02916874,0.055041637,0.03037329,0.026746042,-0.050377123,-0.047878258,0.025302665,0.04376353,0.026458241,0.028006366,-0.056450494,-0.042791057,0.01994976,0.035051208,0.020686736,0.027991876,-0.06637171,-0.042575072,0.011304367,0.03266539,0.011366347,0.027481018,-0.07947858,-0.046249237,-0.025687829,0.041460454,-0.026598508,0.030916099,-0.0827788,-0.053583674
3,0.022796279,0.09429437,0.02313951,0.03721553,-0.08652584,-0.102093376,0.035976745,0.07760229,0.037677858,0.047763705,-0.083527565,-0.07654951,0.030420702,0.0605889,0.0322429,0.049258064,-0.091923304,-0.06722566,0.023010874,0.047349945,0.024247244,0.048880793,-0.10586023,-0.06566612,0.011548293,0.043123886,0.011773529,0.048163343,-0.12407913,-0.07073712,-0.029398786,0.05512517,-0.030432768,0.052584738,-0.12810361,-0.08262442
4,0.018071868,0.12131046,0.01819514,0.034792162,-0.12146373,-0.13362819,0.034820367,0.10107445,0.036815595,0.054452114,-0.116614506,-0.10120455,0.03159217,0.081217214,0.03405384,0.057304148,-0.12533389,-0.08867838,0.02567974,0.06442586,0.027486335,0.057883896,-0.14081083,-0.08593633,0.01457564,0.057440292,0.015114158,0.058184013,-0.16158594,-0.09184016,-0.02755811,0.06931636,-0.028599858,0.06381493,-0.16465493,-0.10700545
5,-0.004673088,0.13292958,-0.0038097939,0.033028264,-0.14635387,-0.15062775,0.017608613,0.11433344,0.020596387,0.06146566,-0.1381858,-0.11241858,0.018188475,0.09303731,0.021826148,0.06570859,-0.14592953,-0.097611666,0.014940911,0.07266308,0.017427098,0.06808534,-0.16210093,-0.094523266,0.004556122,0.06155461,0.0051105125,0.07035649,-0.18513204,-0.10225294,-0.039502624,0.071539834,-0.041091643,0.07757326,-0.18540189,-0.120784074
6,-0.016874976,0.1327806,-0.016490286,0.03416332,-0.16825715,-0.15785426,0.010280182,0.119735524,0.012765886,0.06271777,-0.15688762,-0.11929908,0.01472324,0.10246409,0.018621726,0.06454476,-0.1634112,-0.10439181,0.015719231,0.08181443,0.018382162,0.0679911,-0.1805609,-0.10250425,0.008294974,0.06683612,0.008687352,0.072628185,-0.20579785,-0.11354495,-0.035411686,0.075119466,-0.03714642,0.08113605,-0.20617564,-0.13683496
7,-0.021605078,0.12947507,-0.021391835,0.042434596,-0.17991954,-0.15627098,0.009145533,0.120924726,0.01087569,0.06737253,-0.16576453,-0.12031461,0.015902283,0.10858523,0.019962905,0.06365988,-0.17099223,-0.10657418,0.020426521,0.08824697,0.02302031,0.06719875,-0.18953133,-0.1067719,0.01534085,0.06832772,0.015146394,0.073923096,-0.217247,-0.12198697,-0.028852278,0.07448077,-0.031049022,0.08321554,-0.2186933,-0.15078185
8,-0.024766913,0.12853263,-0.024047902,0.05519113,-0.17772019,-0.14707476,0.00833418,0.120804034,0.00984992,0.077681504,-0.16079186,-0.114410326,0.015645944,0.1109151,0.020275522,0.06769811,-0.16447835,-0.102307245,0.021993889,0.0896436,0.02450324,0.0708228,-0.18421085,-0.10478313,0.017337922,0.06330734,0.016075945,0.07919979,-0.21440895,-0.124285005,-0.029550517,0.066153854,-0.03289774,0.08888377,-0.21676259,-0.1589402
9,-0.025733443,0.1225365,-0.025066774,0.068209,-0.17474587,-0.13583492,0.009262289,0.116695434,0.00993951,0.0863736,-0.1546233,-0.10760133,0.016885094,0.11080255,0.021496795,0.06954212,-0.15649953,-0.09747231,0.025126746,0.08988423,0.027130486,0.07227126,-0.17748229,-0.10243775,0.02125376,0.057495914,0.01871493,0.08256807,-0.21024129,-0.12647766,-0.027965676,0.05688279,-0.03252102,0.09279132,-0.21425456,-0.16759448
10,-0.025505716,0.112111196,-0.025182907,0.07467697,-0.17600179,-0.124537155,0.012653796,0.10770108,0.01186986,0.09010863,-0.15264912,-0.102765694,0.021267297,0.1071274,0.024990378,0.067260705,-0.15236202,-0.09533953,0.03172264,0.08910677,0.03270897,0.06961491,-0.17433646,-0.10302313,0.029450597,0.05263645,0.025566872,0.08215577,-0.20949924,-0.13175306,-0.020982211,0.049078923,-0.026664412,0.09327019,-0.21607402,-0.17976853
