Epoch,Layer0_theta_1,Layer0_r,Layer0_theta_2,Layer0_bx,Layer0_bp,Layer0_gamma,Layer1_theta_1,Layer1_r,Layer1_theta_2,Layer1_bx,Layer1_bp,Layer1_gamma,Layer2_theta_1,Layer2_r,Layer2_theta_2,Layer2_bx,Layer2_bp,Layer2_gamma,Layer3_theta_1,Layer3_r,Layer3_theta_2,Layer3_bx,Layer3_bp,Layer3_gamma,Layer4_theta_1,Layer4_r,Layer4_theta_2,Layer4_bx,Layer4_bp,Layer4_gamma,Layer5_theta_1,Layer5_r,Layer5_theta_2,Layer5_bx,Layer5_bp,Layer5_gamma
1,0.054992333,0.07210991,0.054780077,0.06890495,-0.05400939,0.05972148,0.05465209,0.06989647,0.054511435,0.06979501,-0.052632704,0.05972148,0.05440211,0.058382414,0.054822136,0.06847031,-0.0521514,0.05972148,0.05493984,0.058477286,0.055026524,0.06606206,-0.05126005,0.05972148,0.05507496,0.058174457,0.054521877,0.06358902,-0.050493784,0.05972148,0.054491576,0.06796446,0.054373164,0.062018484,-0.050031167,0.05972148
2,0.02676479,0.13862376,0.02574751,0.12356161,-0.0379906,0.03729814,0.02520014,0.10321934,0.025878146,0.11605489,-0.032844737,0.035250615,0.025697518,0.033840485,0.027537819,0.09724708,-0.030774968,0.03451224,0.028000876,0.03221172,0.02825072,0.075883515,-0.026906295,0.03443955,0.028669303,0.032997817,0.026599616,0.05942937,-0.023661163,0.034838703,0.026602669,0.09171983,0.025116514,0.05024725,-0.021902889,0.03623948
3,0.04524857,0.17859645,0.039469883,0.1523146,-0.059030853,0.05840272,0.036700223,0.1460966,0.03334393,0.15138504,-0.04734003,0.05200777,0.031040203,0.045687094,0.03355422,0.13092673,-0.041958015,0.049477745,0.032950103,0.041446052,0.033545613,0.10344244,-0.035432108,0.049095742,0.033629768,0.037805203,0.031098992,0.08146135,-0.030974679,0.050224032,0.031005252,0.11648251,0.031971592,0.070149936,-0.029345194,0.054121025
4,0.032528114,0.20405838,0.031387985,0.16850461,-0.06362265,0.041510366,0.028137777,0.15446237,0.027026601,0.16804656,-0.049616225,0.03857764,0.024218444,0.03799452,0.02745274,0.14475468,-0.042912178,0.03858951,0.026689496,0.032510012,0.027218957,0.113168865,-0.035200033,0.037588045,0.027320098,0.030497238,0.02407732,0.088010676,-0.029991474,0.03616068,0.02401928,0.12494386,0.023386277,0.07510359,-0.028189514,0.03515681
5,0.037174273,0.22156246,0.03475499,0.17811152,-0.065576866,0.050860744,0.03152676,0.168251,0.030132199,0.17772631,-0.050207216,0.048251413,0.027322732,0.041775484,0.030937992,0.15246543,-0.04267702,0.050304946,0.030330177,0.035411123,0.030853285,0.118302576,-0.034210753,0.049656287,0.031120108,0.03377118,0.02748557,0.09120345,-0.028425474,0.04751618,0.02748913,0.13709338,0.027261175,0.07730321,-0.026293434,0.047284584
6,0.026369154,0.23414174,0.027689066,0.18468633,-0.061786633,0.039287694,0.024964431,0.1688744,0.026323386,0.18225557,-0.046352915,0.045346692,0.024039805,0.035973426,0.028119534,0.15430605,-0.038504463,0.05057944,0.02799438,0.029053878,0.028388128,0.11771825,-0.029639442,0.05028986,0.028967353,0.030331057,0.02481517,0.08905473,-0.023392377,0.04666345,0.024951184,0.14278154,0.022993498,0.074048735,-0.020912632,0.041973785
7,0.028048042,0.2416476,0.028713793,0.18734807,-0.068722814,0.039892428,0.025082843,0.17310421,0.026690483,0.18692465,-0.05192353,0.043782394,0.023586016,0.036340497,0.027858954,0.1602849,-0.04362326,0.047915507,0.027145756,0.028243255,0.027528375,0.12415338,-0.03441692,0.046770558,0.02780197,0.02924963,0.023492783,0.09548437,-0.027930379,0.042573113,0.023532132,0.14392649,0.021105513,0.080878474,-0.025142131,0.038118586
8,0.029108359,0.24635695,0.02954384,0.18920514,-0.06880463,0.042990934,0.025985705,0.17578158,0.027786579,0.18851413,-0.05182177,0.0478357,0.024754884,0.036927503,0.02913476,0.16143872,-0.043395154,0.052617695,0.02850438,0.028752657,0.028826445,0.12484475,-0.034063533,0.05140744,0.029158609,0.030597609,0.024667528,0.09585374,-0.027444165,0.046736643,0.024723936,0.14835717,0.02210965,0.08107074,-0.024503907,0.041991528
9,0.025791952,0.24838535,0.027383516,0.1895323,-0.07014157,0.03797258,0.02356805,0.17434728,0.026171645,0.18910865,-0.052974127,0.044101648,0.022912713,0.034566205,0.027369406,0.16238795,-0.044567436,0.048589475,0.02655488,0.026234936,0.026818594,0.1260691,-0.035264097,0.04687215,0.02704024,0.02887582,0.02242328,0.097227514,-0.028668204,0.041626208,0.022442354,0.14867687,0.01900976,0.082634814,-0.025712479,0.035047013
10,0.02773332,0.25085458,0.028764972,0.19005121,-0.06824713,0.04236332,0.02529011,0.17674534,0.027705828,0.18884856,-0.05135489,0.049460053,0.024747694,0.03610408,0.029233174,0.16146527,-0.04303936,0.05473746,0.02865109,0.02801853,0.028871484,0.124756545,-0.03381137,0.053157713,0.029218886,0.031356167,0.024491968,0.09576054,-0.027265666,0.047661487,0.024540829,0.15338702,0.02124978,0.08099269,-0.024367556,0.041158218
