Epoch,Layer0_theta_1,Layer0_r,Layer0_theta_2,Layer0_bx,Layer0_bp,Layer0_kappa,Layer1_theta_1,Layer1_r,Layer1_theta_2,Layer1_bx,Layer1_bp,Layer1_kappa,Layer2_theta_1,Layer2_r,Layer2_theta_2,Layer2_bx,Layer2_bp,Layer2_kappa,Layer3_theta_1,Layer3_r,Layer3_theta_2,Layer3_bx,Layer3_bp,Layer3_kappa,Layer4_theta_1,Layer4_r,Layer4_theta_2,Layer4_bx,Layer4_bp,Layer4_kappa,Layer5_theta_1,Layer5_r,Layer5_theta_2,Layer5_bx,Layer5_bp,Layer5_kappa
1,0.008695463,0.033222042,0.009170288,-0.02670812,0.019180108,-0.0077534793,0.010547657,0.03247579,0.010668058,-0.013933108,-0.0041979277,-0.009385843,0.011808891,0.029262055,0.011781355,-0.006703196,-0.008796991,-0.010002656,0.012755675,0.026528936,0.012655079,-0.0020720414,-0.010437989,-0.010130058,0.013516173,0.025369914,0.013387635,0.0014646179,-0.011050171,-0.010053478,0.014288231,0.02854316,0.014147937,0.004400152,-0.01095294,-0.009748966
2,0.026578054,0.05033833,0.022758463,-0.050511397,0.04059721,-0.008661912,0.022460774,0.04968649,0.019019637,-0.013106626,0.01696404,-0.006072538,0.019853618,0.042547554,0.017124942,0.0064260345,0.012577968,-0.0052182586,0.018384682,0.03634587,0.016208768,0.017830472,0.01130157,-0.0037038596,0.018047495,0.033868667,0.01615654,0.025884321,0.010976216,-0.0024133238,0.01964393,0.04121919,0.01782725,0.032264985,0.011050442,-0.0010616987
3,0.05360841,0.071579225,0.044201832,-0.084021576,0.040508408,-0.008605927,0.045047827,0.071086235,0.03657183,-0.029441707,0.023098473,-0.0025652933,0.03923404,0.0621778,0.03246384,4.759268e-05,0.02272372,-0.00049176416,0.035497617,0.05449277,0.030127088,0.017688291,0.024987536,0.0021591575,0.03395234,0.051619157,0.029382216,0.030368535,0.028143687,0.004406836,0.036147036,0.06111574,0.031980418,0.040604435,0.0333907,0.006898354
4,0.07520272,0.07960222,0.06202839,-0.11275727,0.040380843,-0.0025427877,0.0666671,0.080621496,0.05353435,-0.045073405,0.02773451,0.0023031211,0.059653748,0.072031885,0.048175815,-0.008869149,0.030715689,0.0038307337,0.054118194,0.0646677,0.044237368,0.01287446,0.036141887,0.0069250385,0.050833397,0.06262703,0.04187643,0.028617771,0.042759232,0.010177291,0.051994216,0.07421543,0.043644026,0.041454792,0.05405882,0.015053362
5,0.07850448,0.0687826,0.06712934,-0.124918975,0.050140813,0.00084429665,0.077103786,0.074369326,0.061770927,-0.049455307,0.034363084,0.00024755945,0.07150046,0.068691134,0.05542707,-0.009901604,0.036527067,0.0008717737,0.06390157,0.0634417,0.04821804,0.013621992,0.04225337,0.004899023,0.056475554,0.06320043,0.04085843,0.03065825,0.04988342,0.010292268,0.051456247,0.076877154,0.035890643,0.044665687,0.06345681,0.020123383
6,0.07066507,0.062435705,0.06126154,-0.12289103,0.043707877,0.0075542447,0.07544629,0.073219284,0.05810854,-0.04985894,0.021642826,-0.0002087868,0.07020444,0.06981469,0.049786747,-0.01163636,0.022095216,-0.0012105444,0.059562374,0.06555303,0.038333915,0.011300494,0.027787896,0.0029537953,0.04647677,0.065902635,0.024300542,0.028360927,0.03624976,0.009686052,0.032389984,0.080005854,0.009741204,0.042828903,0.051712632,0.024344834
7,0.06267384,0.052771676,0.055788655,-0.10696206,0.053662326,0.010861002,0.07568587,0.068833426,0.05719234,-0.036602214,0.022721065,-0.004399219,0.072362736,0.067493126,0.04805717,-0.00038358895,0.018939372,-0.0071503837,0.060086906,0.06493185,0.03320412,0.021035315,0.021403868,-0.0029126874,0.043000713,0.065912366,0.013698215,0.03708967,0.026717339,0.0051400536,0.022196844,0.078417696,-0.008314475,0.050992303,0.038487785,0.023821197
8,0.06157491,0.045634095,0.056195103,-0.0997912,0.051064685,0.015046968,0.08087582,0.06740521,0.060357057,-0.033855278,0.01433262,-0.006507399,0.07852012,0.06790883,0.050199557,-0.00039120257,0.009032281,-0.011383692,0.064286955,0.06707889,0.03207345,0.019502336,0.010997781,-0.007572627,0.042744096,0.069074474,0.0068383846,0.03482426,0.016221873,0.0017114154,0.0140150245,0.08064373,-0.02379859,0.048463717,0.027043441,0.025557356
9,0.06882942,0.039139412,0.064003505,-0.09822502,0.050376315,0.016903423,0.09323436,0.06589717,0.07053706,-0.03405309,0.010058184,-0.009986832,0.091866426,0.06809293,0.060124725,-0.0022727186,0.004395483,-0.017566353,0.07654641,0.06970556,0.039593164,0.016558418,0.006622635,-0.0143606365,0.051563326,0.07363427,0.009523054,0.031321786,0.012744576,-0.0033060885,0.01596809,0.084446646,-0.02863178,0.044768486,0.02368684,0.027169302
10,0.062239062,0.042207997,0.057706892,-0.08830667,0.068304114,0.029445374,0.09227074,0.07656046,0.06763183,-0.026722627,0.022792213,-0.003147354,0.09216705,0.07460155,0.058283404,0.0060651237,0.016184693,-0.015101873,0.07678043,0.07121503,0.036628686,0.025241116,0.016418792,-0.013834705,0.04956232,0.0753994,0.0019784407,0.039582547,0.017802652,-0.00047795533,0.008007402,0.08545927,-0.043712273,0.05243739,0.021737453,0.039769292
