Epoch,Layer0_theta_1,Layer0_r,Layer0_theta_2,Layer0_bx,Layer0_bp,Layer0_kappa,Layer1_theta_1,Layer1_r,Layer1_theta_2,Layer1_bx,Layer1_bp,Layer1_kappa,Layer2_theta_1,Layer2_r,Layer2_theta_2,Layer2_bx,Layer2_bp,Layer2_kappa,Layer3_theta_1,Layer3_r,Layer3_theta_2,Layer3_bx,Layer3_bp,Layer3_kappa,Layer4_theta_1,Layer4_r,Layer4_theta_2,Layer4_bx,Layer4_bp,Layer4_kappa,Layer5_theta_1,Layer5_r,Layer5_theta_2,Layer5_bx,Layer5_bp,Layer5_kappa
1,-0.006576935,0.024954071,-0.0058006346,-0.026167622,0.012852786,0.011250043,-0.003932299,0.02945539,-0.0033798988,-0.012419998,0.00062424445,0.008337222,-0.002183686,0.028005663,-0.0017127655,-0.003953756,-0.0033604614,0.0057738405,-0.0007592947,0.024793899,-0.0003326668,0.0012627731,-0.0050289226,0.0037687034,0.00063467934,0.02248485,0.0010536805,0.004948153,-0.005430113,0.0033736557,0.002504087,0.025418267,0.0029815366,0.007826131,-0.0039523006,0.0030313148
2,-0.013652396,0.03880256,-0.010413222,-0.04316479,0.01973877,0.017635105,-0.0067725778,0.04593211,-0.004642953,-0.0051520877,-0.013097255,0.010550778,-0.0026144672,0.038820207,-0.0010046909,0.014889393,-0.022386115,0.0048528803,0.00033414294,0.029700523,0.0018016779,0.02586821,-0.026004827,0.00041230232,0.0027052308,0.025263833,0.004207469,0.033090103,-0.026861828,-0.00050876336,0.004796595,0.033731874,0.0065372135,0.03859995,-0.024521336,-0.0013614122
3,-0.030192424,0.049384505,-0.02369402,-0.07663119,0.039657634,0.023725612,-0.020045524,0.065106496,-0.01581083,-0.024134126,-0.017976394,0.013295201,-0.013033055,0.05583162,-0.010447275,0.004733086,-0.03754284,0.0044294866,-0.007816468,0.043615397,-0.0058132946,0.021373149,-0.045964826,-0.0025333795,-0.0034486016,0.03868875,-0.0014328974,0.03293358,-0.048301592,-0.004416569,0.00041191035,0.05139657,0.0029114268,0.042266637,-0.044947106,-0.006446995
4,-0.04516635,0.051034577,-0.03506561,-0.10980098,0.04592069,0.01764031,-0.032501455,0.070251815,-0.025834307,-0.041478075,-0.037177734,0.006623046,-0.023479464,0.05708268,-0.019496089,-0.0035939328,-0.06452041,-0.003625602,-0.0171903,0.042699844,-0.014176402,0.018005349,-0.075814195,-0.0118173,-0.012901032,0.039097715,-0.0100382315,0.03301866,-0.07866947,-0.014452865,-0.011857445,0.057517897,-0.008709947,0.04550942,-0.07446395,-0.017198548
5,-0.061416354,0.055998676,-0.048808046,-0.12972145,0.045614015,0.019471629,-0.04717891,0.079711445,-0.03776728,-0.050088894,-0.049373493,0.009312554,-0.03624137,0.06615157,-0.029920688,-0.0068221716,-0.08137431,-0.0034391463,-0.028758565,0.04994963,-0.023802744,0.017535845,-0.09439732,-0.013566058,-0.02453995,0.044897724,-0.019827023,0.03448198,-0.09744831,-0.01713108,-0.025778888,0.0649484,-0.02059932,0.048714757,-0.09256621,-0.020472663
6,-0.060828857,0.0761631,-0.04669042,-0.13397369,0.04447721,0.014497766,-0.04550458,0.094034076,-0.03428273,-0.04856584,-0.049169604,0.008227435,-0.032834455,0.078078866,-0.024494993,-0.004803864,-0.079892434,-0.0050766887,-0.023368075,0.059556,-0.016291516,0.0189257,-0.09229823,-0.015945645,-0.016668702,0.051639397,-0.0093704825,0.035283376,-0.09559874,-0.019973759,-0.014330903,0.07066761,-0.0053616446,0.049099375,-0.09180324,-0.02442164
7,-0.06536421,0.08029141,-0.05063027,-0.1337531,0.033701416,0.018781854,-0.05046784,0.09952516,-0.035727892,-0.04240576,-0.054233856,0.012237405,-0.0353173,0.08688592,-0.02302901,0.001425371,-0.08308484,-0.003943204,-0.023362845,0.06675355,-0.0128326295,0.024052368,-0.094352014,-0.01668299,-0.014909444,0.05514901,-0.0043467307,0.039281834,-0.097633146,-0.021520842,-0.011436853,0.07253913,0.0011171433,0.052135993,-0.09433037,-0.026294544
8,-0.06658798,0.07267275,-0.052416235,-0.13919632,0.023418648,0.019556597,-0.05334167,0.09412622,-0.0354249,-0.039254054,-0.06276959,0.012744233,-0.03586169,0.085260905,-0.01950355,0.005450337,-0.09035557,-0.0060054865,-0.020772966,0.06459002,-0.006493483,0.026490256,-0.10026647,-0.020306801,-0.009031399,0.05122034,0.005084223,0.03989545,-0.10369064,-0.026040193,-0.0020508976,0.0692292,0.014423523,0.05130277,-0.10068229,-0.03191809
9,-0.06953597,0.062121652,-0.055703286,-0.14703852,0.013488788,0.020565506,-0.057735354,0.08772817,-0.036934696,-0.03826395,-0.07256869,0.013289645,-0.038386874,0.08238628,-0.018406607,0.00713776,-0.098732725,-0.0073110773,-0.02074446,0.0616087,-0.003077638,0.026145447,-0.10693321,-0.02254389,-0.0057540666,0.046805,0.0115772225,0.037471905,-0.11022157,-0.02861861,0.0058985087,0.0652802,0.026030265,0.0473802,-0.10702012,-0.03522403
10,-0.0707809,0.058696054,-0.056608785,-0.15052314,-0.0016479739,0.022000635,-0.059686717,0.087981485,-0.035973735,-0.033263776,-0.08549083,0.014099052,-0.03897087,0.08527128,-0.015881304,0.012192322,-0.10881881,-0.0073830476,-0.020418491,0.0642578,0.0001624854,0.028714495,-0.11440722,-0.022734642,-0.004460614,0.04681311,0.01567582,0.037683133,-0.11706309,-0.02831287,0.009121939,0.063128516,0.03237203,0.045830525,-0.113312535,-0.03434028
