Epoch,Layer0_theta_1,Layer0_r,Layer0_theta_2,Layer0_bx,Layer0_bp,Layer0_kappa,Layer1_theta_1,Layer1_r,Layer1_theta_2,Layer1_bx,Layer1_bp,Layer1_kappa,Layer2_theta_1,Layer2_r,Layer2_theta_2,Layer2_bx,Layer2_bp,Layer2_kappa,Layer3_theta_1,Layer3_r,Layer3_theta_2,Layer3_bx,Layer3_bp,Layer3_kappa,Layer4_theta_1,Layer4_r,Layer4_theta_2,Layer4_bx,Layer4_bp,Layer4_kappa,Layer5_theta_1,Layer5_r,Layer5_theta_2,Layer5_bx,Layer5_bp,Layer5_kappa
1,-0.042950176,0.042960227,-0.04292546,0.037713274,-0.042216346,0.047519058,-0.042707592,0.04451259,-0.042444263,0.039332952,-0.044789053,0.045702048,-0.042083126,0.04709339,-0.041688014,0.042202175,-0.04548244,0.039927598,-0.041219644,0.0480707,-0.04118272,0.045394525,-0.045054156,0.036735218,-0.040811755,0.047066487,-0.041245792,0.047529217,-0.044592287,0.038797826,-0.04114214,0.04435856,-0.04157474,0.04848887,-0.044459946,0.042237688
2,-0.06128494,0.07411292,-0.059274696,0.020341523,-0.061025977,0.06764333,-0.05513296,0.07314728,-0.058352895,0.025492826,-0.09170064,0.060883865,-0.051660813,0.06868184,-0.05412022,0.045418724,-0.094940744,0.0341164,-0.04745418,0.06597978,-0.05009261,0.071856104,-0.093815565,0.026933335,-0.045519996,0.05783362,-0.04680603,0.08713224,-0.092714466,0.030542392,-0.04538096,0.058290493,-0.043999,0.09337873,-0.092069946,0.035917275
3,-0.053281665,0.10224405,-0.0474102,-0.009499021,-0.07468305,0.05586884,-0.039018646,0.10370149,-0.045153685,0.00092180446,-0.1334032,0.04271428,-0.032674458,0.072291054,-0.03973066,0.04172447,-0.13787626,0.011863015,-0.028465081,0.05586166,-0.034232546,0.09229457,-0.13517727,0.0115287015,-0.026864165,0.04265651,-0.027259313,0.11832277,-0.13264042,0.012243187,-0.025272664,0.056204233,-0.020780617,0.12870167,-0.1299928,0.011363363
4,-0.06919459,0.11856715,-0.060739204,-0.033348873,-0.07843654,0.069757,-0.047918368,0.11689059,-0.056881852,-0.018551446,-0.1555497,0.055880576,-0.03833582,0.07448616,-0.04888519,0.03452722,-0.16117132,0.02642183,-0.032887403,0.052461572,-0.039453417,0.09775155,-0.15668002,0.0289174,-0.028732361,0.04381876,-0.025958935,0.12790063,-0.15402277,0.019981012,-0.021272954,0.07175707,-0.013540817,0.1426825,-0.15440789,0.007134603
5,-0.082069576,0.12186092,-0.07058922,-0.05376022,-0.08311807,0.07224011,-0.054111686,0.12580761,-0.06407613,-0.03297905,-0.17139606,0.058450874,-0.0412276,0.07172039,-0.054644845,0.029989645,-0.17596065,0.038643178,-0.035794873,0.044618197,-0.042213935,0.10045624,-0.16859655,0.049057253,-0.029618474,0.04262124,-0.023290519,0.13103461,-0.16482936,0.033329673,-0.01656508,0.083064735,-0.0053355526,0.14809309,-0.16814087,0.0052674534
6,-0.086865894,0.12060139,-0.07211178,-0.071138576,-0.08594788,0.06427336,-0.052638102,0.13208489,-0.06493654,-0.044223893,-0.1828792,0.057739697,-0.03887631,0.062275358,-0.054436658,0.026037026,-0.1854261,0.049609024,-0.033599958,0.03276986,-0.039004084,0.101101,-0.17514823,0.068324655,-0.025235973,0.03796378,-0.0153577635,0.13076948,-0.16967312,0.0472492,-0.0069641387,0.090445355,0.0077380743,0.1482906,-0.17491546,0.0011882096
7,-0.09522169,0.11405137,-0.07962746,-0.08842818,-0.08387944,0.06491154,-0.056571957,0.13077635,-0.07061765,-0.05658579,-0.1915657,0.06169258,-0.040259477,0.054034945,-0.056757182,0.01815709,-0.19374296,0.057630718,-0.032604747,0.025747515,-0.037199605,0.09813716,-0.18233584,0.08035884,-0.020884782,0.033401035,-0.008443979,0.12991843,-0.17515717,0.0571815,0.0017613708,0.09512442,0.019285174,0.14776438,-0.1788152,0.0014605831
8,-0.10388257,0.10085642,-0.08828223,-0.105676085,-0.08444502,0.06373535,-0.061722953,0.12719886,-0.07541197,-0.06848433,-0.1998229,0.058051717,-0.04080941,0.047630657,-0.057815876,0.009668629,-0.20114319,0.057203192,-0.030265158,0.018293686,-0.033952326,0.09392464,-0.18918498,0.08146041,-0.014787581,0.032056898,-8.0354395e-05,0.12941802,-0.18157364,0.052924212,0.011866714,0.098741114,0.03039704,0.14962716,-0.18315068,0.000940491
9,-0.108572535,0.09300936,-0.09225304,-0.11988921,-0.08298499,0.05634994,-0.06274602,0.1248674,-0.07809841,-0.07827341,-0.20667326,0.054911133,-0.040009525,0.038799733,-0.057531033,0.0031524966,-0.20634498,0.059507385,-0.02744276,0.010239521,-0.03019495,0.09005557,-0.19268276,0.087347515,-0.009002859,0.030676298,0.0077895354,0.1262575,-0.18427603,0.054161973,0.021682192,0.104200915,0.041336488,0.14781183,-0.18638392,0.00035242428
10,-0.113202296,0.086159356,-0.09636138,-0.13270603,-0.08145457,0.05110473,-0.064152636,0.12110202,-0.0813763,-0.08771805,-0.21274588,0.05374896,-0.03973281,0.02955027,-0.05766214,-0.003510748,-0.2114825,0.06294937,-0.024984077,0.0036447293,-0.026921827,0.08630452,-0.19635074,0.093505085,-0.0037142183,0.029435158,0.0147207435,0.12355815,-0.18671823,0.057984892,0.030263115,0.108919084,0.051120557,0.14593858,-0.18873501,0.0028425474
11,-0.11910764,0.07700532,-0.102296926,-0.14414033,-0.08211263,0.049082085,-0.067803346,0.11503153,-0.08573259,-0.09649651,-0.21814711,0.05236069,-0.04062978,0.022031257,-0.05873918,-0.010565316,-0.21636213,0.0639167,-0.023299973,-0.00063331483,-0.024650816,0.08199719,-0.20090503,0.094269395,0.0009689864,0.029388815,0.020484392,0.12248224,-0.1911813,0.056894537,0.03739206,0.11138522,0.058871124,0.1465429,-0.19136792,0.0071241045
12,-0.121153034,0.07263065,-0.10385131,-0.15242891,-0.083296955,0.04437984,-0.06787727,0.11285656,-0.08676834,-0.102897696,-0.2224642,0.049728826,-0.03928771,0.015607138,-0.05742391,-0.01490315,-0.22008988,0.065062515,-0.020383516,-0.0064855474,-0.021122612,0.07979146,-0.20321415,0.09755364,0.005664829,0.028881544,0.026202196,0.120733336,-0.19289869,0.05810963,0.04420038,0.11458717,0.066529445,0.14591888,-0.19319604,0.008789257
13,-0.12130488,0.06963176,-0.10331814,-0.15884809,-0.08576727,0.041695185,-0.06643573,0.112271264,-0.08528773,-0.108143315,-0.22592497,0.045583095,-0.035945885,0.012493397,-0.05380198,-0.017822344,-0.22367714,0.06413079,-0.015824232,-0.013618927,-0.015822778,0.07950161,-0.20511462,0.09938161,0.011259055,0.028163342,0.03283067,0.12001529,-0.19372375,0.057317164,0.051293973,0.1177049,0.074404895,0.14655851,-0.19533789,0.008308056
14,-0.123535275,0.06670567,-0.10492193,-0.16412435,-0.088524126,0.044438932,-0.06729715,0.110809796,-0.08591816,-0.113332555,-0.22808604,0.04474875,-0.03441098,0.010005504,-0.05227197,-0.02179477,-0.2272365,0.06412699,-0.012848572,-0.019218532,-0.012535344,0.07886453,-0.20825917,0.1006756,0.015239544,0.027589153,0.037408456,0.12059669,-0.1957355,0.05859625,0.056013852,0.1194097,0.08006224,0.14796604,-0.19715631,0.010663617
