Epoch,Layer0_theta_1,Layer0_r,Layer0_theta_2,Layer0_bx,Layer0_bp,Layer0_kappa,Layer1_theta_1,Layer1_r,Layer1_theta_2,Layer1_bx,Layer1_bp,Layer1_kappa,Layer2_theta_1,Layer2_r,Layer2_theta_2,Layer2_bx,Layer2_bp,Layer2_kappa,Layer3_theta_1,Layer3_r,Layer3_theta_2,Layer3_bx,Layer3_bp,Layer3_kappa,Layer4_theta_1,Layer4_r,Layer4_theta_2,Layer4_bx,Layer4_bp,Layer4_kappa,Layer5_theta_1,Layer5_r,Layer5_theta_2,Layer5_bx,Layer5_bp,Layer5_kappa
1,-0.035371855,0.03462125,-0.03516976,0.043725595,-0.042337194,0.03796621,-0.03470921,0.03712619,-0.034128677,0.04453648,-0.044077486,0.03578476,-0.033536125,0.04035723,-0.03291826,0.046454817,-0.044748962,0.03279345,-0.032385048,0.04211846,-0.032212876,0.04852282,-0.044579722,0.030882383,-0.031979408,0.04150082,-0.032338228,0.049808286,-0.044266626,0.031117586,-0.03257167,0.039378747,-0.033012632,0.050358675,-0.04413785,0.032905165
2,-0.027656894,0.034841307,-0.027243823,0.057630308,-0.07251276,0.03498687,-0.025609832,0.044558115,-0.023153627,0.058824737,-0.08470984,0.025024943,-0.020872252,0.0597917,-0.018264571,0.06982483,-0.08880944,0.016519196,-0.016212061,0.063191354,-0.015488679,0.08314405,-0.08904638,0.011376594,-0.0145153925,0.054256193,-0.015657173,0.09092377,-0.08882647,0.0118365465,-0.016431935,0.043842047,-0.017637014,0.09419793,-0.08870522,0.01639709
3,-0.0407165,0.027246432,-0.04162004,0.07094216,-0.08340102,0.055525724,-0.04001258,0.035405666,-0.03645926,0.0659999,-0.09770525,0.040317714,-0.03323434,0.067935444,-0.027392471,0.07541901,-0.10665381,0.025179105,-0.023495015,0.08285342,-0.020103788,0.09407681,-0.111249745,0.014124599,-0.017178811,0.07050871,-0.017868718,0.108452864,-0.11346593,0.013109699,-0.017597452,0.052890215,-0.019433284,0.116065964,-0.11277851,0.018291753
4,-0.03778274,0.017157173,-0.040655997,0.077734865,-0.08196223,0.06287724,-0.039771117,0.018759755,-0.03617617,0.06659283,-0.09725009,0.04654931,-0.03275488,0.061766937,-0.023779536,0.0725571,-0.111355945,0.024440506,-0.018598646,0.08832083,-0.011102268,0.09455471,-0.1205415,0.0047895825,-0.0064916126,0.07588854,-0.0046064425,0.113870755,-0.124773085,-0.001602252,-0.0028748254,0.05545601,-0.0037438876,0.12465042,-0.123424724,-0.00021612085
5,-0.040115826,0.0030686925,-0.04433431,0.08181605,-0.0833248,0.072637506,-0.043567937,0.007812985,-0.039818402,0.06789001,-0.098329574,0.0542357,-0.036172114,0.059342615,-0.026147159,0.07441045,-0.11472551,0.030820638,-0.020664217,0.08763706,-0.012407177,0.09919437,-0.12476321,0.011010512,-0.00783788,0.07532652,-0.00512415,0.120231345,-0.12938571,0.0033915685,-0.003580905,0.054525115,-0.0038512948,0.13199663,-0.12722273,0.002674957
6,-0.036694385,-0.015359556,-0.04167111,0.081035696,-0.085569836,0.06839812,-0.040605254,-0.00029360608,-0.036526173,0.067841925,-0.10269583,0.04767871,-0.032560132,0.05486566,-0.022158816,0.07899634,-0.11975513,0.026809221,-0.01700218,0.079323694,-0.008317176,0.10674112,-0.12834628,0.0108185075,-0.0048091705,0.067810565,-0.00087038777,0.12794392,-0.13225557,0.0029344398,-0.00047653122,0.048355076,0.00014294637,0.13967021,-0.12891266,0.00041743775
7,-0.039034538,-0.02983869,-0.04432655,0.07710212,-0.08328487,0.07204212,-0.042824827,-0.008152146,-0.03865519,0.06372743,-0.102738805,0.049458858,-0.033931587,0.053764805,-0.023299754,0.07806029,-0.12156208,0.02921531,-0.017665632,0.07456271,-0.009057155,0.108134754,-0.12966721,0.01627728,-0.0055095633,0.06384531,-0.0006651451,0.1290873,-0.13318506,0.0071528316,-0.00010857533,0.0465576,0.0013343784,0.14063281,-0.12917224,0.0019937884
8,-0.039952394,-0.041475445,-0.04489332,0.07078667,-0.076547354,0.074244544,-0.04310578,-0.018635875,-0.03886217,0.056319296,-0.09877242,0.050572813,-0.033281825,0.05094496,-0.02200677,0.072507754,-0.120507345,0.029196275,-0.015418123,0.0698654,-0.0062693483,0.10444583,-0.12917545,0.01735678,-0.0019047776,0.060889196,0.0043072174,0.12518165,-0.13267536,0.0051426906,0.0059815627,0.04665377,0.00842166,0.1366121,-0.12851626,-0.004472533
9,-0.042010423,-0.053797964,-0.046858463,0.06414996,-0.073465064,0.07391122,-0.04448648,-0.023757465,-0.04046327,0.050382245,-0.09863068,0.04966204,-0.033984154,0.051486097,-0.022823272,0.06995698,-0.1217625,0.02929741,-0.015600437,0.06502621,-0.0069887205,0.10376282,-0.12967308,0.021549879,-0.0023331034,0.05625837,0.0044546933,0.12400613,-0.13196334,0.009375333,0.0064807683,0.04442052,0.009529948,0.13499235,-0.12678237,-0.0013025501
10,-0.042470064,-0.06437513,-0.04687659,0.05746055,-0.070069276,0.07059746,-0.043997318,-0.028542347,-0.040174164,0.04442573,-0.09842661,0.046114556,-0.032870006,0.05101655,-0.021739056,0.06716542,-0.12286452,0.026669476,-0.013912273,0.059792686,-0.005586874,0.10261192,-0.1300759,0.022467205,-0.0006110145,0.051646397,0.00686364,0.1223918,-0.1312262,0.010057994,0.009276133,0.042403657,0.012935962,0.13294247,-0.12527113,-0.0018535238
