Epoch,Layer0_theta_1,Layer0_r,Layer0_theta_2,Layer0_bx,Layer0_bp,Layer0_gamma,Layer1_theta_1,Layer1_r,Layer1_theta_2,Layer1_bx,Layer1_bp,Layer1_gamma,Layer2_theta_1,Layer2_r,Layer2_theta_2,Layer2_bx,Layer2_bp,Layer2_gamma,Layer3_theta_1,Layer3_r,Layer3_theta_2,Layer3_bx,Layer3_bp,Layer3_gamma,Layer4_theta_1,Layer4_r,Layer4_theta_2,Layer4_bx,Layer4_bp,Layer4_gamma,Layer5_theta_1,Layer5_r,Layer5_theta_2,Layer5_bx,Layer5_bp,Layer5_gamma
1,0.03249018,-0.021803545,0.032081783,-0.014525948,-0.018713001,-0.024582006,0.029693982,0.034205552,0.030555662,-0.0049083717,-0.01877167,-0.022753311,0.028392017,0.03166668,0.029220872,0.0019569062,-0.020046666,-0.023667673,0.026992535,0.028750902,0.027588496,0.0059731933,-0.022377389,-0.025573252,0.025152093,0.028560089,0.02540402,0.008089891,-0.02670006,-0.028375141,0.022538407,0.033472586,0.022439098,0.008764509,-0.03708757,-0.032746647
2,0.05721817,-0.016695112,0.05625102,-0.007404571,-0.0058924127,-0.03856976,0.04714992,0.045909975,0.049914226,0.020732235,-0.006294641,-0.02918398,0.041821305,0.038253937,0.04446459,0.032839686,-0.011371169,-0.031780157,0.036296345,0.03112306,0.038098533,0.03886498,-0.019937636,-0.037981957,0.02930111,0.030891405,0.029878035,0.04192674,-0.035100617,-0.04722503,0.019543245,0.044580515,0.018919224,0.04306801,-0.06976778,-0.06159703
3,0.07080415,0.01441944,0.07014952,-0.008533501,-0.002352625,-0.04937277,0.057862513,0.08170092,0.061301358,0.037898257,-0.003552997,-0.03211168,0.050688498,0.07020143,0.05442466,0.054380484,-0.012393222,-0.03415959,0.043998428,0.058706656,0.046835106,0.061847586,-0.026233042,-0.041194003,0.03593435,0.056017384,0.037217665,0.065669365,-0.04902552,-0.052666347,0.024618503,0.0708485,0.02428337,0.06752332,-0.097336225,-0.0736154
4,0.07004512,0.04336332,0.07024872,-0.006705704,-0.00916653,-0.056433167,0.055047143,0.11274649,0.05970162,0.050467897,-0.011527398,-0.033739746,0.04787647,0.09745852,0.052814163,0.068688534,-0.022930063,-0.034280196,0.0418344,0.082360104,0.04579662,0.076166354,-0.040063094,-0.040297523,0.034885447,0.07829979,0.03717997,0.079819426,-0.06725458,-0.05160151,0.025257453,0.09435885,0.025804708,0.08189104,-0.122823425,-0.075431176
5,0.05661965,0.05403538,0.059563354,0.0055835526,-0.019516407,-0.06469895,0.04017111,0.121680014,0.048890237,0.063224964,-0.02462907,-0.04018256,0.035328258,0.10131873,0.043158427,0.080147594,-0.037669264,-0.0395921,0.031035177,0.08348618,0.037133534,0.08595209,-0.056308154,-0.044553343,0.025327208,0.08054326,0.029036822,0.088264525,-0.085597984,-0.055428695,0.016616387,0.1014297,0.01742428,0.08982811,-0.14454737,-0.079720914
6,0.048623435,0.048380006,0.0532774,0.01903106,-0.033426877,-0.074444726,0.031065218,0.11748796,0.04145469,0.07098254,-0.04021487,-0.047417145,0.02772254,0.09545378,0.03720947,0.084727034,-0.05337907,-0.044931393,0.02554697,0.07827353,0.03360525,0.08788244,-0.0722229,-0.04883279,0.022655636,0.07907113,0.028002998,0.088393055,-0.10253869,-0.059328366,0.017012035,0.106069,0.018448511,0.08922198,-0.16373482,-0.08352973
7,0.040116865,0.03728837,0.04575819,0.03441186,-0.04260426,-0.077738136,0.021319555,0.10748081,0.031999007,0.07864734,-0.051100064,-0.049655896,0.018235952,0.08481982,0.0289233,0.08810965,-0.063325085,-0.0451909,0.01779347,0.06983046,0.027967596,0.08805764,-0.08130723,-0.047885943,0.018120697,0.07491401,0.025467439,0.08672292,-0.11185243,-0.057935543,0.016359976,0.10692294,0.018568948,0.087031595,-0.17492658,-0.08306713
8,0.04361301,0.026987944,0.049421985,0.04747401,-0.045679357,-0.07261328,0.023041692,0.09779539,0.03269133,0.083495624,-0.056761723,-0.047874503,0.018946892,0.07495067,0.029995497,0.088524185,-0.06826101,-0.043863177,0.019544171,0.063147515,0.031361584,0.085122466,-0.08554641,-0.0471023,0.0228742,0.072813034,0.031925436,0.08182526,-0.116526395,-0.057917215,0.024874233,0.10879988,0.02787557,0.081393205,-0.18131544,-0.084976055
9,0.044811483,0.021822857,0.050915554,0.059685316,-0.04143265,-0.06296956,0.022043077,0.08982697,0.031578097,0.09109573,-0.055553444,-0.042282153,0.016636966,0.06452824,0.028417978,0.09261249,-0.066446535,-0.03907556,0.017154371,0.054305747,0.030582437,0.08618273,-0.082882665,-0.043123197,0.02176385,0.06716844,0.03240983,0.0809652,-0.114115305,-0.055221524,0.025552882,0.10574236,0.02887899,0.07985586,-0.18103717,-0.08552851
10,0.044124737,0.02456888,0.050317325,0.061504424,-0.041014154,-0.05769355,0.021562694,0.08748855,0.030328542,0.09451227,-0.05832693,-0.04073271,0.016151309,0.058513757,0.02781376,0.09453731,-0.06909877,-0.038224053,0.017279105,0.049410112,0.031410452,0.08606442,-0.085067704,-0.04300532,0.023353389,0.06557439,0.034846812,0.07933792,-0.11691532,-0.056259084,0.028834071,0.106620915,0.032156512,0.07778598,-0.18642128,-0.08964416
11,0.04139231,0.03259253,0.047570165,0.058790017,-0.042288404,-0.056332525,0.020016773,0.089083366,0.027868591,0.09675342,-0.06283794,-0.04206237,0.015219643,0.055286527,0.02649048,0.09642954,-0.073791675,-0.03969848,0.017197512,0.04659408,0.03162532,0.08649168,-0.08951953,-0.044864547,0.024585597,0.065822855,0.036559347,0.07845238,-0.12218207,-0.058937754,0.03145387,0.109041855,0.034598205,0.07657193,-0.19455335,-0.09503448
12,0.03885353,0.041279368,0.045049716,0.05623122,-0.042224955,-0.05477734,0.018574907,0.0911904,0.02575876,0.09949051,-0.065908924,-0.04300038,0.014338036,0.052163143,0.025309507,0.09901835,-0.077022314,-0.04069674,0.016914846,0.043546118,0.031574536,0.08774279,-0.09253971,-0.046419762,0.025189215,0.065529026,0.037565444,0.07838819,-0.12603983,-0.061541464,0.03298908,0.11059228,0.035885565,0.0761391,-0.2011887,-0.1004272
13,0.0382308,0.04908425,0.0446989,0.05747511,-0.0387775,-0.050811376,0.018218031,0.092479534,0.025397273,0.104538634,-0.065601975,-0.041817334,0.013973116,0.047710516,0.025010984,0.10340128,-0.07663669,-0.039529685,0.016359175,0.038815424,0.03141848,0.09048246,-0.09177326,-0.046094477,0.024680823,0.063113645,0.037615176,0.07957339,-0.12595412,-0.06280139,0.032714773,0.10949565,0.035336424,0.07681532,-0.20368277,-0.10519319
14,0.03966673,0.056261737,0.046382282,0.058711883,-0.03633403,-0.047320727,0.020044474,0.09378002,0.027218783,0.108511984,-0.06598474,-0.04113532,0.015983203,0.043797787,0.0271567,0.10646813,-0.07689734,-0.03908013,0.018473761,0.035173647,0.03392684,0.09187604,-0.09179442,-0.046935346,0.027073951,0.06196764,0.040449988,0.07945641,-0.12667088,-0.06549498,0.03547665,0.10945296,0.037774652,0.07617399,-0.20640177,-0.11127309
15,0.03774694,0.063622124,0.044738922,0.05803357,-0.035187926,-0.046947144,0.01911217,0.09570476,0.026131557,0.11178479,-0.06731694,-0.042344525,0.015643353,0.04053799,0.026760554,0.109330066,-0.07821172,-0.03999928,0.018531574,0.03187205,0.034150504,0.09352196,-0.09293487,-0.048738148,0.027541274,0.06092879,0.041121885,0.07995401,-0.12852068,-0.068586275,0.03627014,0.10959667,0.038107578,0.07634611,-0.21035764,-0.11687892
16,0.035942268,0.070156515,0.04332946,0.05730818,-0.034817845,-0.047346912,0.018582245,0.097191684,0.025529906,0.11460079,-0.06918576,-0.04410522,0.015953058,0.037031144,0.027062278,0.11163872,-0.08007288,-0.04151423,0.019446667,0.02854377,0.0352165,0.094658434,-0.09469605,-0.05136299,0.028971218,0.060004476,0.042660885,0.08001527,-0.13096896,-0.07261867,0.03801084,0.10991788,0.03929704,0.07610366,-0.21458858,-0.12322278
17,0.03324815,0.07569759,0.041491743,0.057936095,-0.032737408,-0.04542985,0.017461222,0.09793734,0.024760686,0.117849916,-0.0689849,-0.043618623,0.0157515,0.03288126,0.026981357,0.1141138,-0.07954512,-0.04077029,0.019688416,0.024478074,0.035644002,0.09594891,-0.09382938,-0.051855616,0.029533595,0.057704784,0.04336481,0.08037634,-0.1305163,-0.07501313,0.038675424,0.1082186,0.03931288,0.0762566,-0.21555908,-0.12883712
18,0.031225214,0.08064142,0.04043317,0.05887944,-0.03108416,-0.044354495,0.017135825,0.09867915,0.024804052,0.12074617,-0.0688546,-0.043322627,0.016405756,0.029220698,0.027778279,0.116034634,-0.07905522,-0.040245943,0.020903138,0.021288894,0.037036326,0.09665218,-0.093103416,-0.052723072,0.031185804,0.056224488,0.04506025,0.08022504,-0.13022198,-0.07783793,0.04047047,0.10706939,0.0403828,0.07592126,-0.21630989,-0.13470848
19,0.029938383,0.08525973,0.03969544,0.058598787,-0.0319514,-0.046612762,0.017498145,0.10022426,0.0251018,0.1221334,-0.070682906,-0.04500322,0.017915305,0.027547017,0.029352872,0.11648671,-0.080912255,-0.041957896,0.02351594,0.02060078,0.039777268,0.09606279,-0.09523243,-0.055924565,0.03476074,0.057337627,0.048440523,0.079004906,-0.1330393,-0.082491815,0.04448922,0.10873634,0.043634128,0.0745371,-0.21987228,-0.14112106
20,0.025364371,0.09024651,0.036345717,0.060116135,-0.029773649,-0.047125187,0.014912421,0.102240615,0.022873476,0.12508039,-0.06922692,-0.044334814,0.016288841,0.025956474,0.02769152,0.11836581,-0.07904733,-0.040626526,0.022350824,0.019228851,0.038608477,0.096969336,-0.09311255,-0.055414084,0.03399571,0.056529418,0.047542937,0.079514034,-0.1312048,-0.08347739,0.043792933,0.10744087,0.042104434,0.075120546,-0.2190447,-0.14500497
21,0.022049738,0.09425071,0.03433573,0.06257944,-0.027484022,-0.047891684,0.013414323,0.10370713,0.021853156,0.12833093,-0.06746541,-0.043492105,0.015594861,0.024200093,0.027044574,0.12033118,-0.076836824,-0.039193615,0.021976141,0.018032933,0.03828021,0.097833596,-0.090773284,-0.05494415,0.033902854,0.05590581,0.047327932,0.07993789,-0.12922913,-0.08454654,0.043666422,0.10630711,0.04116349,0.07558224,-0.21785781,-0.14875796
