Epoch,Layer0_theta_1,Layer0_r,Layer0_theta_2,Layer0_bx,Layer0_bp,Layer0_kappa,Layer1_theta_1,Layer1_r,Layer1_theta_2,Layer1_bx,Layer1_bp,Layer1_kappa,Layer2_theta_1,Layer2_r,Layer2_theta_2,Layer2_bx,Layer2_bp,Layer2_kappa,Layer3_theta_1,Layer3_r,Layer3_theta_2,Layer3_bx,Layer3_bp,Layer3_kappa,Layer4_theta_1,Layer4_r,Layer4_theta_2,Layer4_bx,Layer4_bp,Layer4_kappa,Layer5_theta_1,Layer5_r,Layer5_theta_2,Layer5_bx,Layer5_bp,Layer5_kappa
1,-0.03593681,0.061460298,-0.033581205,0.01931608,-0.05370429,0.023255099,-0.032531574,0.06565624,-0.031821173,0.023510965,-0.063504316,0.020441769,-0.03072839,0.06326102,-0.032269206,0.029638575,-0.06542648,0.023647252,-0.0312172,0.056526706,-0.033163566,0.037093025,-0.06562764,0.0282152,-0.032284725,0.051843673,-0.032792676,0.044263475,-0.06585092,0.02907745,-0.03226501,0.05234732,-0.0315309,0.049260598,-0.066634245,0.027624084
2,-0.04383581,0.08930825,-0.04154432,-0.0028460529,-0.014310721,0.016133538,-0.03888923,0.09431235,-0.04037629,0.0014496336,-0.03665493,0.019746473,-0.03742819,0.08463769,-0.042067863,0.0034356513,-0.04738611,0.03460909,-0.03866906,0.07121301,-0.03947413,0.007519681,-0.053542566,0.040329408,-0.035539433,0.07366024,-0.031734228,0.019968582,-0.06723023,0.023399638,-0.02795261,0.081660055,-0.026050858,0.038330175,-0.09818062,0.016703153
3,-0.035182357,0.087661795,-0.034570742,-0.024028966,-0.029271135,0.023051295,-0.03134828,0.10052574,-0.029438958,-0.013120547,-0.058113575,0.010266871,-0.025844414,0.09471678,-0.027932677,-0.0041752816,-0.072671816,0.021231472,-0.023930108,0.07822089,-0.023110444,0.0085199,-0.07707714,0.030768724,-0.01864116,0.07879899,-0.0127776405,0.028739693,-0.08794025,0.011095639,-0.0090524675,0.088323064,-0.005633208,0.053644698,-0.13510695,0.0074408688
4,-0.04337785,0.07859168,-0.044030968,-0.03624254,-0.0453954,0.044566687,-0.04047948,0.09556804,-0.034533404,-0.020450177,-0.07220749,0.02167495,-0.03054592,0.093140386,-0.027540646,-0.019339195,-0.082699426,0.02889311,-0.022225495,0.08308543,-0.014986834,-0.0032735732,-0.083674364,0.028942546,-0.008674524,0.08983378,-0.0010375428,0.029855596,-0.10184614,0.005119832,0.003403163,0.09948611,0.0067151138,0.058193922,-0.15181823,0.006615064
5,-0.049609162,0.06565378,-0.050350763,-0.05293718,-0.07034884,0.052252784,-0.046452392,0.09095569,-0.03627751,-0.023947846,-0.09559894,0.02502842,-0.03232147,0.089684196,-0.02485023,-0.026546717,-0.09859753,0.03257003,-0.019136379,0.08250669,-0.0066941045,-0.0063931784,-0.093497984,0.029952237,0.0002129486,0.09272853,0.011184618,0.03540498,-0.113070674,0.0043904204,0.015327849,0.10349768,0.022215892,0.06210862,-0.14990088,6.4643566e-05
6,-0.052665055,0.057172082,-0.051523972,-0.07588461,-0.10735662,0.046476558,-0.047117896,0.09263523,-0.03372024,-0.026319083,-0.12933075,0.021908984,-0.030024095,0.09008628,-0.019278938,-0.028994136,-0.120278865,0.0334699,-0.013708406,0.08179218,0.0019512436,-0.0045213024,-0.10751964,0.03546947,0.008725115,0.09305352,0.02362637,0.042246245,-0.12405596,0.008438156,0.027115371,0.10619997,0.03902378,0.06638657,-0.14030755,-0.005998931
7,-0.061364006,0.05679028,-0.05651135,-0.10138218,-0.14687143,0.037095577,-0.051274203,0.098856606,-0.034067027,-0.032705624,-0.15789217,0.01988944,-0.03001048,0.097971946,-0.013243411,-0.037290797,-0.13711084,0.027255025,-0.006856153,0.08924168,0.009546387,-0.0053142947,-0.12359128,0.040715225,0.01649823,0.09252437,0.033560466,0.040909223,-0.13524355,0.01488264,0.03768741,0.108904526,0.054891355,0.05858484,-0.13251334,-0.014594961
8,-0.06801489,0.061781738,-0.058794927,-0.115014516,-0.1830042,0.02369456,-0.054210924,0.10484849,-0.03355072,-0.0332235,-0.18062864,0.019590441,-0.0300935,0.10762798,-0.004440309,-0.046291824,-0.14503208,0.012196297,0.0031358132,0.10387488,0.01970769,-0.004694473,-0.13641933,0.035258584,0.026516393,0.09197167,0.041931484,0.03914035,-0.14210552,0.018824482,0.04648989,0.1113001,0.06706899,0.047836322,-0.13013196,-0.023170361
9,-0.075428225,0.06354853,-0.06349694,-0.114139386,-0.21721166,0.02129748,-0.061656628,0.10649621,-0.040370338,-0.026670506,-0.2023571,0.03353754,-0.03869694,0.10949763,-0.006040806,-0.056475237,-0.14860761,0.01589525,0.0032121136,0.11412968,0.023966787,-0.008318216,-0.13383622,0.030124923,0.031669267,0.09648601,0.044367503,0.039595984,-0.1431789,0.02200716,0.048791427,0.114608735,0.06829572,0.045909103,-0.12938257,-0.021227919
10,-0.07050056,0.06326168,-0.057065003,-0.105668575,-0.2374742,0.009204208,-0.05835149,0.10809718,-0.037937935,-0.009549032,-0.21845263,0.035865728,-0.039915487,0.10802629,-0.004594961,-0.053536188,-0.14741471,0.017513838,0.004211402,0.11500612,0.02681897,-0.0078719035,-0.1264112,0.028397016,0.0345477,0.09528089,0.046746388,0.04269114,-0.13665435,0.023487896,0.05030797,0.11148786,0.07013407,0.052972876,-0.11719821,-0.018690614
