Epoch,Layer0_theta_1,Layer0_r,Layer0_theta_2,Layer0_bx,Layer0_bp,Layer0_kappa,Layer1_theta_1,Layer1_r,Layer1_theta_2,Layer1_bx,Layer1_bp,Layer1_kappa,Layer2_theta_1,Layer2_r,Layer2_theta_2,Layer2_bx,Layer2_bp,Layer2_kappa,Layer3_theta_1,Layer3_r,Layer3_theta_2,Layer3_bx,Layer3_bp,Layer3_kappa,Layer4_theta_1,Layer4_r,Layer4_theta_2,Layer4_bx,Layer4_bp,Layer4_kappa,Layer5_theta_1,Layer5_r,Layer5_theta_2,Layer5_bx,Layer5_bp,Layer5_kappa
1,-0.033566196,0.055994578,-0.03088208,0.051519323,-0.05989738,0.030955497,-0.02990887,0.066515654,-0.027945884,0.05197233,-0.07029778,0.026602719,-0.02650995,0.06885992,-0.026190126,0.059615273,-0.0736883,0.021392293,-0.024724778,0.061620887,-0.025584249,0.06968869,-0.07336536,0.018625176,-0.024778983,0.052858546,-0.025987862,0.07562843,-0.07281956,0.020587588,-0.02641715,0.04790501,-0.027139973,0.07800799,-0.07258623,0.025554433
2,-0.060084686,0.077872835,-0.054803316,0.06998833,-0.0913294,0.044326287,-0.052698474,0.09073949,-0.04776539,0.064462446,-0.10335232,0.03326373,-0.044355907,0.10771985,-0.04024312,0.07162794,-0.109960996,0.0202462,-0.035818055,0.10622551,-0.031831823,0.09096018,-0.11454606,0.012435896,-0.027778266,0.08774128,-0.025386378,0.10866122,-0.11721821,0.011804398,-0.024147086,0.07486691,-0.024297692,0.12048876,-0.115652785,0.019025331
3,-0.06595893,0.10569436,-0.06131903,0.07903949,-0.105805755,0.037653238,-0.05895498,0.09848817,-0.056417648,0.07389858,-0.11671834,0.031662382,-0.052808367,0.108564965,-0.0470921,0.07765188,-0.12137317,0.021793233,-0.042071704,0.11993569,-0.031301413,0.0963876,-0.12876664,0.0048591783,-0.025871877,0.102595806,-0.017635131,0.119594775,-0.13568175,0.000105734216,-0.015046881,0.0837585,-0.012364887,0.13692138,-0.13294813,0.006638798
4,-0.06500119,0.13011305,-0.061401594,0.07807759,-0.119741775,0.023887353,-0.05795014,0.10299207,-0.05970312,0.08236798,-0.13396892,0.029000226,-0.055922177,0.08738769,-0.052385416,0.0931078,-0.13149896,0.035613302,-0.048677195,0.10532013,-0.033288516,0.10909548,-0.13277955,0.0077251047,-0.029784432,0.099957906,-0.013572376,0.12782483,-0.13914746,-0.0022729468,-0.01205624,0.084399715,-0.0023378287,0.14427276,-0.13431835,-0.0007950638
5,-0.06583522,0.11673435,-0.066901796,0.07486634,-0.11773193,0.03187432,-0.06288075,0.09061548,-0.06353313,0.07808348,-0.13431862,0.03590716,-0.058803927,0.08420601,-0.052805062,0.09734002,-0.13533476,0.033677544,-0.0493269,0.097479485,-0.03298613,0.12442942,-0.13519679,0.011164056,-0.032445602,0.09328871,-0.013017925,0.13909711,-0.13168828,-7.4587064e-05,-0.015189605,0.09035513,0.0006428368,0.1480741,-0.12620573,-0.0028326886
6,-0.06579267,0.11316722,-0.069393955,0.068789065,-0.113882974,0.03545993,-0.06464872,0.08611085,-0.064889334,0.07289168,-0.13447595,0.037937697,-0.059239358,0.08374264,-0.051713604,0.09935365,-0.13781889,0.030065116,-0.048320666,0.0930591,-0.03119489,0.13357472,-0.13534059,0.01242933,-0.03268324,0.09156109,-0.011071638,0.14506344,-0.12607329,0.002211104,-0.015446877,0.095358774,0.0037698238,0.1501409,-0.12167475,-0.0029019662
7,-0.0661495,0.124319,-0.07030953,0.060334355,-0.1101443,0.031694822,-0.064605206,0.08811566,-0.06604675,0.068299435,-0.13553725,0.03863043,-0.05955487,0.08054125,-0.051408023,0.09954682,-0.13802391,0.028846582,-0.048010956,0.091495536,-0.029648622,0.1364333,-0.13332024,0.012002125,-0.032122318,0.093952745,-0.008919955,0.14587691,-0.12234283,0.0011439805,-0.014059666,0.099560566,0.006852757,0.14962149,-0.11955905,-0.0048542153
8,-0.06696954,0.13215722,-0.07159924,0.051716186,-0.104621515,0.030560132,-0.06499555,0.090337224,-0.06701657,0.06326487,-0.13490465,0.039289467,-0.05972273,0.08121231,-0.050834753,0.09879944,-0.13754976,0.026796727,-0.04735538,0.09308876,-0.02817285,0.13789774,-0.13103549,0.010929724,-0.031384885,0.09802691,-0.0073780403,0.14618595,-0.11939104,0.00037509063,-0.013059678,0.1031882,0.008492369,0.14972328,-0.11837938,-0.0045563765
9,-0.0665684,0.1357023,-0.071712784,0.044745147,-0.10110539,0.027724141,-0.06440442,0.09301412,-0.06635473,0.060620546,-0.13476662,0.036838535,-0.05867318,0.08272555,-0.04917709,0.10045541,-0.13671254,0.024439847,-0.046133097,0.09476973,-0.026106577,0.14046654,-0.12793659,0.00930005,-0.030437144,0.10174271,-0.0058162324,0.14805585,-0.11629813,-0.0005681538,-0.012390089,0.10445737,0.0092432555,0.1518621,-0.11740427,-0.0022155177
10,-0.066397436,0.13499916,-0.072995394,0.036696687,-0.09832075,0.030573046,-0.064831026,0.09301698,-0.066606134,0.05745881,-0.13467206,0.038540583,-0.05843359,0.08304217,-0.04818353,0.10195638,-0.13570236,0.025650209,-0.045546703,0.096228905,-0.024044562,0.14256775,-0.124136366,0.010048366,-0.029506352,0.10670717,-0.0033353951,0.1490256,-0.11218414,-0.0011822679,-0.010790872,0.107264586,0.011641528,0.15344375,-0.11629304,-0.0026070115
