Epoch,Layer0_theta_1,Layer0_r,Layer0_theta_2,Layer0_bx,Layer0_bp,Layer0_kappa,Layer1_theta_1,Layer1_r,Layer1_theta_2,Layer1_bx,Layer1_bp,Layer1_kappa,Layer2_theta_1,Layer2_r,Layer2_theta_2,Layer2_bx,Layer2_bp,Layer2_kappa,Layer3_theta_1,Layer3_r,Layer3_theta_2,Layer3_bx,Layer3_bp,Layer3_kappa,Layer4_theta_1,Layer4_r,Layer4_theta_2,Layer4_bx,Layer4_bp,Layer4_kappa,Layer5_theta_1,Layer5_r,Layer5_theta_2,Layer5_bx,Layer5_bp,Layer5_kappa
1,-0.036062397,0.044484105,-0.03360218,0.059358582,-0.06605732,0.026227757,-0.032095954,0.056902684,-0.028175587,0.060939055,-0.07050192,0.018967556,-0.026542444,0.06667305,-0.02377679,0.06618805,-0.07302843,0.015830927,-0.022543648,0.06758228,-0.02251666,0.0723642,-0.073212124,0.0146824205,-0.022206005,0.05987617,-0.024201779,0.07631168,-0.07280002,0.015688736,-0.025385683,0.048698395,-0.027352367,0.0780329,-0.07271092,0.017982045
2,-0.0637241,0.038473945,-0.06076934,0.08930834,-0.1123901,0.050884333,-0.057737194,0.05846355,-0.04880092,0.08945114,-0.11639894,0.03225659,-0.045447394,0.09441175,-0.034231767,0.09701814,-0.11951023,0.015843598,-0.03130676,0.11030742,-0.02367443,0.11011888,-0.12129267,0.004746331,-0.022530157,0.09782953,-0.022001931,0.121311,-0.12206491,0.0043260613,-0.024792813,0.0708548,-0.028409919,0.1274457,-0.12133956,0.012108199
3,-0.07297609,0.04556159,-0.07006417,0.10216568,-0.1357178,0.053347547,-0.066073194,0.057728853,-0.05725964,0.10451155,-0.13858838,0.03659637,-0.053564303,0.09582335,-0.03989647,0.11354466,-0.13936609,0.018127546,-0.037056778,0.12086882,-0.024341464,0.12755072,-0.14015703,0.0027005896,-0.023431852,0.1114158,-0.017985452,0.13952996,-0.1409401,0.0005155982,-0.021102667,0.08162753,-0.022130972,0.14678195,-0.13910754,0.0044318195
4,-0.0781033,0.06756463,-0.074264035,0.10824846,-0.14999466,0.04497399,-0.06944818,0.06220983,-0.063314125,0.11526505,-0.14923772,0.039136995,-0.060231,0.08625554,-0.047538534,0.124255426,-0.1449348,0.024426831,-0.045758363,0.11683518,-0.030735243,0.135921,-0.14398156,0.0034896792,-0.030443102,0.11308734,-0.021538509,0.14452094,-0.14402997,-0.0004675176,-0.024285795,0.08883333,-0.021773757,0.14917926,-0.14113255,-0.0013770184
5,-0.07947487,0.08785302,-0.07414155,0.11210746,-0.1599167,0.034848627,-0.06882894,0.067554526,-0.065303855,0.122827224,-0.15431778,0.038174275,-0.06312783,0.077306256,-0.051612843,0.12989281,-0.1451129,0.028623456,-0.050781388,0.11281272,-0.03462144,0.13918206,-0.14368287,0.005807035,-0.034688585,0.1121731,-0.024576297,0.14524592,-0.14303282,0.0013478908,-0.026928715,0.09381401,-0.022313898,0.14693506,-0.14019175,-0.0038794097
6,-0.07878728,0.09127394,-0.073528655,0.11412438,-0.16585098,0.03116501,-0.06788864,0.06647551,-0.06513252,0.12684005,-0.1575794,0.03715366,-0.063420825,0.07154548,-0.052005008,0.13430458,-0.14587444,0.029772248,-0.052032292,0.108032234,-0.03483349,0.14377935,-0.14282264,0.008434823,-0.036099922,0.109392405,-0.024334468,0.14703588,-0.14008355,0.004137031,-0.027348582,0.097676456,-0.019919189,0.14557934,-0.13786773,-0.007809894
7,-0.07535002,0.08074416,-0.07142167,0.11540536,-0.16733924,0.032696977,-0.06592913,0.059900966,-0.0623679,0.1278849,-0.15744771,0.03598663,-0.060974915,0.06886382,-0.04859827,0.13632968,-0.14618589,0.027029809,-0.049171835,0.104139075,-0.030898832,0.14823751,-0.14218523,0.008359962,-0.03359226,0.106268294,-0.019818325,0.14934506,-0.13630764,0.0042515104,-0.024012692,0.10141976,-0.013048994,0.14500743,-0.1351856,-0.016081814
8,-0.074893445,0.07742863,-0.07123066,0.11546079,-0.16772825,0.03286371,-0.06568346,0.057817616,-0.061760798,0.12840906,-0.15747079,0.03474432,-0.06049113,0.06759802,-0.04786291,0.13791063,-0.14597914,0.02572836,-0.048871137,0.10101531,-0.030413186,0.15094128,-0.14035521,0.010033045,-0.034117848,0.104288794,-0.019835459,0.15052815,-0.13302153,0.0062078163,-0.024780123,0.102717906,-0.012276313,0.14443797,-0.13227354,-0.017527774
9,-0.07624721,0.084429696,-0.07213023,0.11464746,-0.16732493,0.030052943,-0.066387676,0.059300046,-0.06333675,0.12859346,-0.15681611,0.035441805,-0.062140383,0.06505731,-0.04958352,0.13741988,-0.144431,0.026668053,-0.050621863,0.10072888,-0.032102898,0.15018533,-0.13884376,0.011008911,-0.035744675,0.10455611,-0.021908132,0.14933406,-0.13208117,0.007879026,-0.026560117,0.104514815,-0.013579431,0.14200865,-0.13095489,-0.017980352
10,-0.077210434,0.08309804,-0.072679,0.113460205,-0.16511546,0.028985683,-0.06689061,0.058993462,-0.063394494,0.12738724,-0.15517396,0.033413593,-0.062112477,0.06719644,-0.04908426,0.13652001,-0.1436794,0.022513526,-0.050029494,0.101972856,-0.032038245,0.15045081,-0.13819894,0.009209851,-0.03584879,0.10459928,-0.022686768,0.14942294,-0.13115218,0.0085984655,-0.02745497,0.10509094,-0.014179014,0.14152338,-0.1290188,-0.01751684
11,-0.079072185,0.084166415,-0.07445557,0.11252131,-0.1625494,0.029573118,-0.06870335,0.057339992,-0.06525666,0.12641735,-0.15258734,0.035624094,-0.064022236,0.06749468,-0.05028139,0.13454127,-0.1414527,0.022211088,-0.05102823,0.104957156,-0.032997586,0.14881338,-0.13708495,0.008180632,-0.03651293,0.106465414,-0.024139997,0.14813907,-0.13084076,0.009276228,-0.028551787,0.10660479,-0.0153668905,0.13997336,-0.12841572,-0.016979624
12,-0.079686165,0.083562575,-0.07494075,0.111824155,-0.1614455,0.02967527,-0.0691369,0.055716444,-0.065631434,0.12621042,-0.15165274,0.036233053,-0.06445797,0.06662768,-0.050130077,0.13415407,-0.14012472,0.021502322,-0.050985675,0.106445946,-0.03252098,0.14839424,-0.13590768,0.0068522813,-0.03614203,0.10763462,-0.024034632,0.14797997,-0.13040951,0.009246898,-0.028462943,0.10729182,-0.015004371,0.13957863,-0.12745315,-0.01732235
13,-0.080110095,0.08475443,-0.0748575,0.11151517,-0.16284882,0.027763983,-0.06880232,0.05634782,-0.06558968,0.12756634,-0.15290383,0.03551661,-0.06457686,0.062780276,-0.050341688,0.13587654,-0.1391843,0.022885503,-0.051740788,0.10501879,-0.032511253,0.14845529,-0.13358723,0.007170307,-0.036511313,0.10835615,-0.024424229,0.14784282,-0.12906651,0.0101110265,-0.028976422,0.10661698,-0.015359721,0.1392555,-0.12644507,-0.016413718
14,-0.079722695,0.08197548,-0.074311204,0.110990345,-0.1626344,0.027318787,-0.06816429,0.054393418,-0.06475469,0.12785576,-0.15294181,0.0346366,-0.06383434,0.06076297,-0.049177077,0.13660575,-0.1384253,0.021826018,-0.050910063,0.104682274,-0.031016894,0.14887787,-0.1322283,0.0055720657,-0.035413586,0.108552374,-0.02333924,0.14849165,-0.12826563,0.00987894,-0.02819833,0.10603177,-0.014145643,0.13951863,-0.12515552,-0.016792564
15,-0.079163514,0.07893168,-0.073928736,0.11101239,-0.16142648,0.028651206,-0.067948036,0.051319275,-0.06439735,0.1281484,-0.1513509,0.036515996,-0.063777156,0.058313716,-0.048508044,0.13636318,-0.13628623,0.023163421,-0.05053622,0.105170295,-0.029546564,0.1481727,-0.13010693,0.0050750333,-0.03419091,0.11028647,-0.021688145,0.14796393,-0.12679492,0.009636689,-0.026665043,0.10780453,-0.011735137,0.13871576,-0.12495803,-0.018759044
16,-0.079910904,0.07515371,-0.07398834,0.11248777,-0.16110213,0.030895004,-0.06840616,0.052015215,-0.06442678,0.12972534,-0.15051708,0.038122427,-0.0642909,0.05763064,-0.049028754,0.13810463,-0.1349057,0.025716932,-0.051638413,0.10355137,-0.030405957,0.14977595,-0.12748826,0.007409525,-0.03576061,0.110659674,-0.023565613,0.14934021,-0.12402418,0.010459185,-0.029135754,0.108243115,-0.013414723,0.13893163,-0.12259437,-0.019170258
17,-0.079997845,0.07163127,-0.072827004,0.113626994,-0.16183361,0.029534895,-0.06746626,0.05603524,-0.0627748,0.13134858,-0.15169263,0.034251645,-0.062917165,0.05914515,-0.048050415,0.14134358,-0.13554336,0.02338656,-0.051329635,0.10113542,-0.030637031,0.15319377,-0.12558858,0.008231226,-0.037026588,0.10979476,-0.02555974,0.15240383,-0.12133215,0.0129865045,-0.03208738,0.10658098,-0.015888479,0.14124417,-0.117959335,-0.016728163
18,-0.0826068,0.078671694,-0.0747602,0.11301746,-0.15939654,0.028249761,-0.069489285,0.05832763,-0.065586925,0.13121675,-0.149456,0.036604617,-0.0659106,0.057584487,-0.05099094,0.13994397,-0.13299274,0.025426181,-0.05423646,0.103178926,-0.033377524,0.1513274,-0.123672456,0.008656512,-0.03948804,0.11206075,-0.029153435,0.15084179,-0.120666735,0.0148098,-0.035269752,0.108362354,-0.019256283,0.13909864,-0.116871856,-0.015580073
