Epoch,Layer0_theta_1,Layer0_r,Layer0_theta_2,Layer0_bx,Layer0_bp,Layer0_gamma,Layer1_theta_1,Layer1_r,Layer1_theta_2,Layer1_bx,Layer1_bp,Layer1_gamma,Layer2_theta_1,Layer2_r,Layer2_theta_2,Layer2_bx,Layer2_bp,Layer2_gamma,Layer3_theta_1,Layer3_r,Layer3_theta_2,Layer3_bx,Layer3_bp,Layer3_gamma,Layer4_theta_1,Layer4_r,Layer4_theta_2,Layer4_bx,Layer4_bp,Layer4_gamma,Layer5_theta_1,Layer5_r,Layer5_theta_2,Layer5_bx,Layer5_bp,Layer5_gamma
1,0.06340648,0.07472584,0.06319346,0.03009183,-0.05103516,0.066318385,0.06316367,0.0762603,0.06341292,0.035712235,-0.050950628,0.065963656,0.06333549,0.06993935,0.06397844,0.039551068,-0.050801225,0.06578674,0.06395509,0.06821795,0.06423091,0.041941963,-0.05061093,0.065815926,0.064267136,0.0683919,0.0641435,0.043428104,-0.05032866,0.06605004,0.06423866,0.07050183,0.06386379,0.044313844,-0.049347308,0.066455856
2,0.03554686,0.14790638,0.035620756,0.032721926,-0.10730623,0.03786129,0.035622533,0.12064045,0.037410617,0.05581708,-0.10806046,0.037446715,0.03726331,0.05220376,0.039902583,0.073845886,-0.1081801,0.037213765,0.03985501,0.04547414,0.040816393,0.08494466,-0.107972234,0.03723515,0.040885877,0.047120113,0.04002423,0.091471925,-0.107412264,0.037529264,0.040208556,0.065164916,0.038215376,0.09495204,-0.10533049,0.038168676
3,0.051847387,0.20346293,0.050114878,0.02650383,-0.1135983,0.049022023,0.050211743,0.17267248,0.048631996,0.050811466,-0.11744147,0.048407216,0.048174046,0.068582065,0.051496666,0.07203457,-0.11897135,0.04784528,0.050972033,0.05985617,0.052273214,0.08567227,-0.1198693,0.047358572,0.051642038,0.06345356,0.050716277,0.0933894,-0.12053461,0.046832222,0.049956735,0.094672106,0.04870121,0.09690486,-0.12162866,0.046297997
4,0.04622645,0.2444813,0.047979303,0.022404313,-0.07905377,0.03461344,0.04848743,0.19955388,0.04906934,0.034080647,-0.08875542,0.038632587,0.048505265,0.07317326,0.05267043,0.04974076,-0.09239207,0.03842534,0.051615592,0.063328646,0.052621372,0.060941458,-0.09479833,0.035425186,0.05083298,0.07207143,0.048542563,0.06686202,-0.09694793,0.029849445,0.045915086,0.1193398,0.042454403,0.06843439,-0.10179687,0.025491789
5,0.055420008,0.27341026,0.05460885,0.027395112,-0.07013674,0.032466404,0.055455416,0.2242123,0.05649733,0.034370355,-0.08087558,0.03572705,0.056120664,0.083518445,0.06113489,0.04729809,-0.08479388,0.036159903,0.060109068,0.07188272,0.061531473,0.056919698,-0.08724372,0.032666963,0.059519544,0.08239642,0.057358913,0.061809685,-0.08926552,0.026444472,0.054217722,0.13734931,0.05157867,0.062793136,-0.09426489,0.0267738
6,0.052960157,0.2913307,0.053715635,0.03706842,-0.08225065,0.016199818,0.054683626,0.2367534,0.05783794,0.046615146,-0.090549976,0.025051022,0.057732172,0.087461635,0.06372836,0.059898805,-0.09339823,0.027141757,0.063034154,0.07415102,0.065022655,0.069231786,-0.09475068,0.02405619,0.06339476,0.08509472,0.061538234,0.07407475,-0.09529402,0.017700274,0.058832992,0.14325742,0.0567746,0.075795166,-0.09688027,0.019018054
7,0.056522325,0.30366856,0.056436926,0.04347603,-0.09289493,0.0054397173,0.05744665,0.24765562,0.06132253,0.05550757,-0.099193595,0.018230928,0.06138234,0.092781514,0.06804511,0.06936654,-0.1012455,0.02155879,0.06758008,0.07811673,0.07013065,0.078667834,-0.101849005,0.019013919,0.06880202,0.0887918,0.067525305,0.08359109,-0.1014363,0.012955742,0.065192126,0.1479156,0.06435953,0.08590733,-0.10086474,0.015126908
8,0.061369877,0.3119393,0.059843853,0.043018226,-0.089006566,-0.003823337,0.060947374,0.25590724,0.06480581,0.053792313,-0.096025094,0.01257657,0.06489755,0.09745638,0.071817435,0.066757634,-0.09839091,0.0164776,0.07131276,0.08218767,0.074048005,0.07554063,-0.09935782,0.01359139,0.07258466,0.093271956,0.07148842,0.0800941,-0.09953492,0.0064239004,0.06892469,0.15404348,0.068645105,0.0819963,-0.10106216,0.0061112167
9,0.06692803,0.31731504,0.06354854,0.042618528,-0.087115526,-0.011013456,0.06469899,0.26241976,0.068207115,0.052760355,-0.0944983,0.00838052,0.06831054,0.10161515,0.075406104,0.065265894,-0.097032964,0.012834621,0.07487587,0.085830115,0.077821955,0.07378111,-0.09818852,0.009940353,0.07628419,0.09691279,0.07548577,0.07813814,-0.09867008,0.002340154,0.072797306,0.15822692,0.07327828,0.07981586,-0.10139384,0.00077309995
10,0.07021401,0.32018745,0.06572258,0.043121334,-0.08777516,-0.01950246,0.06688681,0.26644534,0.070275664,0.053369936,-0.09502397,0.0034636746,0.07039734,0.104180954,0.07766784,0.06581041,-0.0974983,0.008593033,0.07715536,0.087965,0.080306515,0.07424352,-0.098574825,0.005877077,0.07878434,0.098865286,0.07826358,0.07855082,-0.0989304,-0.0018953586,0.075587526,0.16011973,0.07669601,0.08023352,-0.10147091,-0.004486272
