Epoch,Layer0_theta_1,Layer0_r,Layer0_theta_2,Layer0_bx,Layer0_bp,Layer0_gamma,Layer1_theta_1,Layer1_r,Layer1_theta_2,Layer1_bx,Layer1_bp,Layer1_gamma,Layer2_theta_1,Layer2_r,Layer2_theta_2,Layer2_bx,Layer2_bp,Layer2_gamma,Layer3_theta_1,Layer3_r,Layer3_theta_2,Layer3_bx,Layer3_bp,Layer3_gamma,Layer4_theta_1,Layer4_r,Layer4_theta_2,Layer4_bx,Layer4_bp,Layer4_gamma,Layer5_theta_1,Layer5_r,Layer5_theta_2,Layer5_bx,Layer5_bp,Layer5_gamma
1,0.063331366,0.07603797,0.06313265,0.06520461,-0.051940612,0.065867454,0.06303445,0.07595155,0.062894486,0.069519,-0.05001339,0.065414965,0.0628175,0.068298325,0.062759966,0.07205089,-0.049474716,0.065160386,0.06271216,0.06794566,0.06274269,0.0734416,-0.04904214,0.06510629,0.062728174,0.067647286,0.062838815,0.07416794,-0.048457466,0.06524052,0.062858276,0.06908777,0.06302997,0.074556306,-0.04626598,0.06554052
2,0.039172363,0.14835873,0.03808553,0.07810638,-0.09491491,0.04173852,0.037984587,0.11628176,0.037701204,0.09421834,-0.09473413,0.040928815,0.037684735,0.048362892,0.03780228,0.106474966,-0.09523527,0.040448494,0.037782926,0.04714806,0.037865967,0.1140531,-0.09532194,0.040191494,0.037825447,0.04739228,0.037869845,0.11825438,-0.09469516,0.04021875,0.0378005,0.05912019,0.037879936,0.12057435,-0.091157734,0.040555775
3,0.057879355,0.19560747,0.05208073,0.0770254,-0.08135811,0.059089713,0.052536126,0.15953894,0.04757922,0.08800214,-0.08503778,0.05831726,0.048037603,0.059323438,0.04730864,0.09913107,-0.08728357,0.05777798,0.047402546,0.060724556,0.047133394,0.106531106,-0.08864208,0.057027612,0.046731863,0.06331743,0.047046326,0.11071655,-0.08896718,0.056464385,0.046093084,0.084198534,0.047652736,0.1124367,-0.08725831,0.056263775
4,0.045236457,0.23399273,0.041262973,0.078526154,-0.054112602,0.039569378,0.042680044,0.17805098,0.04066565,0.079127744,-0.061458483,0.043258365,0.041832235,0.055890992,0.041732747,0.085604854,-0.06505288,0.0443319,0.0421444,0.05704902,0.0417461,0.09072745,-0.067405395,0.042909566,0.041143212,0.064145125,0.04059885,0.0938088,-0.06833879,0.03988534,0.03887281,0.0976196,0.03900154,0.09446345,-0.067435786,0.035665642
5,0.05966684,0.2603084,0.050185397,0.08643014,-0.05356752,0.046043806,0.051779248,0.20230496,0.049287625,0.08518741,-0.06060553,0.04592519,0.050701134,0.06596601,0.050936613,0.089988336,-0.06417624,0.04744633,0.05152257,0.06622497,0.051470358,0.093934484,-0.06646832,0.046126887,0.05092982,0.0741075,0.050854225,0.0962615,-0.06717397,0.04337949,0.049060583,0.11192069,0.05053824,0.09657838,-0.06548205,0.041232653
6,0.054193005,0.27988675,0.04641403,0.094255514,-0.06482037,0.029127054,0.047746513,0.21315493,0.04795828,0.09548526,-0.07001892,0.03265067,0.049307507,0.06697076,0.0503669,0.100646034,-0.07311121,0.035454065,0.050961137,0.06540694,0.051371958,0.104541466,-0.07496416,0.034226723,0.050914176,0.073792584,0.050941918,0.10676394,-0.075077154,0.030529417,0.049305495,0.11496789,0.050688155,0.107441805,-0.0716068,0.027354322
7,0.062650606,0.29421642,0.05210327,0.098008,-0.06322024,0.026866913,0.053594075,0.22707208,0.053826317,0.097971596,-0.06857289,0.031029249,0.055329002,0.07417375,0.056703385,0.10198417,-0.07170923,0.034571063,0.057405185,0.07176853,0.058152318,0.10500454,-0.073683366,0.03339175,0.057738468,0.08041363,0.058190588,0.106634565,-0.07400981,0.029169554,0.056529913,0.12353727,0.05892979,0.106881194,-0.07110633,0.025636692
8,0.06264009,0.30334002,0.052376706,0.10055767,-0.055095628,0.016757498,0.054251276,0.23377472,0.05534108,0.09754935,-0.06158573,0.025181493,0.057128552,0.076886326,0.05878795,0.099647574,-0.064975515,0.029641172,0.059672154,0.074105,0.060551047,0.10138656,-0.06727202,0.028131362,0.060186084,0.08359418,0.060665686,0.10222897,-0.06806334,0.022345915,0.05891258,0.12913196,0.061455138,0.10179142,-0.066345096,0.01563371
9,0.066712156,0.30981362,0.055216447,0.105279066,-0.055566505,0.011544243,0.057156138,0.2404118,0.058346976,0.10194386,-0.061684422,0.022445694,0.06024047,0.08049575,0.062126383,0.10314378,-0.06482901,0.027533136,0.06312125,0.07711172,0.06427345,0.104093544,-0.06693522,0.026031293,0.064011745,0.08644166,0.06485811,0.1044219,-0.06746391,0.019677652,0.063195996,0.1323146,0.066514015,0.10378847,-0.06462589,0.011664077
10,0.06780096,0.31369674,0.056099962,0.10959506,-0.057539947,0.004724349,0.058031924,0.24401481,0.059591267,0.10660163,-0.063054785,0.018633526,0.061540112,0.082172096,0.06364041,0.10724057,-0.06589522,0.024290668,0.06471542,0.07829346,0.06607753,0.107615404,-0.06775779,0.022722423,0.065912895,0.0874769,0.06699406,0.10757239,-0.067955926,0.015683196,0.06544257,0.1334543,0.069199674,0.10689216,-0.063740194,0.005953128
