Epoch,Layer0_theta_1,Layer0_r,Layer0_theta_2,Layer0_bx,Layer0_bp,Layer0_kappa,Layer1_theta_1,Layer1_r,Layer1_theta_2,Layer1_bx,Layer1_bp,Layer1_kappa,Layer2_theta_1,Layer2_r,Layer2_theta_2,Layer2_bx,Layer2_bp,Layer2_kappa,Layer3_theta_1,Layer3_r,Layer3_theta_2,Layer3_bx,Layer3_bp,Layer3_kappa,Layer4_theta_1,Layer4_r,Layer4_theta_2,Layer4_bx,Layer4_bp,Layer4_kappa,Layer5_theta_1,Layer5_r,Layer5_theta_2,Layer5_bx,Layer5_bp,Layer5_kappa
1,-0.033313956,0.04287231,-0.032453753,0.04292156,-0.042513844,0.02762192,-0.032011174,0.045178924,-0.031130638,0.04439085,-0.04361829,0.026693309,-0.030689402,0.046390656,-0.030232672,0.046301067,-0.044346217,0.026105326,-0.02989169,0.046166647,-0.030042242,0.048101753,-0.044438176,0.025860116,-0.029933136,0.044312347,-0.030448947,0.04926763,-0.044278614,0.026177518,-0.030688457,0.041976064,-0.03114364,0.04983104,-0.04426497,0.027000245
2,-0.051494528,0.054508436,-0.048731234,0.06645533,-0.07951874,0.02958297,-0.047067493,0.06553734,-0.0424913,0.06936122,-0.08262416,0.0182658,-0.040724985,0.0770307,-0.03679079,0.075557075,-0.085713744,0.008846428,-0.035295747,0.0801537,-0.033996217,0.0830987,-0.08713243,0.0059597995,-0.033430543,0.07295233,-0.034814116,0.08885014,-0.08743341,0.007946307,-0.035982504,0.06104954,-0.038226385,0.09208709,-0.087316014,0.014472782
3,-0.072830684,0.056227043,-0.07034081,0.08296547,-0.104492396,0.039430205,-0.06796907,0.06591338,-0.06218183,0.08559704,-0.10478819,0.022989545,-0.05980033,0.08842852,-0.052612726,0.09055873,-0.10761445,0.00830795,-0.050429627,0.10226256,-0.04415583,0.099261254,-0.110789835,0.002419963,-0.042823277,0.096994944,-0.04032751,0.10937176,-0.112696536,0.002654832,-0.0414717,0.080584094,-0.0431516,0.11716261,-0.112614974,0.009146804
4,-0.084878094,0.0625328,-0.08302621,0.09095574,-0.12070487,0.0431194,-0.079875104,0.063889824,-0.074683644,0.0966805,-0.11914055,0.025481788,-0.07199802,0.08748397,-0.06351911,0.10143234,-0.1200888,0.01026172,-0.061283443,0.10938119,-0.050940726,0.108445205,-0.12283097,0.001870258,-0.04930103,0.10958734,-0.04172503,0.11852656,-0.1249825,-0.00096777256,-0.04225981,0.09363532,-0.040933553,0.1281169,-0.12530836,-0.0014677821
5,-0.09210476,0.07311641,-0.09017069,0.09447202,-0.13315171,0.037755918,-0.08610594,0.06353085,-0.082265094,0.10615603,-0.1302336,0.022968821,-0.079580344,0.08182561,-0.07086746,0.11124992,-0.12707944,0.012006678,-0.06922242,0.11031276,-0.05545511,0.11463611,-0.1280546,0.0011657234,-0.054013673,0.11683909,-0.041463576,0.122744285,-0.13017614,-0.0057292916,-0.041468445,0.102778934,-0.03677757,0.13263841,-0.13091701,-0.014453515
6,-0.0977182,0.08383796,-0.0952478,0.09610926,-0.14453973,0.029157132,-0.090172045,0.06533058,-0.08773823,0.115417756,-0.14114517,0.017543307,-0.085196085,0.074997395,-0.07736078,0.122962266,-0.1329269,0.014983608,-0.07695492,0.10545685,-0.061854273,0.12323137,-0.12980407,0.008258702,-0.061809223,0.11790503,-0.04614355,0.127038,-0.13032578,-0.000576335,-0.0466768,0.10796033,-0.038941648,0.13473013,-0.1312084,-0.013792588
7,-0.10142964,0.08914137,-0.09956307,0.09655855,-0.1493092,0.027855221,-0.09395059,0.061640896,-0.09253281,0.12048708,-0.14505489,0.020454936,-0.09023148,0.06796103,-0.08198467,0.12789182,-0.13390797,0.019700143,-0.08220055,0.10390149,-0.06471833,0.12647188,-0.12948751,0.010750572,-0.06520758,0.12011331,-0.046760526,0.1278101,-0.12962703,-0.00068893837,-0.047143515,0.114039324,-0.036354743,0.13331525,-0.13240843,-0.020101784
8,-0.10362914,0.084916994,-0.10276152,0.09677615,-0.15110882,0.031073598,-0.096899584,0.056284238,-0.095174946,0.122753575,-0.14659214,0.022497164,-0.09296539,0.064993,-0.0833745,0.1309196,-0.13448727,0.018331748,-0.083989814,0.10412944,-0.06469,0.13098769,-0.12889254,0.00986974,-0.06616371,0.12080746,-0.04577501,0.13050988,-0.12652457,9.119563e-05,-0.046975095,0.118229754,-0.033216294,0.13382968,-0.12887646,-0.023119671
9,-0.10526049,0.08067847,-0.10482098,0.09621763,-0.15110281,0.031486392,-0.098777525,0.052855507,-0.096592516,0.12389708,-0.14684804,0.02101846,-0.09447605,0.0637826,-0.08373603,0.13307823,-0.1340218,0.013678113,-0.08476937,0.10475382,-0.06434376,0.1348055,-0.12730372,0.0073682405,-0.0668319,0.1207995,-0.04522374,0.13301674,-0.122865744,0.00040714556,-0.047349326,0.12023275,-0.031407174,0.1349231,-0.12325828,-0.024344958
10,-0.10769418,0.07915264,-0.10724995,0.09499846,-0.15053448,0.030406686,-0.10095717,0.050894674,-0.098546326,0.12476568,-0.14642927,0.01938018,-0.096558735,0.06281096,-0.08507176,0.13450041,-0.13256983,0.009891257,-0.08652421,0.10567997,-0.06556845,0.13720095,-0.12473461,0.005898255,-0.068903185,0.121010035,-0.046962064,0.13399686,-0.1189677,0.0023025875,-0.04969665,0.12217442,-0.03230749,0.1345436,-0.1172228,-0.023260837
11,-0.1101278,0.080877975,-0.10976583,0.093519464,-0.14851148,0.029411428,-0.10331416,0.048260722,-0.10109786,0.12514704,-0.14403734,0.02067501,-0.09937719,0.060404792,-0.087232456,0.13382304,-0.1291944,0.00944898,-0.088956185,0.107619,-0.06699076,0.13614823,-0.121459916,0.003972236,-0.070505604,0.12294602,-0.048250798,0.13218217,-0.11634035,0.0016169288,-0.050771356,0.12522726,-0.032405447,0.13195746,-0.114026606,-0.025563613
12,-0.11318945,0.08200538,-0.1126386,0.09217792,-0.14693592,0.028783144,-0.10600979,0.046904203,-0.10391148,0.12581842,-0.14208744,0.021665132,-0.10245977,0.058536373,-0.089984044,0.1339377,-0.12595603,0.009755874,-0.092113025,0.10883675,-0.069655254,0.13573894,-0.11756775,0.0041243397,-0.073578015,0.124395356,-0.051371228,0.13065334,-0.112655625,0.0036299222,-0.05388578,0.1277553,-0.03472007,0.12968364,-0.10903347,-0.02443362
13,-0.115038045,0.07960314,-0.11422192,0.09120836,-0.14616534,0.027119847,-0.10744416,0.045679625,-0.10511959,0.12694958,-0.14099857,0.019879041,-0.103962414,0.057177525,-0.0910359,0.13542202,-0.12332976,0.0075899228,-0.09377177,0.10932571,-0.07065145,0.1370472,-0.113487974,0.0030030895,-0.075394005,0.12516534,-0.052826006,0.13072997,-0.10802056,0.0048305118,-0.055840086,0.12967807,-0.035314284,0.12900451,-0.10155701,-0.024206929
14,-0.11649406,0.07596113,-0.11563806,0.09083467,-0.1451275,0.026710294,-0.10884776,0.043405317,-0.10625072,0.12827154,-0.13915037,0.019714111,-0.10551627,0.055339616,-0.09202284,0.13664176,-0.120054625,0.0069522006,-0.09540928,0.10994204,-0.07114819,0.1378277,-0.1090217,0.0018144522,-0.076664105,0.12637149,-0.053289577,0.13048643,-0.10323399,0.004951258,-0.056758665,0.13214439,-0.03456681,0.12808923,-0.094225995,-0.02585456
15,-0.11823207,0.074439734,-0.117296,0.090590104,-0.14409316,0.026089108,-0.11051204,0.04138695,-0.107896626,0.12986791,-0.1369557,0.02070555,-0.10766199,0.052396644,-0.09378385,0.13763325,-0.11607319,0.0085211815,-0.09786531,0.11040551,-0.07222236,0.13737154,-0.10411747,0.0013860476,-0.07832207,0.12834576,-0.053830296,0.12893413,-0.098710746,0.004130319,-0.057443716,0.13541734,-0.03364161,0.12616576,-0.088359125,-0.029379286
16,-0.120499775,0.06980996,-0.11910053,0.09089861,-0.14452067,0.025476707,-0.11229102,0.041018456,-0.1092943,0.1320941,-0.1365514,0.019156376,-0.10945812,0.051521923,-0.09536032,0.14071241,-0.113703,0.007627191,-0.100274555,0.10974851,-0.07414847,0.14024585,-0.099495925,0.0023871465,-0.08140663,0.1283956,-0.05632471,0.13006695,-0.09268999,0.007226919,-0.060793195,0.13758713,-0.035001684,0.12623619,-0.0777089,-0.028788092
17,-0.122534834,0.06513105,-0.1207694,0.09147796,-0.1444811,0.024951637,-0.114026055,0.039980825,-0.11067457,0.13430151,-0.13544917,0.018218696,-0.11131955,0.05039529,-0.09689482,0.14329982,-0.11083233,0.0071093,-0.10262968,0.10970463,-0.07566085,0.14245257,-0.09490793,0.0024872075,-0.08395259,0.12903327,-0.058075424,0.13081422,-0.087149896,0.008899263,-0.06327344,0.14049645,-0.035331324,0.12588128,-0.06732878,-0.030416885
18,-0.12476138,0.062910356,-0.12271377,0.091912016,-0.1434324,0.024097128,-0.11609238,0.03857074,-0.112642124,0.13620499,-0.13308656,0.018548321,-0.11385783,0.048257742,-0.099151164,0.14471498,-0.10682072,0.008193824,-0.10566649,0.11031461,-0.07752306,0.1426638,-0.09006416,0.0022220577,-0.08653818,0.13078664,-0.059726764,0.12977846,-0.082501814,0.008870587,-0.06523756,0.14453526,-0.035385076,0.123948775,-0.059338104,-0.034525886
19,-0.12741117,0.06090179,-0.124953106,0.09265802,-0.14255399,0.023525588,-0.11848654,0.037710384,-0.11493693,0.1382323,-0.13090238,0.019092059,-0.11671185,0.046640456,-0.1017974,0.14627095,-0.10299018,0.009580297,-0.1090805,0.11116008,-0.07993535,0.14305946,-0.08542883,0.0025443428,-0.08966477,0.13263892,-0.062034197,0.12895341,-0.07803632,0.009357594,-0.067873284,0.1486962,-0.036247637,0.12224922,-0.05102083,-0.038350087
20,-0.13015774,0.05667651,-0.12713179,0.094431974,-0.14267391,0.023280377,-0.1209119,0.037360482,-0.11699724,0.14099492,-0.12963851,0.018650804,-0.11933895,0.0470426,-0.104163736,0.14904632,-0.10010457,0.009310914,-0.11226262,0.11223584,-0.08272643,0.14566815,-0.08134538,0.0033737086,-0.093421996,0.13348013,-0.06555254,0.13007353,-0.073106565,0.0122149065,-0.07207677,0.15236661,-0.038469806,0.12184633,-0.038700704,-0.04014821
21,-0.13268565,0.055402815,-0.12916401,0.0957682,-0.14316389,0.022327697,-0.123084694,0.0374029,-0.11908131,0.14360698,-0.1286932,0.018532155,-0.12192151,0.046496946,-0.10664341,0.15137918,-0.09743803,0.009919389,-0.11545583,0.11313592,-0.085618585,0.14720103,-0.0779703,0.004479317,-0.09701323,0.13459823,-0.06908495,0.13000362,-0.06987481,0.01461252,-0.0759348,0.15634811,-0.04088304,0.12028932,-0.029801507,-0.042300984
