Epoch,Layer0_theta_1,Layer0_r,Layer0_theta_2,Layer0_bx,Layer0_bp,Layer0_kappa,Layer1_theta_1,Layer1_r,Layer1_theta_2,Layer1_bx,Layer1_bp,Layer1_kappa,Layer2_theta_1,Layer2_r,Layer2_theta_2,Layer2_bx,Layer2_bp,Layer2_kappa,Layer3_theta_1,Layer3_r,Layer3_theta_2,Layer3_bx,Layer3_bp,Layer3_kappa,Layer4_theta_1,Layer4_r,Layer4_theta_2,Layer4_bx,Layer4_bp,Layer4_kappa,Layer5_theta_1,Layer5_r,Layer5_theta_2,Layer5_bx,Layer5_bp,Layer5_kappa
1,-0.034902304,0.03920535,-0.03418129,0.043829493,-0.04329488,0.03501719,-0.0337888,0.042902566,-0.032951783,0.044838157,-0.044506527,0.03200708,-0.0324873,0.04508805,-0.031967115,0.046547525,-0.04512882,0.02886239,-0.031583425,0.045110583,-0.031657353,0.048253074,-0.04504738,0.027809108,-0.031556416,0.04339055,-0.03207516,0.049330473,-0.04481941,0.029267821,-0.032403577,0.040877234,-0.03289123,0.04980868,-0.04484491,0.032106616
2,-0.03365493,0.04617929,-0.03127865,0.064145565,-0.0799155,0.036016803,-0.029671548,0.06192311,-0.025516292,0.06609162,-0.08665826,0.024034701,-0.023638126,0.07515999,-0.019990388,0.07479588,-0.08955186,0.012569617,-0.018430639,0.07347224,-0.017336454,0.08482227,-0.089786716,0.0063890307,-0.016885398,0.06175574,-0.018233065,0.091106,-0.08967641,0.00802831,-0.019645026,0.04931939,-0.021456007,0.09404474,-0.08996481,0.016826622
3,-0.05047309,0.043709077,-0.04806685,0.083258055,-0.10899087,0.052447956,-0.04588046,0.06155658,-0.0394805,0.0836707,-0.11310854,0.035200465,-0.036926292,0.09134046,-0.028863616,0.092956096,-0.115459114,0.017610883,-0.026475938,0.09774935,-0.02075582,0.10651374,-0.11683977,0.0051822294,-0.019801475,0.083105154,-0.018717976,0.116969146,-0.117548265,0.0054166615,-0.020863269,0.06451425,-0.022683512,0.12300125,-0.11704131,0.018958459
4,-0.05673454,0.046206176,-0.054532137,0.094852924,-0.12727118,0.05243001,-0.052059714,0.061366085,-0.0451706,0.09541095,-0.12954587,0.0335532,-0.04248788,0.0960104,-0.03239087,0.10537096,-0.13068315,0.014877002,-0.029931553,0.107854016,-0.020924179,0.11992068,-0.13187103,-0.0010117939,-0.01998443,0.09350026,-0.01611004,0.13161865,-0.13261835,-0.001631149,-0.018574705,0.07230575,-0.019213902,0.1390844,-0.13069627,0.012993982
5,-0.062617466,0.054128908,-0.060277864,0.10136054,-0.13858524,0.052352734,-0.057445005,0.062252063,-0.051220134,0.102705985,-0.13837089,0.035658054,-0.04847765,0.09515392,-0.03782165,0.11236359,-0.13788827,0.017011987,-0.03532245,0.11195869,-0.023879888,0.12624119,-0.13841887,-0.0016835652,-0.022782741,0.100464985,-0.01574418,0.13729669,-0.13839589,-0.0035060858,-0.017776804,0.079734094,-0.016263846,0.14522813,-0.13425577,0.0066043125
6,-0.06861669,0.063584566,-0.06578389,0.103715844,-0.14660929,0.052824814,-0.06223669,0.06546905,-0.05704,0.10720052,-0.14497381,0.039121743,-0.054057688,0.09238981,-0.04396638,0.117575265,-0.14238448,0.023751386,-0.04152498,0.1116583,-0.02870822,0.13016526,-0.14105365,0.0030732169,-0.027640738,0.10473058,-0.017912522,0.13892153,-0.14016475,-0.00084030064,-0.019301323,0.08636727,-0.0154726645,0.14647123,-0.13457367,0.003566828
7,-0.0695164,0.0734322,-0.06584427,0.10465906,-0.15424776,0.0444501,-0.061563276,0.06929808,-0.057665996,0.111440524,-0.1506966,0.03590818,-0.054779187,0.08734455,-0.045141358,0.1217001,-0.144994,0.024630522,-0.04305247,0.11068609,-0.028464561,0.13242003,-0.14235356,0.001533555,-0.02751158,0.10704121,-0.015476041,0.13976549,-0.1410726,-0.0039818566,-0.016464658,0.090364896,-0.010758133,0.1468793,-0.13490994,-0.00440225
8,-0.07181015,0.08205632,-0.06714231,0.10506768,-0.16212897,0.03814964,-0.062006593,0.07437999,-0.059301335,0.115661874,-0.15677322,0.03391121,-0.05648994,0.08254789,-0.048076186,0.12701002,-0.14747782,0.029316436,-0.046623576,0.10673302,-0.031203529,0.13575548,-0.14199871,0.006945756,-0.03091473,0.107205056,-0.017241122,0.1405265,-0.1399868,0.00024205598,-0.018281754,0.0933666,-0.010893896,0.14640574,-0.1334933,-0.0047644647
9,-0.073071964,0.08612456,-0.067916654,0.10445276,-0.16826993,0.034370195,-0.061924927,0.07663953,-0.059967704,0.11826911,-0.16168657,0.03272281,-0.057080872,0.07827509,-0.04921205,0.13067758,-0.1494903,0.03242761,-0.048196178,0.10388374,-0.03165659,0.13807657,-0.14157552,0.009943998,-0.031919375,0.107968524,-0.016474929,0.14065155,-0.13884008,0.0010887445,-0.017517844,0.096559875,-0.008410647,0.14566788,-0.13285632,-0.009154278
10,-0.07369141,0.08347281,-0.06863727,0.103823885,-0.172531,0.034418527,-0.062000368,0.07626947,-0.05982169,0.119385086,-0.16521917,0.03140305,-0.05673481,0.07683446,-0.048771825,0.13350442,-0.1517295,0.032472845,-0.048050415,0.101515666,-0.030817516,0.14121917,-0.14164388,0.0118367,-0.031852283,0.107930735,-0.014917116,0.14169943,-0.13745295,0.0021342412,-0.01638,0.09932437,-0.0055013383,0.1456805,-0.13198997,-0.012915636
11,-0.074871786,0.07696897,-0.07006064,0.10325075,-0.1754384,0.037792612,-0.06292776,0.07516113,-0.059729822,0.11949516,-0.16780595,0.030414205,-0.056333736,0.078579895,-0.04793953,0.13572411,-0.15406743,0.030864362,-0.047386672,0.10013605,-0.030055989,0.14465994,-0.14188881,0.01365185,-0.03193135,0.10789492,-0.014113937,0.14314708,-0.13581064,0.0044183014,-0.016196795,0.10157856,-0.0040882,0.14636897,-0.13098317,-0.013338457
12,-0.07543329,0.073778614,-0.07097066,0.10207521,-0.17657879,0.039223276,-0.06339246,0.07306536,-0.05978279,0.11902649,-0.16874613,0.030423502,-0.056140967,0.07870759,-0.047123786,0.13603024,-0.15474752,0.029511886,-0.04654957,0.100274526,-0.028799785,0.1457503,-0.14192714,0.013446013,-0.030973624,0.10878262,-0.012359842,0.14313333,-0.13520731,0.0037429056,-0.014501053,0.104114264,-0.001296561,0.14594221,-0.13084638,-0.017062161
13,-0.07637139,0.07313862,-0.07187225,0.10102158,-0.17744786,0.039240558,-0.06391145,0.07254325,-0.060103722,0.11877982,-0.16954263,0.030010285,-0.056284606,0.07942372,-0.046926577,0.13624796,-0.15512681,0.028242474,-0.046340864,0.10080603,-0.028595835,0.1464478,-0.14183845,0.013586537,-0.030958556,0.109461434,-0.012199898,0.1431023,-0.13488723,0.0043610223,-0.0143520385,0.105651945,-0.00063148286,0.14559042,-0.13023932,-0.017634124
