Epoch,Layer0_theta_1,Layer0_r,Layer0_theta_2,Layer0_bx,Layer0_bp,Layer0_gamma,Layer1_theta_1,Layer1_r,Layer1_theta_2,Layer1_bx,Layer1_bp,Layer1_gamma,Layer2_theta_1,Layer2_r,Layer2_theta_2,Layer2_bx,Layer2_bp,Layer2_gamma,Layer3_theta_1,Layer3_r,Layer3_theta_2,Layer3_bx,Layer3_bp,Layer3_gamma,Layer4_theta_1,Layer4_r,Layer4_theta_2,Layer4_bx,Layer4_bp,Layer4_gamma,Layer5_theta_1,Layer5_r,Layer5_theta_2,Layer5_bx,Layer5_bp,Layer5_gamma
1,0.045939445,0.050448116,0.04591396,-0.011014974,-0.019421572,-0.03753108,0.045890108,0.05038508,0.045874946,-0.010851098,-0.018849641,-0.036236864,0.045853578,0.05049518,0.04585016,-0.00934541,-0.018071555,-0.034931894,0.04583319,0.050646886,0.045839056,-0.006706344,-0.016595714,-0.033572495,0.04582725,0.05069513,0.045837924,-0.0045241807,-0.013136052,-0.032072622,0.04583518,0.050639972,0.045893613,-0.003029261,-0.013460872,-0.0003030446
2,0.09373774,0.095888704,0.09382715,-0.033234324,-0.03155418,-0.053953618,0.09367053,0.09622286,0.09379025,-0.030892804,-0.02105945,-0.04732708,0.093636185,0.09749252,0.093803555,-0.017339032,-0.011700282,-0.039947342,0.09365667,0.09811259,0.09381617,0.0012726763,-0.0019452497,-0.0325382,0.093684144,0.09779577,0.09380542,0.011745742,0.012273614,-0.025537759,0.09373902,0.09715314,0.09399178,0.016424472,-0.006928255,-0.0012123837
3,0.12206952,0.12154446,0.122422695,-0.042402122,-0.019641109,-0.043923628,0.121725336,0.12246936,0.12220739,-0.035289872,-0.0037607176,-0.035122067,0.121636,0.12516747,0.12137981,-0.008472002,0.004056201,-0.03234037,0.12081847,0.12687717,0.12075445,0.018121168,0.013377735,-0.031654414,0.120347925,0.12589034,0.12150481,0.026783027,0.03166117,-0.028802007,0.12132857,0.122929305,0.12336552,0.023519835,0.0072470163,-0.001408307
4,0.11204986,0.12967516,0.11296817,-0.05210844,-0.009531107,-0.020164877,0.11165695,0.12793848,0.112939544,-0.041767586,-0.002502318,-0.016946929,0.111920625,0.13148856,0.110881805,-0.0021237056,-0.0034836438,-0.046143446,0.10985541,0.1353787,0.10966144,0.030127343,0.016227761,-0.058453433,0.10894948,0.13056041,0.11395846,0.032174636,0.058928248,-0.05713687,0.11365712,0.120170295,0.1211723,0.010187936,0.05148122,-0.0020372984
5,0.08930748,0.1250004,0.09262126,-0.05645963,-0.0133815855,-0.010968476,0.09070387,0.11907469,0.09297997,-0.043420296,-0.017918548,-0.018452194,0.091452874,0.12534806,0.08851789,0.0027139378,-0.025200516,-0.0706383,0.0871995,0.13461372,0.086001545,0.033723332,0.005834883,-0.09069802,0.085159965,0.12735105,0.09341008,0.029101353,0.07218425,-0.09359209,0.093051024,0.10757126,0.10624872,-0.010360024,0.09136555,-0.0037410972
6,0.075831704,0.12043662,0.08277045,-0.05649747,-0.005363377,-0.0035997652,0.08058441,0.109968305,0.08498711,-0.03537927,-0.020133618,-0.018884001,0.08305849,0.11804084,0.078503355,0.021734232,-0.036479674,-0.08156262,0.07638221,0.13267599,0.073543094,0.049420238,-0.0039600115,-0.109964676,0.072217144,0.124863654,0.08286811,0.02948625,0.072822854,-0.12233899,0.08257364,0.099154636,0.1000049,-0.031203905,0.1215304,-0.0051300935
7,0.07620406,0.12112442,0.088271424,-0.0567102,0.0091232555,-0.002553678,0.0861082,0.106378034,0.09323588,-0.02328998,-0.013174452,-0.021388289,0.09101276,0.116015494,0.08475097,0.04843428,-0.03727861,-0.07840181,0.08127496,0.13716285,0.07589746,0.075360216,-0.008611776,-0.114297226,0.07351395,0.13014038,0.08531563,0.037090845,0.07466705,-0.13954863,0.08505399,0.10207178,0.10510751,-0.04879488,0.15790443,-0.0060389973
8,0.08216771,0.12216895,0.09935453,-0.058017164,0.021821331,-0.007701958,0.0972768,0.10406954,0.1070187,-0.011173475,-0.0080844145,-0.031490047,0.10458143,0.11492941,0.09671925,0.07525196,-0.036075182,-0.07312636,0.09197703,0.14408726,0.084014244,0.10130557,-0.009278609,-0.109424084,0.08052229,0.13868943,0.0930603,0.045577597,0.0787738,-0.14813213,0.092921905,0.10938251,0.11469128,-0.06380201,0.19471887,-0.0068030334
9,0.08206893,0.119715735,0.10281603,-0.062322356,0.022468867,-0.023098966,0.10054654,0.10085994,0.111906916,-0.005212642,-0.013090547,-0.053973503,0.10939078,0.113866,0.10038335,0.09140435,-0.038007557,-0.07682616,0.09502842,0.15217674,0.086100884,0.115796626,-0.008344631,-0.10692596,0.082036294,0.14564702,0.09626257,0.050561383,0.07654354,-0.15865137,0.096550584,0.11322736,0.11985111,-0.0725428,0.21477015,-0.0073526124
10,0.074973285,0.11668844,0.09789191,-0.07238806,0.014158962,-0.04681043,0.0951638,0.09882755,0.10745885,-0.00839992,-0.02504346,-0.08576971,0.1051453,0.1143221,0.095558584,0.09439164,-0.041415315,-0.08809346,0.090317324,0.16201234,0.0817743,0.11883648,-0.005412998,-0.107106484,0.077660285,0.15091197,0.09415489,0.05279553,0.0697106,-0.17119728,0.09512812,0.1135523,0.11997009,-0.073958345,0.21585481,-0.007795966
11,0.06601204,0.12147119,0.08876108,-0.078650646,0.02376188,-0.053804,0.086091615,0.10518699,0.09894277,-0.0087435795,-0.017268045,-0.09791624,0.09656474,0.12090719,0.08793304,0.10087484,-0.025247611,-0.08345898,0.08183987,0.17204258,0.07607673,0.12906347,0.019063937,-0.09469878,0.07086987,0.15451916,0.091172166,0.065536335,0.08506839,-0.16809513,0.092358775,0.111050785,0.1194482,-0.06590815,0.22008479,-0.0077619376
12,0.06445607,0.12708531,0.08784139,-0.08644966,0.030542223,-0.062177844,0.08530146,0.1109457,0.098890506,-0.010830894,-0.016763547,-0.11313255,0.096870944,0.12499816,0.08861273,0.10497742,-0.020996448,-0.08283581,0.08247995,0.18075778,0.077906474,0.13408385,0.024713235,-0.089773506,0.07256034,0.15886629,0.09491811,0.06813038,0.08850077,-0.17171317,0.096680574,0.11355154,0.12457521,-0.06985226,0.23549694,-0.0076890015
13,0.06583662,0.13117866,0.09037606,-0.093889974,0.036395293,-0.070489995,0.08803197,0.11375365,0.102589674,-0.013607481,-0.019625062,-0.12943055,0.10118606,0.12452455,0.0930521,0.10751605,-0.02370788,-0.08678779,0.087389804,0.1849767,0.08289246,0.135568,0.01979974,-0.09121456,0.07800437,0.16115412,0.101118304,0.06399059,0.083883084,-0.17943299,0.10371189,0.11671568,0.13150275,-0.079814374,0.25028342,-0.0083028525
14,0.06347259,0.13418067,0.08932049,-0.09942864,0.045242112,-0.077344865,0.087309025,0.11479893,0.10307254,-0.013714074,-0.019402198,-0.14490433,0.102210544,0.12153098,0.09456908,0.11414962,-0.02313677,-0.092048064,0.089080684,0.18596154,0.08523071,0.14166075,0.02027938,-0.09409869,0.08048156,0.16097645,0.104711354,0.06409335,0.081492476,-0.18752006,0.108097486,0.117700286,0.13603982,-0.0862096,0.26035663,-0.009419168
15,0.05855722,0.13905394,0.08520492,-0.10362575,0.05875956,-0.080760315,0.08378533,0.11728314,0.100951016,-0.012596588,-0.013313676,-0.15641752,0.100681774,0.11901028,0.0942715,0.122040644,-0.015605406,-0.09260995,0.08856285,0.1862493,0.08651778,0.14897992,0.02877028,-0.09304211,0.081425145,0.15982322,0.107225634,0.06709943,0.08586696,-0.19102664,0.111121126,0.11722651,0.13942178,-0.088216,0.2670344,-0.010266752
16,0.053079743,0.14234827,0.08046547,-0.108008005,0.06900201,-0.086719796,0.07955012,0.11769101,0.09801138,-0.013461806,-0.011247102,-0.17159732,0.098719105,0.11385805,0.093561076,0.1261778,-0.012515829,-0.09856823,0.08810598,0.18459518,0.08764315,0.15162413,0.03369268,-0.09482009,0.082457945,0.15768708,0.10931016,0.0658337,0.08635522,-0.19600427,0.113845095,0.11591765,0.14220524,-0.09150887,0.2661617,-0.010893429
17,0.049596734,0.14349735,0.07787987,-0.1150862,0.07569764,-0.094638586,0.077384524,0.116890214,0.096795626,-0.017319668,-0.012498292,-0.18792431,0.09889743,0.108334295,0.094436914,0.12749603,-0.012673076,-0.10638811,0.08955322,0.18363877,0.0900531,0.1506655,0.036098037,-0.09809874,0.084929794,0.15701976,0.11242932,0.061028667,0.08413289,-0.20289434,0.11774887,0.11589696,0.14597796,-0.096583925,0.26298764,-0.0112922555
18,0.047446735,0.14704828,0.07594897,-0.122186966,0.08673103,-0.09850331,0.07611831,0.11947251,0.09658214,-0.020633781,-0.007433355,-0.19687857,0.099960916,0.1063355,0.096392155,0.1313904,-0.00628503,-0.105534576,0.09148219,0.18433338,0.093630984,0.15307932,0.045530297,-0.09449983,0.08805359,0.15756671,0.116711,0.060490835,0.09121236,-0.20272341,0.12238592,0.11635753,0.15077901,-0.09861047,0.2666019,-0.011419744
19,0.04489602,0.14680745,0.07357162,-0.12912135,0.095168605,-0.10417141,0.07437023,0.119979404,0.095382296,-0.023127917,-0.003913691,-0.20600006,0.10009888,0.10464334,0.09716436,0.13613547,-0.0011672191,-0.106211975,0.09226869,0.18561617,0.09616061,0.15618992,0.05473287,-0.09254545,0.09009057,0.15890996,0.12001606,0.05986932,0.09655175,-0.20423585,0.12602185,0.11748372,0.15452401,-0.10051094,0.26889396,-0.011270558
20,0.043534234,0.14403015,0.07228649,-0.13541816,0.10078914,-0.11070847,0.07351457,0.11892199,0.094469674,-0.025062703,-0.0038255302,-0.21703504,0.10049726,0.10149121,0.09748746,0.14084628,-0.00028053613,-0.112228274,0.092871636,0.18679373,0.09766198,0.15855753,0.06061741,-0.09560124,0.09128445,0.1611637,0.12212323,0.057989,0.09615055,-0.21150376,0.12877202,0.11937883,0.15761623,-0.101749495,0.26397672,-0.011409918
21,0.04249396,0.14295603,0.070763394,-0.13960116,0.10884252,-0.11299729,0.072535634,0.12002044,0.09335469,-0.024597097,-0.0012668044,-0.2240398,0.10028592,0.09885446,0.097308956,0.14751238,0.0026366746,-0.11642566,0.09265421,0.18756282,0.09892225,0.16273504,0.06935201,-0.096532844,0.091929875,0.16318347,0.12388358,0.05794595,0.09846241,-0.21650937,0.13088274,0.12097697,0.16010213,-0.100820884,0.25924918,-0.01153229
22,0.04134478,0.142517,0.06875462,-0.14679927,0.11098099,-0.118333325,0.07084496,0.12213945,0.09143076,-0.028890599,-0.0041629625,-0.23377633,0.10020431,0.096505545,0.09734356,0.14780344,9.608493e-05,-0.12264175,0.09332882,0.18890806,0.10099776,0.16055796,0.07247846,-0.09896427,0.093598984,0.16524617,0.12631641,0.052657377,0.096945986,-0.22236371,0.13359103,0.12289034,0.16280217,-0.10114938,0.24817988,-0.011302134
23,0.040913727,0.14394633,0.06664304,-0.15324649,0.11826327,-0.11907916,0.06931667,0.12785164,0.08965603,-0.030576006,-0.0010448607,-0.23777036,0.09989761,0.096594766,0.09712382,0.15250044,0.003134221,-0.12386991,0.09308388,0.1907748,0.10270781,0.16399443,0.08207551,-0.09655392,0.094513066,0.1675788,0.1284805,0.053425472,0.10221797,-0.22332734,0.13579027,0.12425992,0.1654127,-0.096707165,0.24132699,-0.011090822
24,0.04140112,0.13939424,0.06600189,-0.15960066,0.121504486,-0.12253722,0.06909637,0.12796639,0.08870325,-0.03213801,-0.0021537382,-0.24419314,0.10045943,0.09382344,0.09741299,0.1563947,0.0020578883,-0.12852938,0.0937231,0.19105461,0.10446249,0.16646302,0.086274326,-0.09881613,0.09577556,0.16960393,0.13034888,0.050061144,0.10059945,-0.22955728,0.13786042,0.12670098,0.16746527,-0.09655192,0.23176426,-0.010935314
