Epoch,Layer0_theta_1,Layer0_r,Layer0_theta_2,Layer0_bx,Layer0_bp,Layer0_gamma,Layer1_theta_1,Layer1_r,Layer1_theta_2,Layer1_bx,Layer1_bp,Layer1_gamma,Layer2_theta_1,Layer2_r,Layer2_theta_2,Layer2_bx,Layer2_bp,Layer2_gamma,Layer3_theta_1,Layer3_r,Layer3_theta_2,Layer3_bx,Layer3_bp,Layer3_gamma,Layer4_theta_1,Layer4_r,Layer4_theta_2,Layer4_bx,Layer4_bp,Layer4_gamma,Layer5_theta_1,Layer5_r,Layer5_theta_2,Layer5_bx,Layer5_bp,Layer5_gamma
1,0.04546111,0.048116535,0.045479733,-0.026359603,-0.005456648,-0.017058538,0.04548734,0.048873156,0.04549383,-0.02564768,-0.00071233243,-0.016740063,0.045498513,0.049540173,0.04550086,-0.02493725,0.0016067307,-0.016409453,0.045504604,0.050057374,0.045504652,-0.024115026,0.0029134788,-0.010282341,0.045503426,0.050403275,0.045501746,-0.023200307,0.0046046805,-0.0046885763,0.045493677,0.050594147,0.045492586,-0.022934096,0.040826887,0.00075472635
2,0.093358316,0.091054864,0.09346008,-0.05703798,0.0040305145,-0.009679412,0.093530074,0.09297862,0.09358881,-0.056006443,0.01921979,-0.0076079895,0.09365324,0.094792366,0.093660876,-0.05376136,0.02773536,-0.007832272,0.093725875,0.096311375,0.09369564,-0.05014119,0.0329987,-0.0034497706,0.09375162,0.09725769,0.09370697,-0.046263102,0.038607612,0.0003494554,0.09373822,0.09770512,0.09367993,-0.048465163,0.08439169,0.0013317579
3,0.120239645,0.11968073,0.12001161,-0.06802219,0.027898088,0.0094896685,0.12038256,0.12220939,0.12059984,-0.064539485,0.04611878,0.008575161,0.12098037,0.12490162,0.12115616,-0.058329545,0.054330524,0.00067905895,0.12151511,0.12706347,0.1216796,-0.05139979,0.059380133,-0.0011443653,0.12203287,0.12742293,0.122167565,-0.047889896,0.06581628,0.0051012095,0.12241092,0.12665775,0.122351594,-0.057759833,0.10991788,0.002210629
4,0.10960766,0.13981767,0.11019738,-0.074561425,0.02468608,0.007949535,0.11047998,0.13966328,0.111889765,-0.07165402,0.03932921,-0.0005575622,0.11198672,0.1426324,0.11260244,-0.06454563,0.043766733,-0.010987552,0.11269532,0.14505963,0.11340637,-0.057217084,0.046391346,-0.002214947,0.11348599,0.14325078,0.1152901,-0.0542912,0.048534483,0.010949542,0.115216434,0.13756083,0.11795946,-0.06281971,0.083840914,0.0028802003
5,0.084366545,0.14864564,0.08460624,-0.07854504,0.030105522,0.02302736,0.08525812,0.14589196,0.08752233,-0.07316694,0.038466506,0.005789538,0.08781824,0.1506278,0.08849951,-0.06262761,0.03459075,-0.009978235,0.088692866,0.1544699,0.08961023,-0.055548377,0.030669406,0.0055591324,0.08969873,0.14940733,0.09361407,-0.054888356,0.02517918,0.01973834,0.09342419,0.13545927,0.10024602,-0.060729966,0.04580235,0.0027660304
6,0.06785215,0.15224521,0.06835355,-0.072471425,0.046191707,0.04202781,0.07004291,0.14801602,0.07386782,-0.05983512,0.048450597,0.017620122,0.074999586,0.15410691,0.07589967,-0.046443164,0.037380934,0.00082099636,0.07661026,0.15850793,0.0767863,-0.044763412,0.026016943,0.017887618,0.077148505,0.15135252,0.08075675,-0.053197723,0.012868533,0.020539673,0.08056574,0.13273314,0.08896828,-0.06318102,0.023673503,0.0025898684
7,0.06322786,0.15596108,0.065389924,-0.066561304,0.04519723,0.035688713,0.06732905,0.15157126,0.074992016,-0.045136616,0.04436812,0.0109519595,0.07639497,0.1543478,0.079962485,-0.03327433,0.030377086,0.0013379434,0.08078746,0.15566759,0.08087385,-0.042253654,0.0154198455,0.012708372,0.08106853,0.14796452,0.08166519,-0.062380765,0.0036703614,-0.0019590026,0.08122658,0.13082175,0.08728721,-0.07807593,0.025111906,0.003005425
8,0.06549838,0.15952617,0.07123992,-0.06249724,0.03928691,0.018545728,0.073134094,0.15386477,0.08602729,-0.031913627,0.037605967,-0.001459209,0.087487824,0.15110888,0.09418146,-0.02280164,0.02416671,0.0034947852,0.09498274,0.14912362,0.09433461,-0.042871017,0.010506985,0.0094237095,0.09432728,0.14309333,0.09029114,-0.07418969,0.006634653,-0.020444904,0.08973507,0.13091981,0.091621764,-0.096531704,0.041500967,0.0042816927
9,0.06588942,0.16125788,0.075685605,-0.05486982,0.041013345,0.0045751063,0.07790088,0.15219405,0.095526285,-0.01716866,0.039458398,-0.0071542794,0.09723265,0.1448013,0.10581306,-0.009315712,0.026866768,0.0145258345,0.10673455,0.141898,0.10448976,-0.038318984,0.014343281,0.018375985,0.104479186,0.13827083,0.096531145,-0.080125235,0.015027246,-0.023352545,0.09598583,0.12891431,0.095243976,-0.10835043,0.052312683,0.0047685807
10,0.058746792,0.16012333,0.07268581,-0.048018496,0.048083406,-0.0047348654,0.075370066,0.14647642,0.09767581,-0.0030495015,0.045232736,-0.010488206,0.09973917,0.13533714,0.10914424,0.0057931743,0.032678846,0.028672844,0.11028993,0.13428792,0.1056236,-0.030791705,0.01639191,0.03599768,0.10568167,0.13368316,0.095116265,-0.08263943,0.010347169,-0.020202631,0.09442813,0.12298325,0.09359849,-0.11496432,0.041622505,0.005007307
