Epoch,Layer0_theta_1,Layer0_r,Layer0_theta_2,Layer0_bx,Layer0_bp,Layer0_kappa,Layer1_theta_1,Layer1_r,Layer1_theta_2,Layer1_bx,Layer1_bp,Layer1_kappa
1,-0.060075045,0.0015817076,-0.060075052,0.054387614,-0.069315225,0.049165934,-0.058485508,0.0015817076,-0.058485508,0.07559006,-0.06454866,0.049523093
2,-0.09188124,0.0015817076,-0.091881245,0.035547737,-0.14367586,0.028326487,-0.08326446,0.0015817076,-0.08326445,0.14192528,-0.13246393,0.030571802
3,-0.15448819,0.0015817076,-0.15448819,0.029432256,-0.20895463,0.03121433,-0.1424611,0.0015817076,-0.14246109,0.20085077,-0.1848432,0.033240795
4,-0.21055582,0.0015817076,-0.21055582,0.033956848,-0.24955542,0.013548401,-0.19757761,0.0015817076,-0.1975776,0.23979191,-0.21453471,0.0167762
5,-0.2605871,0.0015817076,-0.2605871,0.041870806,-0.25996724,0.015275758,-0.24794376,0.0015817076,-0.24794374,0.25332147,-0.22273725,0.019839296
6,-0.28557134,0.0015817076,-0.28557137,0.054260608,-0.23983046,0.012542157,-0.27367258,0.0015817076,-0.27367255,0.24594072,-0.21023314,0.01677892
7,-0.31852925,0.0015817076,-0.31852928,0.06148773,-0.22750357,0.0065919906,-0.3070928,0.0015817076,-0.30709276,0.2407232,-0.20267962,0.0105901
8,-0.35232812,0.0015817076,-0.35232818,0.067481026,-0.22305615,0.00021416706,-0.3412624,0.0015817076,-0.34126237,0.24117677,-0.1988989,0.0041017793
9,-0.37883535,0.0015817076,-0.3788354,0.07783047,-0.22939892,-0.0035801306,-0.36852166,0.0015817076,-0.36852163,0.25364977,-0.19820364,0.0020147369
10,-0.39463466,0.0015817076,-0.39463472,0.08863455,-0.2380924,-0.008916416,-0.38519368,0.0015817076,-0.38519362,0.26853204,-0.19831681,0.0028948316
11,-0.4010817,0.0015817076,-0.40108177,0.09452283,-0.2426861,-0.012719524,-0.39214432,0.0015817076,-0.39214426,0.2765645,-0.19840628,0.003518245
12,-0.4015367,0.0015817076,-0.40153676,0.09456047,-0.24214153,-0.011281387,-0.39261112,0.0015817076,-0.39261106,0.27614588,-0.19801806,0.0066864607
13,-0.39408678,0.0015817076,-0.39408684,0.089597225,-0.23715153,-0.012116591,-0.38477898,0.0015817076,-0.38477892,0.26852772,-0.1960522,0.0060550463
14,-0.3936248,0.0015817076,-0.3936249,0.08827758,-0.23447599,-0.013619549,-0.38425806,0.0015817076,-0.384258,0.26566544,-0.19534281,0.0044417395
15,-0.39838567,0.0015817076,-0.39838576,0.08907487,-0.23390347,-0.012098001,-0.389101,0.0015817076,-0.38910094,0.26615658,-0.19513763,0.0060499823
16,-0.39759305,0.0015817076,-0.39759314,0.08996544,-0.2339084,-0.012892158,-0.38842583,0.0015817076,-0.38842577,0.26697025,-0.19495986,0.0059420043
17,-0.3970737,0.0015817076,-0.39707378,0.090566985,-0.2339425,-0.014231026,-0.3879846,0.0015817076,-0.38798454,0.26752213,-0.19491488,0.0052420907
18,-0.39843702,0.0015817076,-0.3984371,0.09123612,-0.2337256,-0.013421446,-0.38942897,0.0015817076,-0.3894289,0.26798433,-0.19506283,0.0058540567
19,-0.40186283,0.0015817076,-0.40186292,0.09277617,-0.2335984,-0.013290264,-0.39302266,0.0015817076,-0.3930226,0.2692976,-0.19545239,0.005699544
20,-0.4029281,0.0015817076,-0.4029282,0.09357667,-0.23324281,-0.014282277,-0.39419314,0.0015817076,-0.39419308,0.26981404,-0.19552377,0.004860268
21,-0.4022321,0.0015817076,-0.4022322,0.09418092,-0.23261847,-0.014360992,-0.39360407,0.0015817076,-0.393604,0.26987037,-0.19571237,0.0054539777
22,-0.4003871,0.0015817076,-0.4003872,0.09427797,-0.23177661,-0.014165401,-0.3918227,0.0015817076,-0.39182264,0.26929015,-0.19586405,0.0059029185
23,-0.39875636,0.0015817076,-0.39875644,0.093873814,-0.23077515,-0.013962536,-0.390199,0.0015817076,-0.39019895,0.26818672,-0.19590627,0.0058673224
24,-0.3980238,0.0015817076,-0.3980239,0.093015045,-0.22974534,-0.012969894,-0.38941166,0.0015817076,-0.3894116,0.26672482,-0.19579896,0.006104544
25,-0.39716327,0.0015817076,-0.39716336,0.0926726,-0.22937877,-0.012938932,-0.38853225,0.0015817076,-0.3885322,0.26619393,-0.1955949,0.006205291
26,-0.3968953,0.0015817076,-0.39689538,0.09297214,-0.22950046,-0.013632036,-0.38829768,0.0015817076,-0.38829762,0.26653695,-0.19557416,0.00560495
27,-0.39441454,0.0015817076,-0.39441463,0.09335439,-0.22959486,-0.013373997,-0.38588014,0.0015817076,-0.38588008,0.2668975,-0.19544972,0.005641637
28,-0.3944129,0.0015817076,-0.394413,0.094068065,-0.2297881,-0.013174039,-0.38595662,0.0015817076,-0.38595656,0.26765314,-0.19550337,0.005621994
29,-0.39686853,0.0015817076,-0.39686862,0.09355928,-0.2292354,-0.013292635,-0.38835347,0.0015817076,-0.3883534,0.26695758,-0.19533971,0.0052411985
30,-0.39675993,0.0015817076,-0.39676002,0.09259563,-0.22858424,-0.014440026,-0.38815722,0.0015817076,-0.38815716,0.26582214,-0.19474865,0.0044998694
31,-0.39912575,0.0015817076,-0.39912584,0.09418818,-0.22939792,-0.013826156,-0.3906594,0.0015817076,-0.39065933,0.26785615,-0.19481383,0.0055552125
32,-0.40016937,0.0015817076,-0.40016946,0.09578636,-0.23000336,-0.014168113,-0.3918602,0.0015817076,-0.39186013,0.26964927,-0.19509237,0.0054948484
33,-0.3994726,0.0015817076,-0.39947268,0.095924035,-0.22943729,-0.014202249,-0.3912102,0.0015817076,-0.39121014,0.26933008,-0.19521713,0.0052193543
34,-0.39727885,0.0015817076,-0.39727893,0.09503318,-0.22794229,-0.015014048,-0.3889929,0.0015817076,-0.38899285,0.26749802,-0.1950339,0.0044236216
35,-0.395293,0.0015817076,-0.3952931,0.09533086,-0.22646268,-0.01377687,-0.3871235,0.0015817076,-0.38712344,0.26683718,-0.19447634,0.0055392715
36,-0.38850686,0.0015817076,-0.38850695,0.092625566,-0.22348602,-0.0110947965,-0.38020775,0.0015817076,-0.3802077,0.26284045,-0.19199364,0.00815145
37,-0.38832304,0.0015817076,-0.38832313,0.08963479,-0.2210794,-0.013416021,-0.37978247,0.0015817076,-0.3797824,0.25924376,-0.1893244,0.005829034
38,-0.38940674,0.0015817076,-0.38940683,0.08915395,-0.22137775,-0.013087492,-0.38079095,0.0015817076,-0.3807909,0.2598261,-0.18640421,0.006146186
39,-0.38872713,0.0015817076,-0.3887272,0.09178983,-0.22406161,-0.010835089,-0.38030624,0.0015817076,-0.38030618,0.26462495,-0.1840359,0.008378057
40,-0.39063415,0.0015817076,-0.3906342,0.09145806,-0.22432742,-0.013280861,-0.3821488,0.0015817076,-0.38214874,0.2652327,-0.18171905,0.005954415
41,-0.3924838,0.0015817076,-0.39248386,0.091767244,-0.22446336,-0.014278683,-0.38401064,0.0015817076,-0.38401058,0.26606447,-0.18022412,0.005427428
42,-0.40315893,0.0015817076,-0.403159,0.094011515,-0.22559711,-0.012894124,-0.39479348,0.0015817076,-0.39479342,0.26929063,-0.17975011,0.007099285
