Epoch,Layer0_theta_1,Layer0_r,Layer0_theta_2,Layer0_bx,Layer0_bp,Layer0_kappa,Layer1_theta_1,Layer1_r,Layer1_theta_2,Layer1_bx,Layer1_bp,Layer1_kappa
1,-0.055838235,0.0015817076,-0.055838227,0.043082874,-0.041137096,0.060496707,-0.055457123,0.0015817076,-0.055457126,0.0659752,-0.037679374,0.060496707
2,-0.059864964,0.0015817076,-0.059864942,0.027538357,-0.11044917,0.03342593,-0.056442786,0.0015817076,-0.0564428,0.13356987,-0.092501245,0.03203307
3,-0.108413234,0.0015817076,-0.1084132,0.014257756,-0.17751579,0.043629475,-0.10251579,0.0015817076,-0.10251581,0.19977829,-0.1450376,0.039435204
4,-0.13793997,0.0015817076,-0.13793993,0.020144457,-0.22036223,0.031014558,-0.13199134,0.0015817076,-0.13199137,0.24758841,-0.17491718,0.024912953
5,-0.18742272,0.0015817076,-0.18742268,0.034831777,-0.24368685,0.03436522,-0.18324916,0.0015817076,-0.18324919,0.2763648,-0.18753795,0.027476016
6,-0.21197236,0.0015817076,-0.21197231,0.0565879,-0.23612513,0.019569492,-0.2104418,0.0015817076,-0.21044181,0.28082,-0.18181849,0.012339611
7,-0.25441855,0.0015817076,-0.2544185,0.07344404,-0.22428495,0.018288758,-0.25471,0.0015817076,-0.25471002,0.27759594,-0.17461169,0.010915695
8,-0.29719442,0.0015817076,-0.29719436,0.084701456,-0.21256755,0.015804712,-0.29882434,0.0015817076,-0.29882437,0.27180335,-0.16867255,0.008114727
9,-0.32768604,0.0015817076,-0.32768598,0.09224375,-0.19804326,0.009258846,-0.3304901,0.0015817076,-0.33049014,0.2628489,-0.16264729,0.0019387665
10,-0.35378256,0.0015817076,-0.3537825,0.1001634,-0.19575633,0.004221598,-0.35734567,0.0015817076,-0.3573457,0.26526856,-0.1598892,0.001802799
11,-0.37382635,0.0015817076,-0.3738263,0.107718065,-0.1981653,-0.0011229453,-0.37793764,0.0015817076,-0.37793767,0.27199802,-0.15839249,0.0012903735
12,-0.38870543,0.0015817076,-0.38870537,0.113831446,-0.20117462,-0.0059639863,-0.39321765,0.0015817076,-0.39321768,0.27865976,-0.15743542,-0.00060305215
13,-0.39573243,0.0015817076,-0.39573237,0.11723547,-0.20269434,-0.008948035,-0.40048018,0.0015817076,-0.4004802,0.28235084,-0.15683058,-0.0010263762
14,-0.39805043,0.0015817076,-0.39805037,0.11932745,-0.20299728,-0.010665368,-0.40298426,0.0015817076,-0.4029843,0.2842265,-0.15646192,-0.0010200532
15,-0.39870167,0.0015817076,-0.3987016,0.12034459,-0.201816,-0.0089677,-0.40379778,0.0015817076,-0.4037978,0.2842648,-0.1562078,0.0021484953
16,-0.39639544,0.0015817076,-0.3963954,0.11979415,-0.19980486,-0.010920779,-0.40155146,0.0015817076,-0.40155149,0.2824369,-0.15592714,0.0008000279
17,-0.39557105,0.0015817076,-0.395571,0.11905683,-0.19768026,-0.010719948,-0.40076846,0.0015817076,-0.4007685,0.2803961,-0.15578341,0.0011436618
18,-0.39190918,0.0015817076,-0.39190912,0.11870402,-0.1962665,-0.011253478,-0.3971605,0.0015817076,-0.39716053,0.27909163,-0.15569162,0.0017028276
19,-0.38946274,0.0015817076,-0.38946268,0.11825291,-0.19506122,-0.011326484,-0.3947426,0.0015817076,-0.39474264,0.2778685,-0.15563463,0.0027213946
20,-0.38964942,0.0015817076,-0.38964936,0.117611535,-0.19398865,-0.011401913,-0.39492163,0.0015817076,-0.39492166,0.2766349,-0.15556534,0.0029076233
21,-0.39077908,0.0015817076,-0.39077902,0.117241904,-0.19333953,-0.010613367,-0.39604422,0.0015817076,-0.39604425,0.27593234,-0.15551129,0.0038130016
22,-0.39043885,0.0015817076,-0.3904388,0.11818275,-0.1935364,-0.011813951,-0.39578554,0.0015817076,-0.39578557,0.27683103,-0.15563275,0.002753113
23,-0.39016193,0.0015817076,-0.39016187,0.12060058,-0.19429444,-0.011337877,-0.39570254,0.0015817076,-0.39570257,0.27930352,-0.15600152,0.0034091626
24,-0.38975284,0.0015817076,-0.38975278,0.12017503,-0.19307569,-0.011897547,-0.39531824,0.0015817076,-0.39531827,0.2781317,-0.15594819,0.0026666068
25,-0.38854778,0.0015817076,-0.38854772,0.11884462,-0.19137837,-0.009482872,-0.39407977,0.0015817076,-0.3940798,0.27590507,-0.15567859,0.0048373654
26,-0.39397073,0.0015817076,-0.39397067,0.12016554,-0.19133325,-0.011983376,-0.39960557,0.0015817076,-0.3996056,0.27710924,-0.15587635,0.0016725104
27,-0.40049067,0.0015817076,-0.4004906,0.12217053,-0.19180918,-0.010878583,-0.40626016,0.0015817076,-0.4062602,0.2792772,-0.15598644,0.0018648801
28,-0.39928478,0.0015817076,-0.39928472,0.12564275,-0.19272032,-0.010286405,-0.40533653,0.0015817076,-0.40533656,0.2827763,-0.156128,0.0025078375
29,-0.3952065,0.0015817076,-0.39520645,0.12722911,-0.19153288,-0.011202609,-0.40148774,0.0015817076,-0.4014878,0.2832785,-0.15598972,0.0016840885
30,-0.39343798,0.0015817076,-0.39343792,0.12626813,-0.18898115,-0.010899229,-0.39977628,0.0015817076,-0.39977634,0.28078097,-0.15578505,0.0012396609
31,-0.39358228,0.0015817076,-0.39358222,0.12524343,-0.18671302,-0.0113280965,-0.39994773,0.0015817076,-0.3999478,0.2784656,-0.1556053,0.00018570502
32,-0.40198272,0.0015817076,-0.40198267,0.12745278,-0.18658309,-0.009274379,-0.40851548,0.0015817076,-0.40851554,0.28048924,-0.15544383,0.0018414635
33,-0.39748752,0.0015817076,-0.39748746,0.12774664,-0.18569309,-0.011718859,-0.40411374,0.0015817076,-0.4041138,0.2801449,-0.1550844,-0.0007963552
34,-0.39676172,0.0015817076,-0.39676166,0.13076395,-0.18527576,-0.010885512,-0.4036794,0.0015817076,-0.40367946,0.282525,-0.15456855,0.0003106451
35,-0.3925159,0.0015817076,-0.39251584,0.1299417,-0.18241975,-0.008525725,-0.39953703,0.0015817076,-0.3995371,0.28000098,-0.15393688,0.0027688376
36,-0.39181575,0.0015817076,-0.3918157,0.13120583,-0.18096854,-0.010746077,-0.39902425,0.0015817076,-0.3990243,0.2801908,-0.15357317,0.00062094093
37,-0.39107963,0.0015817076,-0.39107957,0.13335206,-0.18008563,-0.010464984,-0.39852,0.0015817076,-0.39852005,0.28149083,-0.15324982,0.00092161144
38,-0.3904362,0.0015817076,-0.39043614,0.13504876,-0.17894481,-0.0083646905,-0.39808285,0.0015817076,-0.3980829,0.2822387,-0.15292276,0.003013479
39,-0.39263138,0.0015817076,-0.39263132,0.1351985,-0.17649347,-0.0106602395,-0.40041414,0.0015817076,-0.4004142,0.28088382,-0.15254116,0.0007410756
40,-0.39121974,0.0015817076,-0.39121965,0.13465858,-0.17409259,-0.010425122,-0.39909622,0.0015817076,-0.39909628,0.27890286,-0.15225396,0.00097592117
