Epoch,Layer0_theta_1,Layer0_r,Layer0_theta_2,Layer0_bx,Layer0_bp,Layer0_kappa,Layer1_theta_1,Layer1_r,Layer1_theta_2,Layer1_bx,Layer1_bp,Layer1_kappa
1,-0.06579094,0.0015817076,-0.06579094,0.05698204,-0.07179462,0.060496707,-0.06534119,0.0015817076,-0.06534119,0.07684463,-0.06626208,0.060496707
2,-0.061772946,0.0015817076,-0.061772946,0.058728527,-0.14485522,0.034072615,-0.05839715,0.0015817076,-0.058397148,0.14017108,-0.1263454,0.032049324
3,-0.09964124,0.0015817076,-0.09964124,0.058461223,-0.21423645,0.048167925,-0.09435319,0.0015817076,-0.094353184,0.20050776,-0.18431501,0.042922072
4,-0.11740929,0.0015817076,-0.11740929,0.06998579,-0.25532,0.03571998,-0.1116077,0.0015817076,-0.11160769,0.24236545,-0.21548901,0.029396186
5,-0.14792775,0.0015817076,-0.14792775,0.080510534,-0.27341193,0.029712642,-0.14385411,0.0015817076,-0.1438541,0.26006377,-0.22814414,0.022929009
6,-0.19141679,0.0015817076,-0.19141679,0.09923498,-0.2705241,0.028490154,-0.19120124,0.0015817076,-0.19120121,0.26264113,-0.22394669,0.021531146
7,-0.23157442,0.0015817076,-0.23157442,0.119921334,-0.24518672,0.020298714,-0.23647732,0.0015817076,-0.23647729,0.24923949,-0.20673789,0.013437374
8,-0.2740979,0.0015817076,-0.2740979,0.13240741,-0.22907601,0.013350052,-0.2821161,0.0015817076,-0.28211606,0.23975444,-0.19677,0.005839343
9,-0.31950873,0.0015817076,-0.31950873,0.13825108,-0.21335572,0.012048486,-0.32956362,0.0015817076,-0.3295636,0.22829759,-0.18966785,0.003455563
10,-0.34447372,0.0015817076,-0.34447372,0.14373472,-0.21185891,0.00270554,-0.35544878,0.0015817076,-0.35544875,0.22889912,-0.18691523,0.0016030066
11,-0.3643536,0.0015817076,-0.3643536,0.14846201,-0.21403635,-0.004034528,-0.37587175,0.0015817076,-0.37587172,0.23265064,-0.18584034,0.0018486425
12,-0.3794563,0.0015817076,-0.3794563,0.15150197,-0.21612546,-0.008437873,-0.39128858,0.0015817076,-0.39128855,0.23577851,-0.18534444,0.0017940596
13,-0.38841444,0.0015817076,-0.38841444,0.15244159,-0.21660239,-0.010603409,-0.40038234,0.0015817076,-0.4003823,0.23662405,-0.18505433,0.0017196988
14,-0.3916496,0.0015817076,-0.3916496,0.15324828,-0.21690057,-0.011666867,-0.4037122,0.0015817076,-0.40371218,0.23734699,-0.18490407,0.0016890434
15,-0.39147064,0.0015817076,-0.39147064,0.1534852,-0.21668263,-0.0119354455,-0.40357488,0.0015817076,-0.40357485,0.23733565,-0.18477795,0.0016922079
16,-0.39169306,0.0015817076,-0.39169306,0.15379336,-0.21631305,-0.011795266,-0.40385926,0.0015817076,-0.40385923,0.23733766,-0.18473473,0.0014867657
17,-0.390861,0.0015817076,-0.390861,0.15488306,-0.2162386,-0.011913622,-0.40315244,0.0015817076,-0.4031524,0.2381142,-0.18481289,0.0015431163
18,-0.3905889,0.0015817076,-0.3905889,0.1553496,-0.21580787,-0.011619561,-0.4029614,0.0015817076,-0.40296137,0.23821257,-0.18485612,0.0012152378
19,-0.3905815,0.0015817076,-0.3905815,0.154525,-0.21470916,-0.010276484,-0.40293384,0.0015817076,-0.4029338,0.23692189,-0.1847691,0.0016865811
20,-0.38971913,0.0015817076,-0.38971913,0.15374023,-0.2138495,-0.010695413,-0.40203482,0.0015817076,-0.4020348,0.23578681,-0.18466641,0.0009649405
