Epoch,Layer0_theta_1,Layer0_r,Layer0_theta_2,Layer0_bx,Layer0_bp,Layer0_kappa,Layer1_theta_1,Layer1_r,Layer1_theta_2,Layer1_bx,Layer1_bp,Layer1_kappa
1,-0.069627546,0.0015817076,-0.069627546,0.04793992,-0.070584014,0.060496707,-0.06958619,0.0015817076,-0.06958618,0.07280378,-0.06482381,0.060496707
2,-0.079259954,0.0015817076,-0.07925995,0.04509429,-0.13951735,0.031308323,-0.07756876,0.0015817076,-0.07756873,0.1355023,-0.1230987,0.031308323
3,-0.12722136,0.0015817076,-0.12722133,0.042804293,-0.2046189,0.034351822,-0.12408262,0.0015817076,-0.12408259,0.19328623,-0.17626311,0.034621242
4,-0.1771055,0.0015817076,-0.17710546,0.05229091,-0.2548818,0.02030135,-0.17439727,0.0015817076,-0.17439725,0.24003415,-0.21329291,0.025292793
5,-0.23247363,0.0015817076,-0.23247357,0.0659934,-0.2666054,0.012201892,-0.23180185,0.0015817076,-0.23180184,0.2569552,-0.21986468,0.023345593
6,-0.28039366,0.0015817076,-0.2803936,0.0743613,-0.25485963,0.0025477137,-0.28139997,0.0015817076,-0.28139994,0.25378972,-0.21035267,0.017110156
7,-0.326357,0.0015817076,-0.32635695,0.07917523,-0.23919202,-0.002965136,-0.32857183,0.0015817076,-0.32857177,0.24673197,-0.19748656,0.012780647
8,-0.36302164,0.0015817076,-0.36302155,0.07930224,-0.22517999,-0.00651379,-0.36570334,0.0015817076,-0.36570328,0.23831894,-0.1862165,0.009562228
9,-0.38241002,0.0015817076,-0.38240993,0.08324578,-0.2210813,-0.0129526,-0.38569483,0.0015817076,-0.38569477,0.2392625,-0.1799252,0.0037554447
10,-0.39796004,0.0015817076,-0.39795995,0.093947716,-0.22666484,-0.012734241,-0.40231404,0.0015817076,-0.40231398,0.25136217,-0.17879477,0.0048793983
11,-0.4031699,0.0015817076,-0.4031698,0.10424229,-0.23313424,-0.016027296,-0.40854335,0.0015817076,-0.4085433,0.26351824,-0.17910643,0.0031361193
12,-0.40528744,0.0015817076,-0.40528736,0.1110934,-0.2364398,-0.014111133,-0.4113958,0.0015817076,-0.41139573,0.27096435,-0.17964427,0.0056616906
13,-0.40111285,0.0015817076,-0.40111277,0.11097065,-0.23423652,-0.015269115,-0.4073404,0.0015817076,-0.40734035,0.26940006,-0.17911848,0.0047421292
14,-0.39706331,0.0015817076,-0.39706323,0.1082339,-0.23065546,-0.014122149,-0.40313628,0.0015817076,-0.40313622,0.26491314,-0.17844976,0.004481575
15,-0.3940437,0.0015817076,-0.39404362,0.10605355,-0.2277026,-0.013227588,-0.399998,0.0015817076,-0.39999795,0.26126215,-0.17808963,0.0032513314
16,-0.39164886,0.0015817076,-0.39164877,0.10642163,-0.22695184,-0.012410736,-0.397699,0.0015817076,-0.39769894,0.26099715,-0.17818576,0.0035432172
17,-0.3910874,0.0015817076,-0.39108732,0.10804418,-0.22731803,-0.01260625,-0.39732912,0.0015817076,-0.39732906,0.26244968,-0.17854562,0.0034952238
18,-0.39146042,0.0015817076,-0.39146033,0.1092674,-0.22713295,-0.012904808,-0.3978664,0.0015817076,-0.39786634,0.26327303,-0.17884956,0.0034196428
19,-0.39216697,0.0015817076,-0.39216688,0.10945615,-0.22624439,-0.012767843,-0.3986395,0.0015817076,-0.39863944,0.26286864,-0.17899093,0.0033463023
20,-0.39222163,0.0015817076,-0.39222154,0.11029838,-0.22554201,-0.012420428,-0.3988369,0.0015817076,-0.39883685,0.26306343,-0.17927246,0.00330919
21,-0.38951737,0.0015817076,-0.38951728,0.11117,-0.22498623,-0.012221104,-0.39628518,0.0015817076,-0.39628512,0.26332182,-0.17952314,0.0032946062
22,-0.38949117,0.0015817076,-0.38949108,0.111153536,-0.22393385,-0.012134434,-0.39631218,0.0015817076,-0.39631212,0.26265502,-0.17958863,0.0032895664
23,-0.38876912,0.0015817076,-0.38876903,0.11200058,-0.22347128,-0.011832236,-0.39572388,0.0015817076,-0.39572382,0.26299956,-0.17983904,0.0035641897
24,-0.38976726,0.0015817076,-0.38976717,0.11163352,-0.22225258,-0.01205447,-0.39673516,0.0015817076,-0.3967351,0.2619809,-0.17984529,0.0033695688
25,-0.39081952,0.0015817076,-0.39081943,0.11162747,-0.22148342,-0.012524563,-0.3978214,0.0015817076,-0.39782134,0.26151794,-0.17993836,0.0030377056
26,-0.39124122,0.0015817076,-0.39124113,0.11194361,-0.22105889,-0.012544385,-0.39830202,0.0015817076,-0.39830196,0.26151922,-0.179986,0.00362553
27,-0.38930047,0.0015817076,-0.38930038,0.111889645,-0.22058468,-0.012984748,-0.39638925,0.0015817076,-0.3963892,0.2611595,-0.17991018,0.004267824
28,-0.38891074,0.0015817076,-0.38891065,0.11157935,-0.21999648,-0.012875257,-0.39599425,0.0015817076,-0.3959942,0.26055667,-0.1798311,0.0051051066
29,-0.3880736,0.0015817076,-0.3880735,0.11155085,-0.21952209,-0.014488284,-0.39518276,0.0015817076,-0.3951827,0.26024008,-0.1797355,0.0038501755
30,-0.3963122,0.0015817076,-0.39631212,0.111663975,-0.21846852,-0.01449937,-0.40344602,0.0015817076,-0.40344596,0.25993225,-0.17957139,0.0037061248
31,-0.39876103,0.0015817076,-0.39876094,0.11419876,-0.21882895,-0.01251248,-0.40616414,0.0015817076,-0.40616408,0.26228106,-0.17962337,0.005625831
32,-0.3922669,0.0015817076,-0.3922668,0.11597635,-0.21832052,-0.014575718,-0.3999416,0.0015817076,-0.39994153,0.26334682,-0.17904113,0.0035129257
33,-0.387651,0.0015817076,-0.3876509,0.11517873,-0.21593888,-0.012819753,-0.3953831,0.0015817076,-0.39538303,0.2613116,-0.17800131,0.0050671985
34,-0.3823152,0.0015817076,-0.3823151,0.11333953,-0.21346177,-0.012356372,-0.3899929,0.0015817076,-0.38999283,0.2584209,-0.17662461,0.0052634957
35,-0.38273722,0.0015817076,-0.38273713,0.11365473,-0.21334593,-0.010631562,-0.39045388,0.0015817076,-0.39045382,0.2587007,-0.1762715,0.0066912714
36,-0.3840344,0.0015817076,-0.3840343,0.113830216,-0.21342082,-0.011183746,-0.39175972,0.0015817076,-0.39175966,0.25903195,-0.17584385,0.0060737724
37,-0.38734087,0.0015817076,-0.38734078,0.11479106,-0.21426108,-0.011556826,-0.3951138,0.0015817076,-0.39511374,0.26045728,-0.17572606,0.005797379
38,-0.38895613,0.0015817076,-0.38895604,0.11487581,-0.21423528,-0.011634309,-0.39673093,0.0015817076,-0.39673087,0.26061282,-0.17543106,0.005954361
39,-0.386339,0.0015817076,-0.38633892,0.11398033,-0.21315159,-0.013586119,-0.39408255,0.0015817076,-0.3940825,0.25928617,-0.17468157,0.0041074073
40,-0.38666347,0.0015817076,-0.38666338,0.112514436,-0.21135582,-0.013239162,-0.3943324,0.0015817076,-0.39433235,0.25725254,-0.17325552,0.0046076505
41,-0.3899588,0.0015817076,-0.3899587,0.11502776,-0.212186,-0.011454352,-0.39784196,0.0015817076,-0.3978419,0.2599325,-0.17298731,0.006489614
42,-0.38913527,0.0015817076,-0.38913518,0.116954066,-0.2126519,-0.013860929,-0.39721045,0.0015817076,-0.3972104,0.26190665,-0.17223985,0.0041395617
43,-0.38886386,0.0015817076,-0.38886377,0.118001096,-0.2120312,-0.013682738,-0.3970862,0.0015817076,-0.39708614,0.26247263,-0.17174649,0.004336343
44,-0.39140803,0.0015817076,-0.39140794,0.11796306,-0.21036707,-0.01165973,-0.39969498,0.0015817076,-0.39969492,0.26157093,-0.17145464,0.0063589327
45,-0.38947532,0.0015817076,-0.38947523,0.11819149,-0.20905267,-0.013935859,-0.3978636,0.0015817076,-0.39786354,0.2610315,-0.17082633,0.004096002
46,-0.38894376,0.0015817076,-0.38894367,0.118968226,-0.20835447,-0.013712455,-0.39745137,0.0015817076,-0.3974513,0.26142305,-0.16983545,0.0043199644
47,-0.38900816,0.0015817076,-0.38900807,0.12061128,-0.2086069,-0.011685879,-0.3976742,0.0015817076,-0.39767414,0.26308894,-0.16905116,0.006339165
48,-0.3880116,0.0015817076,-0.38801152,0.11651112,-0.20583825,-0.013657322,-0.39639956,0.0015817076,-0.3963995,0.25862208,-0.16629738,0.0042513497
49,-0.38914737,0.0015817076,-0.38914728,0.11786106,-0.20722137,-0.013287071,-0.39759776,0.0015817076,-0.3975977,0.26092294,-0.16482663,0.004555441
50,-0.3916753,0.0015817076,-0.3916752,0.119737126,-0.20815504,-0.01221785,-0.40025467,0.0015817076,-0.4002546,0.26326767,-0.16402756,0.005989545
51,-0.39575988,0.0015817076,-0.3957598,0.11913557,-0.2070864,-0.014857737,-0.4043047,0.0015817076,-0.40430465,0.26245442,-0.16306803,0.0035182813
