Epoch,Layer0_theta_1,Layer0_r,Layer0_theta_2,Layer0_bx,Layer0_bp,Layer0_gamma,Layer1_theta_1,Layer1_r,Layer1_theta_2,Layer1_bx,Layer1_bp,Layer1_gamma,Layer2_theta_1,Layer2_r,Layer2_theta_2,Layer2_bx,Layer2_bp,Layer2_gamma,Layer3_theta_1,Layer3_r,Layer3_theta_2,Layer3_bx,Layer3_bp,Layer3_gamma,Layer4_theta_1,Layer4_r,Layer4_theta_2,Layer4_bx,Layer4_bp,Layer4_gamma,Layer5_theta_1,Layer5_r,Layer5_theta_2,Layer5_bx,Layer5_bp,Layer5_gamma
1,0.07544111,0.08071953,0.07548873,0.06887245,-0.06387691,0.005216741,0.075538255,0.080790125,0.07558037,0.06919664,-0.063777424,0.007836956,0.0755833,0.080790125,0.07559508,0.06940978,-0.06367509,0.013760611,0.07555243,0.080790125,0.075531796,0.06956175,-0.06358704,0.019187756,0.07545996,0.080790125,0.075468406,0.06971449,-0.06352047,0.023738172,0.07538913,0.08073292,0.075411856,0.06990736,0.0007908538,0.0007908538
2,0.1184261,0.13444798,0.118622415,0.10158791,-0.09677433,0.04124428,0.11874324,0.12874739,0.11939942,0.10380601,-0.09717431,0.038410153,0.11950432,0.12648517,0.11993805,0.10511954,-0.09725442,0.044072844,0.11999561,0.12642545,0.11980991,0.105855666,-0.097059086,0.050739825,0.1198705,0.12852937,0.11920732,0.106114045,-0.09673921,0.06052539,0.11912885,0.13580456,0.11927959,0.1062193,0.0007908538,0.0007908538
3,0.08318378,0.15072565,0.085464306,0.09329022,-0.08883984,0.07567844,0.08542402,0.1132629,0.08842466,0.10565143,-0.09357651,0.054615133,0.087961994,0.09961314,0.09036505,0.11317284,-0.09621671,0.04396313,0.08989779,0.09906505,0.08810759,0.11752838,-0.096941866,0.047835767,0.08791334,0.11158348,0.08492705,0.11877901,-0.09643545,0.07585205,0.08475952,0.15648802,0.0839003,0.118280314,0.0007908538,0.0007908538
4,0.08028366,0.16851945,0.08039556,0.09824452,-0.09632518,0.09201711,0.07975032,0.11581073,0.083007626,0.11252207,-0.10261867,0.06449042,0.082583226,0.09655969,0.08602198,0.122172676,-0.106242545,0.047614485,0.085626334,0.09547223,0.083326586,0.12837227,-0.107192606,0.050798927,0.08338062,0.11256564,0.080403425,0.13034095,-0.10643595,0.08724526,0.08073492,0.1744159,0.083079115,0.1299406,0.0007908538,0.0007908538
5,0.09968985,0.18932417,0.095079474,0.11327612,-0.10567788,0.095132045,0.09336918,0.13082916,0.09506526,0.12283854,-0.11126842,0.06990038,0.094963625,0.10958065,0.09856428,0.13063644,-0.114521295,0.052715633,0.098555535,0.108229,0.09626887,0.13644254,-0.11503058,0.0565929,0.09675937,0.12672025,0.09527059,0.13810393,-0.11381708,0.09666216,0.096191905,0.1934535,0.10357777,0.13750184,0.0007908538,0.0007908538
6,0.08714996,0.19279402,0.0854923,0.10691053,-0.09870367,0.098064266,0.08388266,0.12690674,0.087026946,0.1197529,-0.10563888,0.068534166,0.08684539,0.102889284,0.09093722,0.12933613,-0.10945262,0.048147,0.090794384,0.101411425,0.08791347,0.1357903,-0.110016726,0.051833082,0.08825391,0.12249442,0.085232556,0.13740164,-0.10839604,0.09638577,0.08598464,0.19815767,0.08959547,0.13613313,0.0007908538,0.0007908538
7,0.08487014,0.19654718,0.08377634,0.10590174,-0.09449364,0.09939732,0.08205441,0.12742028,0.085564405,0.11895588,-0.10182239,0.06845752,0.08551729,0.10220161,0.08977944,0.12864752,-0.10574508,0.046515007,0.08969018,0.10068757,0.086539,0.13504504,-0.10620762,0.04969301,0.08687093,0.12298884,0.0833411,0.13637328,-0.10425365,0.095855646,0.084038906,0.20264953,0.08680229,0.13450469,0.0007908538,0.0007908538
8,0.09169771,0.20204498,0.089081675,0.11011089,-0.094672434,0.09924824,0.08697062,0.1322965,0.08993154,0.12095286,-0.10164729,0.06942445,0.09013126,0.106885806,0.09433899,0.12954803,-0.10535706,0.047316,0.094435886,0.105353355,0.091277055,0.13548832,-0.105627246,0.04992206,0.091732524,0.12785201,0.0885854,0.13648455,-0.10346187,0.09571335,0.08937141,0.20792195,0.093771264,0.13426362,0.0007908538,0.0007908538
9,0.08697789,0.20294061,0.0856203,0.10745719,-0.09691045,0.0965131,0.083189055,0.13046613,0.08668809,0.12026924,-0.10443106,0.06602145,0.08671845,0.10408689,0.09105413,0.13015483,-0.10847591,0.042663302,0.09104058,0.10237061,0.08771707,0.1368116,-0.10896135,0.044573158,0.08809305,0.12531428,0.084368736,0.13825317,-0.10698888,0.090606295,0.08503107,0.20727079,0.08782764,0.13643532,0.0007908538,0.0007908538
10,0.08799162,0.20224237,0.086330555,0.10760304,-0.09338049,0.10301533,0.08400445,0.13145897,0.08733712,0.11953252,-0.10086145,0.07083543,0.08785337,0.10549498,0.09221449,0.12881567,-0.10485014,0.04546127,0.092482135,0.10379744,0.08921959,0.13509,-0.10526896,0.04451307,0.089711376,0.12672976,0.0861581,0.1362026,-0.10316505,0.08798571,0.08677822,0.2086863,0.09012286,0.13390873,0.0007908538,0.0007908538
11,0.08804111,0.20396675,0.08644733,0.10791745,-0.09735223,0.09935752,0.08363905,0.13169998,0.08696322,0.1204944,-0.104934104,0.067729026,0.087372184,0.105297774,0.091711216,0.13036126,-0.1090338,0.041627273,0.09194515,0.103450365,0.088643536,0.1370827,-0.109551184,0.03986192,0.08912459,0.12631093,0.085485175,0.13855988,-0.10759745,0.08266775,0.086037636,0.20831978,0.08911888,0.13675018,0.0007908538,0.0007908538
12,0.0888446,0.20387574,0.08703691,0.10829503,-0.09637167,0.10178229,0.08408382,0.1323199,0.08723358,0.12041925,-0.10390715,0.069359906,0.087939434,0.1061121,0.092247106,0.13000841,-0.10797686,0.04153724,0.092646725,0.10423062,0.0893688,0.13658321,-0.10846947,0.037458573,0.08989116,0.12699406,0.086343,0.13795646,-0.10647739,0.078306206,0.08679842,0.20880745,0.09012798,0.13601711,0.0007908538,0.0007908538
13,0.087131694,0.20245057,0.08569598,0.106809236,-0.092135005,0.10548467,0.08274609,0.13151161,0.08593001,0.11887592,-0.09976231,0.07147528,0.086970404,0.105463035,0.09126213,0.12823789,-0.1038217,0.041496206,0.09183229,0.103633404,0.08849815,0.13452338,-0.10426548,0.034827895,0.089040086,0.12658408,0.08533292,0.13559763,-0.102145,0.073800646,0.08563683,0.20897582,0.08851332,0.13319986,0.0007908538,0.0007908538
