Epoch,Layer0_theta_1,Layer0_r,Layer0_theta_2,Layer0_bx,Layer0_bp,Layer0_kappa,Layer1_theta_1,Layer1_r,Layer1_theta_2,Layer1_bx,Layer1_bp,Layer1_kappa,Layer2_theta_1,Layer2_r,Layer2_theta_2,Layer2_bx,Layer2_bp,Layer2_kappa
106,-0.20263506,0.0015817076,-0.20263505,0.05074472,-0.11086229,0.0073037283,-0.20333965,0.0015817076,-0.20333958,0.11655095,-0.16487233,0.018887209,-0.20198232,0.0015817076,-0.20198229,0.22635657,-0.09466536,-0.0022596081
107,-0.19140528,0.0015817076,-0.19140527,0.043213997,-0.09837784,0.005597333,-0.19206786,0.0015817076,-0.19206779,0.10015527,-0.1581262,0.016934771,-0.19045717,0.0015817076,-0.19045714,0.21579647,-0.09633409,-0.0046022763
108,-0.18558003,0.0015817076,-0.18558002,0.04644126,-0.10161833,0.008025154,-0.18627618,0.0015817076,-0.18627611,0.106136575,-0.16060032,0.019175578,-0.18478473,0.0015817076,-0.18478471,0.22207549,-0.09569752,-0.002894989
109,-0.18050948,0.0015817076,-0.18050946,0.047265973,-0.103824824,0.008201105,-0.18119904,0.0015817076,-0.18119897,0.10912468,-0.16314544,0.019089928,-0.17974046,0.0015817076,-0.17974046,0.22672112,-0.09670031,-0.0035405303
110,-0.18530414,0.0015817076,-0.18530412,0.050142813,-0.09519208,0.008848022,-0.18615209,0.0015817076,-0.18615201,0.10450802,-0.15757912,0.018840503,-0.1847023,0.0015817076,-0.1847023,0.22240578,-0.10013142,-0.006046559
111,-0.20006168,0.0015817076,-0.20006166,0.05851248,-0.10113819,0.009107009,-0.20101382,0.0015817076,-0.20101374,0.11669818,-0.1609281,0.018808391,-0.19977748,0.0015817076,-0.19977748,0.23157446,-0.096795455,-0.006613941
112,-0.2030533,0.0015817076,-0.20305328,0.056249138,-0.09582337,0.007804014,-0.20403028,0.0015817076,-0.20403019,0.11091733,-0.158169,0.017557364,-0.20270912,0.0015817076,-0.20270912,0.22794907,-0.09427042,-0.007506763
113,-0.20361435,0.0015817076,-0.20361434,0.05497447,-0.09514898,0.00525174,-0.20457485,0.0015817076,-0.20457476,0.11031152,-0.15775524,0.015570354,-0.2032521,0.0015817076,-0.2032521,0.22759448,-0.08813672,-0.007871893
114,-0.19886178,0.0015817076,-0.19886176,0.054707903,-0.0966411,0.0047699367,-0.19979638,0.0015817076,-0.19979629,0.11246683,-0.15872766,0.015495217,-0.1985226,0.0015817076,-0.1985226,0.23005116,-0.081785806,-0.0069065155
115,-0.1970954,0.0015817076,-0.19709538,0.052908298,-0.08833762,0.0064180777,-0.19809625,0.0015817076,-0.19809616,0.10492768,-0.15340164,0.017511463,-0.19676761,0.0015817076,-0.19676761,0.22387643,-0.08246541,-0.004101374
116,-0.19451289,0.0015817076,-0.19451287,0.055745415,-0.093705475,0.0052006966,-0.19550069,0.0015817076,-0.1955006,0.11206929,-0.15706751,0.01689701,-0.19427572,0.0015817076,-0.19427572,0.23046137,-0.081446506,-0.0029106988
117,-0.19477563,0.0015817076,-0.19477561,0.05303402,-0.09052154,0.0060195825,-0.19575071,0.0015817076,-0.19575062,0.107760526,-0.15545869,0.01779059,-0.19445498,0.0015817076,-0.19445498,0.22735924,-0.08159529,-0.0012566327
118,-0.19344474,0.0015817076,-0.19344473,0.05093021,-0.08831391,0.0052698087,-0.1944079,0.0015817076,-0.1944078,0.104712434,-0.15452085,0.017042315,-0.19306226,0.0015817076,-0.19306226,0.22551386,-0.08160182,-0.0016427612
119,-0.1926118,0.0015817076,-0.19261178,0.056399338,-0.08188813,0.0061177285,-0.19375153,0.0015817076,-0.19375144,0.10535502,-0.14887199,0.018111043,-0.19256535,0.0015817076,-0.19256535,0.22373654,-0.083994076,0.00013860877
120,-0.19367574,0.0015817076,-0.19367573,0.066606745,-0.08470422,0.0052615544,-0.19494808,0.0015817076,-0.19494799,0.117165074,-0.14925401,0.017450135,-0.19404167,0.0015817076,-0.19404167,0.23118712,-0.0860792,0.00025570753
121,-0.18717483,0.0015817076,-0.18717481,0.06750036,-0.07812704,0.0047053155,-0.18856305,0.0015817076,-0.18856294,0.11353521,-0.14445269,0.016994854,-0.18771616,0.0015817076,-0.18771616,0.22789489,-0.08754485,0.00038676697
122,-0.17510132,0.0015817076,-0.17510131,0.067336686,-0.080684945,0.0057128323,-0.17644447,0.0015817076,-0.17644437,0.11526028,-0.14778647,0.01803381,-0.17558801,0.0015817076,-0.17558801,0.23349492,-0.09074232,0.0017236066
123,-0.17960387,0.0015817076,-0.17960384,0.0663198,-0.0806002,0.0064457725,-0.18093157,0.0015817076,-0.18093146,0.114071496,-0.14922932,0.01875996,-0.17999963,0.0015817076,-0.17999963,0.23493826,-0.09349491,0.0027009812
124,-0.18864375,0.0015817076,-0.18864372,0.062093917,-0.08203671,0.005469238,-0.18988228,0.0015817076,-0.18988217,0.110766955,-0.15239576,0.017655822,-0.18876481,0.0015817076,-0.18876481,0.23549354,-0.095846,0.0025831792
125,-0.19450144,0.0015817076,-0.19450141,0.058788728,-0.08024686,0.0039374987,-0.19571261,0.0015817076,-0.1957125,0.10627586,-0.15234376,0.016027542,-0.19447087,0.0015817076,-0.19447087,0.23333168,-0.09689035,0.0019219292
126,-0.20189388,0.0015817076,-0.20189385,0.058396455,-0.07825869,0.0034181695,-0.20312755,0.0015817076,-0.20312744,0.10460803,-0.15108523,0.015326877,-0.2018567,0.0015817076,-0.2018567,0.2316117,-0.097325884,0.001115644
127,-0.20011576,0.0015817076,-0.20011573,0.059585582,-0.078365125,0.002642758,-0.201366,0.0015817076,-0.2013659,0.10613566,-0.1509649,0.014433822,-0.20014185,0.0015817076,-0.20014185,0.23279184,-0.0977793,3.3033546e-05
128,-0.1959335,0.0015817076,-0.19593348,0.06339017,-0.0794871,0.0035579232,-0.1972305,0.0015817076,-0.1972304,0.11099748,-0.15084751,0.015375407,-0.19614543,0.0015817076,-0.19614543,0.235697,-0.0972128,0.0013013829
129,-0.20481102,0.0015817076,-0.20481099,0.06613723,-0.07022538,0.0017565645,-0.2062859,0.0015817076,-0.2062858,0.107755736,-0.1425352,0.013557096,-0.20530972,0.0015817076,-0.20530972,0.22863597,-0.09577268,-0.00036580488
130,-0.2041728,0.0015817076,-0.20417278,0.07196877,-0.076899216,0.0039875335,-0.2056336,0.0015817076,-0.2056335,0.11830393,-0.146582,0.015776515,-0.20481317,0.0015817076,-0.20481317,0.23684275,-0.09509504,0.0018945476
131,-0.1878407,0.0015817076,-0.18784067,0.07390152,-0.069284484,0.0047515943,-0.18945108,0.0015817076,-0.189451,0.1152875,-0.14007537,0.016553773,-0.18877754,0.0015817076,-0.18877754,0.23316824,-0.09458477,0.0026948
132,-0.18939988,0.0015817076,-0.18939985,0.07224598,-0.074431196,0.0048034163,-0.1909,0.0015817076,-0.19089991,0.11727677,-0.14501333,0.016657459,-0.19013885,0.0015817076,-0.19013885,0.23757619,-0.095967926,0.0030086457
133,-0.18991807,0.0015817076,-0.18991804,0.067851216,-0.07039614,0.004661324,-0.19141681,0.0015817076,-0.19141673,0.110280074,-0.14311303,0.016553879,-0.19053899,0.0015817076,-0.19053899,0.23323274,-0.096585855,0.0030757966
134,-0.19109325,0.0015817076,-0.19109322,0.066633426,-0.07368241,0.0042385887,-0.19252542,0.0015817076,-0.19252533,0.11132232,-0.14650093,0.016177969,-0.19158567,0.0015817076,-0.19158567,0.2363241,-0.09795856,0.0029622577
135,-0.18778715,0.0015817076,-0.18778712,0.06783977,-0.072667964,0.0038386,-0.18925141,0.0015817076,-0.18925132,0.11185733,-0.14569359,0.01584195,-0.18835373,0.0015817076,-0.18835373,0.23705386,-0.098728575,0.0029412454
136,-0.18703654,0.0015817076,-0.18703651,0.06716853,-0.07083081,0.0048133186,-0.18851893,0.0015817076,-0.18851884,0.109986246,-0.14471553,0.016898563,-0.18760419,0.0015817076,-0.18760419,0.23621164,-0.09973699,0.00506964
137,-0.18856272,0.0015817076,-0.18856269,0.067414165,-0.07628177,0.0025168704,-0.18996496,0.0015817076,-0.18996488,0.11398562,-0.14970824,0.014661336,-0.18901516,0.0015817076,-0.18901516,0.24194133,-0.10204688,0.0038654008
138,-0.18546054,0.0015817076,-0.18546051,0.05903158,-0.075710654,0.0023955856,-0.18674049,0.0015817076,-0.1867404,0.105567165,-0.15220182,0.014562389,-0.18552814,0.0015817076,-0.18552813,0.24024476,-0.10527317,0.0041873306
139,-0.1919123,0.0015817076,-0.19191226,0.05789552,-0.070145845,0.0043381844,-0.19324821,0.0015817076,-0.19324812,0.10104915,-0.1482932,0.016512519,-0.19199929,0.0015817076,-0.19199927,0.23593213,-0.105309255,0.0063125244
140,-0.18617678,0.0015817076,-0.18617675,0.06940478,-0.06430376,0.0019460687,-0.18773335,0.0015817076,-0.18773326,0.10870507,-0.14086455,0.014126981,-0.18684034,0.0015817076,-0.18684033,0.23724735,-0.10301898,0.004011912
141,-0.18787105,0.0015817076,-0.18787102,0.07503427,-0.06524795,0.0021507042,-0.18949202,0.0015817076,-0.18949193,0.11476594,-0.14080167,0.01433317,-0.18874282,0.0015817076,-0.1887428,0.24146989,-0.103208125,0.004250956
142,-0.19056275,0.0015817076,-0.19056273,0.076168515,-0.056728244,0.004229267,-0.19234169,0.0015817076,-0.1923416,0.109878175,-0.13399099,0.01641041,-0.1916534,0.0015817076,-0.19165339,0.23581593,-0.10156041,0.006336594
143,-0.18783095,0.0015817076,-0.18783092,0.077424124,-0.0667617,0.0019024279,-0.18944919,0.0015817076,-0.1894491,0.11769916,-0.14290223,0.0140862055,-0.18871443,0.0015817076,-0.1887144,0.24654867,-0.10526353,0.004025229
144,-0.18803242,0.0015817076,-0.18803239,0.07017527,-0.06406145,0.0021325485,-0.18960087,0.0015817076,-0.18960078,0.108842686,-0.14311253,0.014316233,-0.18866101,0.0015817076,-0.18866098,0.24285601,-0.1071367,0.004257254
145,-0.19043262,0.0015817076,-0.1904326,0.065391235,-0.06654492,0.0042180642,-0.19190346,0.0015817076,-0.19190337,0.10562493,-0.14715642,0.016399797,-0.19078831,0.0015817076,-0.19078828,0.24429047,-0.109803095,0.006336171
146,-0.18785122,0.0015817076,-0.18785119,0.06854184,-0.06017247,0.0019006577,-0.18944904,0.0015817076,-0.18944895,0.104487546,-0.14150058,0.014084627,-0.18844444,0.0015817076,-0.1884444,0.24158068,-0.10857672,0.004027859
147,-0.18901621,0.0015817076,-0.18901618,0.07021452,-0.069752015,0.0021323746,-0.19048312,0.0015817076,-0.19048303,0.112195045,-0.15001138,0.014316132,-0.18944733,0.0015817076,-0.18944731,0.25174254,-0.112067945,0.004258927
148,-0.18999498,0.0015817076,-0.18999495,0.065277115,-0.057658125,0.0042147697,-0.19158046,0.0015817076,-0.19158038,0.09916961,-0.14160211,0.016396599,-0.19044608,0.0015817076,-0.19044606,0.24079481,-0.11081087,0.0063339197
149,-0.1860834,0.0015817076,-0.18608339,0.06170513,-0.06965618,0.0026501757,-0.18745594,0.0015817076,-0.18745586,0.10344564,-0.15376845,0.014819913,-0.18616587,0.0015817076,-0.18616585,0.25202817,-0.11706449,0.004678089
150,-0.18078941,0.0015817076,-0.1807894,0.058750175,-0.062163442,0.003401694,-0.18221898,0.0015817076,-0.18221891,0.09583954,-0.14882106,0.015559212,-0.18087424,0.0015817076,-0.18087423,0.24671346,-0.117616504,0.005055803
151,-0.18436274,0.0015817076,-0.18436272,0.06111872,-0.064871386,0.0024533174,-0.18578833,0.0015817076,-0.18578826,0.10030119,-0.15108821,0.014575285,-0.18449531,0.0015817076,-0.1844953,0.25113583,-0.11985045,0.004329292
152,-0.19760102,0.0015817076,-0.197601,0.06200584,-0.06541377,0.0032293536,-0.19903988,0.0015817076,-0.19903979,0.10159847,-0.15176885,0.015106258,-0.19773568,0.0015817076,-0.19773568,0.2520604,-0.12168375,0.0048703095
153,-0.19782284,0.0015817076,-0.19782282,0.062411554,-0.057382446,0.0024941827,-0.19937314,0.0015817076,-0.19937305,0.09708072,-0.14505675,0.014068969,-0.19810954,0.0015817076,-0.19810954,0.24643438,-0.120746635,0.003430601
154,-0.19690625,0.0015817076,-0.19690622,0.06947312,-0.06104083,0.001684179,-0.19847864,0.0015817076,-0.19847855,0.10664565,-0.14646444,0.013333108,-0.19739991,0.0015817076,-0.19739991,0.252832,-0.12027212,0.0035679801
155,-0.20210351,0.0015817076,-0.20210348,0.0693509,-0.05953495,0.0027848338,-0.20370159,0.0015817076,-0.2037015,0.10517629,-0.14579162,0.014431525,-0.20259592,0.0015817076,-0.20259592,0.25183442,-0.118955255,0.005112211
156,-0.21152739,0.0015817076,-0.21152736,0.06569304,-0.060745303,0.0035784836,-0.21307677,0.0015817076,-0.21307668,0.102333486,-0.14849205,0.015083485,-0.21183024,0.0015817076,-0.21183024,0.25182557,-0.118625835,0.0054259314
157,-0.19946122,0.0015817076,-0.19946119,0.061653994,-0.059149377,0.003919073,-0.20085385,0.0015817076,-0.20085375,0.09782881,-0.14945792,0.015363143,-0.19951934,0.0015817076,-0.19951934,0.25269145,-0.11854662,0.0055601294
158,-0.18958555,0.0015817076,-0.18958552,0.06539045,-0.053760074,0.004049719,-0.19102427,0.0015817076,-0.19102417,0.09835304,-0.14489597,0.015487695,-0.18981805,0.0015817076,-0.18981805,0.25265574,-0.11646133,0.0057537956
159,-0.1810291,0.0015817076,-0.18102907,0.06581209,-0.061990153,0.0025374417,-0.18232661,0.0015817076,-0.18232651,0.10441718,-0.15305339,0.013999806,-0.18110013,0.0015817076,-0.18110013,0.2630872,-0.12048192,0.0044303704
160,-0.18677892,0.0015817076,-0.18677889,0.06231341,-0.05244039,0.0038797967,-0.18815614,0.0015817076,-0.18815604,0.094172776,-0.1468891,0.01536246,-0.18681534,0.0015817076,-0.18681534,0.25507125,-0.12103488,0.0058202767
161,-0.18642147,0.0015817076,-0.18642144,0.065324984,-0.05517628,0.0021792948,-0.18778235,0.0015817076,-0.18778224,0.09890861,-0.14943936,0.013685644,-0.18649626,0.0015817076,-0.18649627,0.26057038,-0.123872206,0.0041675866
162,-0.19084504,0.0015817076,-0.19084501,0.061779317,-0.058313183,0.0020654718,-0.1921291,0.0015817076,-0.192129,0.09823353,-0.15369709,0.013509728,-0.19073418,0.0015817076,-0.1907342,0.2634768,-0.12771471,0.004111524
163,-0.19368342,0.0015817076,-0.1936834,0.056313746,-0.053754244,0.004001717,-0.19496973,0.0015817076,-0.19496962,0.09010778,-0.15182103,0.015417313,-0.19342484,0.0015817076,-0.19342485,0.25882724,-0.12875015,0.00606561
164,-0.19158821,0.0015817076,-0.1915882,0.063028894,-0.046568386,0.0016221387,-0.19300987,0.0015817076,-0.19300976,0.092601225,-0.1441735,0.013028536,-0.19165874,0.0015817076,-0.19165878,0.2566187,-0.12551658,0.0037049805
165,-0.19249924,0.0015817076,-0.19249922,0.0708731,-0.055466756,0.0018263266,-0.19386537,0.0015817076,-0.19386525,0.10647208,-0.15025531,0.013227569,-0.19268256,0.0015817076,-0.19268261,0.26831797,-0.12634984,0.0039130095
166,-0.19459707,0.0015817076,-0.19459705,0.06760895,-0.046717443,0.0038958339,-0.19605742,0.0015817076,-0.1960573,0.09727063,-0.1441863,0.015292986,-0.19480133,0.0015817076,-0.19480138,0.26056066,-0.1247472,0.005977425
167,-0.19422722,0.0015817076,-0.1942272,0.07193171,-0.035983752,0.0019636909,-0.19586653,0.0015817076,-0.1958664,0.09428436,-0.13436824,0.013365918,-0.19474179,0.0015817076,-0.19474183,0.25417843,-0.12139647,0.0040664887
168,-0.19391449,0.0015817076,-0.19391447,0.08432433,-0.044385,0.0035941224,-0.19549875,0.0015817076,-0.19549865,0.11184647,-0.13874398,0.014962031,-0.19462575,0.0015817076,-0.1946258,0.26673514,-0.12112112,0.005671489
169,-0.20357771,0.0015817076,-0.2035777,0.08340066,-0.039555278,0.001179519,-0.20524673,0.0015817076,-0.20524663,0.10820694,-0.13498347,0.0123226205,-0.20436929,0.0015817076,-0.20436934,0.2623384,-0.1200993,0.0026949653
170,-0.20370145,0.0015817076,-0.20370144,0.078426,-0.045370694,0.0020736805,-0.20523554,0.0015817076,-0.20523544,0.1076049,-0.14169796,0.012908252,-0.20420004,0.0015817076,-0.20420009,0.2662002,-0.121977895,0.0022891795
171,-0.19454272,0.0015817076,-0.1945427,0.069943525,-0.043265834,0.0025926435,-0.19604258,0.0015817076,-0.19604248,0.098138414,-0.14244725,0.01312921,-0.19482467,0.0015817076,-0.19482471,0.26240137,-0.12252037,0.001186398
172,-0.19457401,0.0015817076,-0.194574,0.06852012,-0.05076008,0.003654287,-0.1959553,0.0015817076,-0.1959552,0.10214828,-0.14931649,0.013957553,-0.19468328,0.0015817076,-0.19468333,0.26868218,-0.12299752,0.0011857034
173,-0.18867658,0.0015817076,-0.18867657,0.065129735,-0.044868954,0.007292692,-0.19010612,0.0015817076,-0.19010602,0.09483325,-0.14567038,0.017428666,-0.18876754,0.0015817076,-0.18876758,0.26360157,-0.12359342,0.004458889
174,-0.17697234,0.0015817076,-0.17697233,0.06314067,-0.051754843,0.0054545775,-0.1782857,0.0015817076,-0.1782856,0.09865252,-0.15297817,0.015585752,-0.17691343,0.0015817076,-0.17691347,0.2720819,-0.12837508,0.002810068
175,-0.17945187,0.0015817076,-0.17945185,0.054573245,-0.049987245,0.0058958507,-0.18070896,0.0015817076,-0.18070886,0.08991948,-0.15520258,0.016023785,-0.17909493,0.0015817076,-0.17909497,0.27029786,-0.13417445,0.003328448
176,-0.19608273,0.0015817076,-0.19608273,0.05493794,-0.05490179,0.005464573,-0.19730353,0.0015817076,-0.19730343,0.09322364,-0.16108659,0.015493964,-0.19562776,0.0015817076,-0.19562781,0.276249,-0.13926968,0.0033690063
177,-0.20065095,0.0015817076,-0.20065095,0.04965456,-0.050300557,0.0022824993,-0.2018734,0.0015817076,-0.2018733,0.08496552,-0.1597933,0.012202013,-0.20002443,0.0015817076,-0.20002447,0.27242064,-0.14203237,0.00046284124
178,-0.19768022,0.0015817076,-0.19768022,0.05092801,-0.051689323,0.0031909219,-0.19889908,0.0015817076,-0.19889897,0.08743128,-0.1613242,0.01273086,-0.19709465,0.0015817076,-0.1970947,0.275766,-0.14084986,0.00043910195
179,-0.2004153,0.0015817076,-0.2004153,0.055855002,-0.05250203,0.0055679358,-0.2016718,0.0015817076,-0.20167169,0.09248025,-0.16146995,0.014942666,-0.19997807,0.0015817076,-0.19997811,0.27931085,-0.14027576,0.0024084945
180,-0.19868094,0.0015817076,-0.19868094,0.055309817,-0.048999175,0.0033763465,-0.19997185,0.0015817076,-0.19997175,0.08950186,-0.15913793,0.012683082,-0.1982602,0.0015817076,-0.19826025,0.2772128,-0.13835032,5.2150688e-05
181,-0.19529766,0.0015817076,-0.19529766,0.053790968,-0.04388387,0.0036620346,-0.19663046,0.0015817076,-0.19663036,0.08450058,-0.15588608,0.012938342,-0.19487374,0.0015817076,-0.19487378,0.27388242,-0.13756241,0.0002629017
182,-0.20093645,0.0015817076,-0.20093645,0.058781955,-0.046820164,0.005767707,-0.20227557,0.0015817076,-0.20227547,0.09147946,-0.15767586,0.015029079,-0.20062977,0.0015817076,-0.20062982,0.27911806,-0.13758077,0.00232998
183,-0.19606519,0.0015817076,-0.19606519,0.056262802,-0.05086265,0.005011422,-0.1973329,0.0015817076,-0.1973328,0.09302049,-0.16211021,0.0140649825,-0.19565511,0.0015817076,-0.19565515,0.28361344,-0.13742743,0.0008521869
184,-0.19284955,0.0015817076,-0.19284955,0.04725644,-0.04385266,0.006039744,-0.19412026,0.0015817076,-0.19412015,0.080377676,-0.15869232,0.014324759,-0.19222888,0.0015817076,-0.19222893,0.2755322,-0.13673794,-0.000846479
185,-0.19308464,0.0015817076,-0.19308464,0.05053387,-0.05040643,0.006878653,-0.19432,0.0015817076,-0.19431989,0.08885148,-0.16360126,0.0147890365,-0.19254231,0.0015817076,-0.19254237,0.2833066,-0.136236,-0.0013588397
186,-0.19062772,0.0015817076,-0.19062772,0.046947904,-0.047255322,0.0072397552,-0.1918641,0.0015817076,-0.191864,0.08387447,-0.16227129,0.014988961,-0.19000351,0.0015817076,-0.19000357,0.28040716,-0.13675773,-0.0015791096
187,-0.19199513,0.0015817076,-0.19199513,0.04632403,-0.05194802,0.007931852,-0.19318801,0.0015817076,-0.1931879,0.087892465,-0.16629136,0.015818955,-0.1913536,0.0015817076,-0.19135366,0.28492558,-0.13583304,-0.00035632163
188,-0.1951792,0.0015817076,-0.1951792,0.04400368,-0.049147356,0.007359302,-0.19638017,0.0015817076,-0.19638006,0.08413719,-0.16495323,0.015470389,-0.19447607,0.0015817076,-0.19447613,0.2823296,-0.13634634,7.637718e-05
189,-0.19740921,0.0015817076,-0.19740923,0.046427008,-0.04448365,0.005512715,-0.19866881,0.0015817076,-0.1986687,0.08259191,-0.16133842,0.014076557,-0.19678512,0.0015817076,-0.19678518,0.27981296,-0.13789654,-0.00022947775
190,-0.19799316,0.0015817076,-0.19799317,0.05239283,-0.04564632,0.0045401813,-0.19928719,0.0015817076,-0.19928709,0.088947594,-0.16115496,0.0133597795,-0.19755237,0.0015817076,-0.19755243,0.2832512,-0.13759533,-0.0004965374
191,-0.20003945,0.0015817076,-0.20003946,0.055457216,-0.041091956,0.004280346,-0.20140292,0.0015817076,-0.20140281,0.08845249,-0.15693557,0.013159906,-0.19972491,0.0015817076,-0.19972497,0.28065637,-0.13751659,-0.0006374584
192,-0.19993763,0.0015817076,-0.19993764,0.054431256,-0.045037623,0.0037309194,-0.20124911,0.0015817076,-0.201249,0.091493875,-0.16003315,0.012608962,-0.19958827,0.0015817076,-0.19958833,0.28366897,-0.13409601,-0.001184169
193,-0.19700296,0.0015817076,-0.19700298,0.054939378,-0.037625823,0.0062711798,-0.19839337,0.0015817076,-0.19839327,0.08690598,-0.1536201,0.015016079,-0.19675048,0.0015817076,-0.19675054,0.27767047,-0.13100216,0.0011139144
194,-0.19801103,0.0015817076,-0.19801104,0.05801921,-0.043030128,0.006136019,-0.1993614,0.0015817076,-0.19936128,0.094661005,-0.15731387,0.014824722,-0.19782437,0.0015817076,-0.19782443,0.2839882,-0.12862289,0.00087862683
195,-0.19500527,0.0015817076,-0.19500528,0.05761062,-0.034242023,0.0040958375,-0.19645537,0.0015817076,-0.19645526,0.0881628,-0.1502955,0.0127620725,-0.19491561,0.0015817076,-0.19491567,0.27715608,-0.12627608,-0.0011982555
196,-0.19407268,0.0015817076,-0.1940727,0.06266697,-0.036744524,0.006883858,-0.19551699,0.0015817076,-0.19551687,0.09529436,-0.15160194,0.015547588,-0.19410644,0.0015817076,-0.1941065,0.2824263,-0.12621732,0.0015377111
197,-0.19248542,0.0015817076,-0.19248544,0.062844306,-0.03627707,0.0064542983,-0.19393876,0.0015817076,-0.19393864,0.09575229,-0.15160142,0.014982365,-0.19254792,0.0015817076,-0.19254798,0.28341013,-0.12703952,0.0009163282
198,-0.19132766,0.0015817076,-0.19132768,0.057928994,-0.03648272,0.0072409096,-0.19275814,0.0015817076,-0.19275802,0.09265255,-0.1529673,0.01556718,-0.19128972,0.0015817076,-0.19128978,0.28284994,-0.12749346,0.0012766907
199,-0.18975832,0.0015817076,-0.18975833,0.055121765,-0.04074325,0.007384103,-0.19112332,0.0015817076,-0.1911232,0.09441904,-0.1574427,0.015706519,-0.18962096,0.0015817076,-0.18962102,0.28687546,-0.12889968,0.0014315642
200,-0.19184044,0.0015817076,-0.19184045,0.050335567,-0.04008831,0.0067122444,-0.1931838,0.0015817076,-0.19318368,0.09041988,-0.15846007,0.015146479,-0.19157216,0.0015817076,-0.19157222,0.28564736,-0.13060714,0.0014634139
201,-0.18870096,0.0015817076,-0.18870097,0.0442355,-0.037273057,0.0040969914,-0.19002773,0.0015817076,-0.19002761,0.08410127,-0.15802921,0.0126252035,-0.18829052,0.0015817076,-0.1882906,0.2827961,-0.131871,-0.00033484382
202,-0.20220307,0.0015817076,-0.20220308,0.051590953,-0.035914853,0.0043458804,-0.20358825,0.0015817076,-0.20358813,0.089388914,-0.15593907,0.012942381,-0.20196344,0.0015817076,-0.20196351,0.28443232,-0.13131528,0.00024246366
203,-0.20712344,0.0015817076,-0.20712346,0.05821748,-0.037841015,0.0039583095,-0.20853588,0.0015817076,-0.20853576,0.09664009,-0.15629217,0.012452749,-0.20705502,0.0015817076,-0.20705509,0.2885979,-0.13001068,-0.00035739836
204,-0.2051859,0.0015817076,-0.20518592,0.057600424,-0.036231007,0.0060445545,-0.20661588,0.0015817076,-0.20661576,0.09594014,-0.1544081,0.013331799,-0.20516554,0.0015817076,-0.20516561,0.2869186,-0.12566912,-0.001323029
205,-0.20019099,0.0015817076,-0.200191,0.05578524,-0.040474724,0.007480222,-0.20155917,0.0015817076,-0.20155905,0.098827526,-0.15730363,0.014204153,-0.20014043,0.0015817076,-0.2001405,0.28959218,-0.120093174,-0.0013657272
206,-0.19775887,0.0015817076,-0.19775888,0.04971732,-0.03650437,0.008906339,-0.19914179,0.0015817076,-0.19914167,0.09159295,-0.15465356,0.015556093,-0.19763078,0.0015817076,-0.19763087,0.28371462,-0.11656188,1.5518279e-05
207,-0.1988037,0.0015817076,-0.19880371,0.054429512,-0.04032425,0.00717649,-0.20018,0.0015817076,-0.20017987,0.09861653,-0.157108,0.0139685,-0.19878161,0.0015817076,-0.1987817,0.28969014,-0.11519176,-0.000964138
208,-0.19974662,0.0015817076,-0.19974664,0.05064059,-0.041129712,0.004949336,-0.20109193,0.0015817076,-0.20109181,0.09695258,-0.15871052,0.011870706,-0.19962706,0.0015817076,-0.19962715,0.29024976,-0.1133857,-0.002322964
209,-0.19947761,0.0015817076,-0.19947763,0.040314063,-0.042937774,0.0072082933,-0.20075458,0.0015817076,-0.20075446,0.09167417,-0.16190952,0.01415496,-0.19912614,0.0015817076,-0.19912623,0.28924334,-0.10926855,0.00025977334
210,-0.19860101,0.0015817076,-0.19860102,0.038625345,-0.03867677,0.0069504776,-0.19989958,0.0015817076,-0.19989946,0.08811316,-0.15835023,0.013909328,-0.19825701,0.0015817076,-0.1982571,0.28555483,-0.103533074,0.00014604675
211,-0.19689438,0.0015817076,-0.19689439,0.044569504,-0.041390263,0.0048548835,-0.19820279,0.0015817076,-0.19820267,0.09609504,-0.15916827,0.011821016,-0.19672617,0.0015817076,-0.19672626,0.29091322,-0.09782386,-0.0018800453
212,-0.1975862,0.0015817076,-0.19758621,0.04565797,-0.029606258,0.0071651447,-0.19901417,0.0015817076,-0.19901405,0.08795039,-0.14996675,0.014131123,-0.1975287,0.0015817076,-0.1975288,0.282354,-0.096473366,0.0004480261
213,-0.20147529,0.0015817076,-0.20147532,0.053953636,-0.03684284,0.0069314265,-0.20287748,0.0015817076,-0.20287736,0.100776605,-0.1546195,0.013898596,-0.20157787,0.0015817076,-0.20157796,0.29241484,-0.095503084,0.00022659352
214,-0.19638586,0.0015817076,-0.19638589,0.05656407,-0.029779825,0.004849362,-0.1978817,0.0015817076,-0.19788158,0.09732052,-0.14888,0.011819018,-0.19663815,0.0015817076,-0.19663824,0.28874853,-0.09414649,-0.0018429244
215,-0.19872065,0.0015817076,-0.19872068,0.05853557,-0.02729826,0.0071603553,-0.20025532,0.0015817076,-0.2002552,0.09697465,-0.14674124,0.014127901,-0.19904038,0.0015817076,-0.19904047,0.28802758,-0.09254335,0.0004617757
216,-0.19953635,0.0015817076,-0.19953638,0.05974046,-0.031667113,0.0069288975,-0.20102698,0.0015817076,-0.20102686,0.10188922,-0.15020442,0.013896749,-0.19985,0.0015817076,-0.19985008,0.29304945,-0.09113751,0.00023207889
217,-0.1963808,0.0015817076,-0.19638082,0.046780623,-0.03601885,0.004850848,-0.19775935,0.0015817076,-0.19775921,0.096695475,-0.1564018,0.011820739,-0.1963711,0.0015817076,-0.19637118,0.29392025,-0.09051784,-0.0018381947
