Epoch,Layer0_theta_1,Layer0_r,Layer0_theta_2,Layer0_bx,Layer0_bp,Layer0_kappa,Layer1_theta_1,Layer1_r,Layer1_theta_2,Layer1_bx,Layer1_bp,Layer1_kappa,Layer2_theta_1,Layer2_r,Layer2_theta_2,Layer2_bx,Layer2_bp,Layer2_kappa,Layer3_theta_1,Layer3_r,Layer3_theta_2,Layer3_bx,Layer3_bp,Layer3_kappa,Layer4_theta_1,Layer4_r,Layer4_theta_2,Layer4_bx,Layer4_bp,Layer4_kappa,Layer5_theta_1,Layer5_r,Layer5_theta_2,Layer5_bx,Layer5_bp,Layer5_kappa
1,-0.013342785,0.04715445,-0.012637118,-0.043587767,0.023775192,0.00018975977,-0.019142471,0.047462907,-0.019479902,-0.0405368,0.02399882,0.005242172,-0.023983495,0.04584963,-0.02504675,-0.03832668,0.02459148,0.010885205,-0.027946927,0.043571535,-0.029196408,-0.03685841,0.025196536,0.019580893,-0.030892096,0.041960936,-0.03176019,-0.035806313,0.025838096,0.030266728,-0.032178815,0.042738337,-0.032370932,-0.034848306,0.027145665,0.03730594
2,0.010339414,0.058631025,0.0106328195,-0.06235479,-0.00067302445,-0.025673583,0.0017471388,0.06444501,-0.0007761293,-0.049036197,-0.0008856659,-0.020641387,-0.007282938,0.06311734,-0.01146757,-0.040388975,-0.00011600321,-0.011785424,-0.015579645,0.0583834,-0.020030813,-0.034634028,0.00061385846,0.0029437668,-0.022084214,0.054611914,-0.025150485,-0.030312786,0.0014324165,0.02159521,-0.024552658,0.05936114,-0.025112668,-0.025777537,0.003922815,0.034380484
3,0.026475755,0.058426443,0.025467861,-0.07736888,-0.016892549,-0.046086125,0.014709147,0.073016845,0.009787961,-0.051631358,-0.016674085,-0.037754964,0.0024293454,0.07426426,-0.004860182,-0.035913516,-0.01675005,-0.026173025,-0.009399632,0.06947154,-0.017084202,-0.0259195,-0.01691178,-0.0064260634,-0.019334184,0.06499849,-0.024838028,-0.018519906,-0.016378043,0.018796772,-0.023600703,0.073247954,-0.025146209,-0.01073032,-0.012030419,0.03650551
4,0.015401273,0.068957545,0.010113126,-0.095514216,-0.027352123,-0.035473302,0.0014181335,0.091496184,-0.00607286,-0.052377727,-0.020605547,-0.02380984,-0.011183416,0.090130165,-0.02008802,-0.027567264,-0.021718847,-0.0106817335,-0.023317764,0.08292317,-0.032455713,-0.0136579955,-0.024025882,0.012186302,-0.034060046,0.078041986,-0.040445585,-0.004410835,-0.023866553,0.04218583,-0.037436295,0.090334125,-0.039037343,0.004964292,-0.015294273,0.060258403
5,0.019939816,0.06885741,0.011495374,-0.11021652,-0.028459018,-0.04373869,0.003300681,0.10281058,-0.007138659,-0.058667034,-0.020191092,-0.024070363,-0.011999352,0.10302023,-0.022934146,-0.028289901,-0.02232353,-0.005912127,-0.026506647,0.0951037,-0.037264347,-0.011381704,-0.025747309,0.023885952,-0.039115816,0.0892075,-0.046300363,-0.00032330366,-0.025368273,0.06141087,-0.041510876,0.10449591,-0.04256068,0.010454575,-0.014030416,0.079429
6,0.033586845,0.0615855,0.02352021,-0.11868531,-0.028202595,-0.061001472,0.014972275,0.10700228,0.0016863218,-0.06708393,-0.023095949,-0.03181649,-0.0040450804,0.111025006,-0.017353933,-0.034005553,-0.025992889,-0.00706503,-0.02194608,0.1031415,-0.03455627,-0.014494029,-0.029760957,0.030210534,-0.03675099,0.09628145,-0.04434816,-0.001320602,-0.028859124,0.071604915,-0.037960444,0.11525628,-0.038201272,0.011138173,-0.017330479,0.086818255
7,0.04446163,0.054871064,0.033981875,-0.121932775,-0.030077804,-0.07591056,0.024664378,0.106805384,0.009313897,-0.071539305,-0.028996516,-0.03977297,0.0025164029,0.11491113,-0.013308761,-0.03682444,-0.03214128,-0.0089326715,-0.018945979,0.10729754,-0.033716805,-0.015092124,-0.035826188,0.03515211,-0.03655269,0.09989684,-0.044276383,0.00010466389,-0.034330055,0.07706116,-0.03768526,0.12406674,-0.037584983,0.014463826,-0.023461975,0.09269488
8,0.03945324,0.05697324,0.02706698,-0.13449341,-0.030910099,-0.07157809,0.017331852,0.11348609,0.0015971712,-0.077109285,-0.026267609,-0.03488824,-0.005812488,0.12007027,-0.02126648,-0.038685724,-0.029055204,-0.0020031612,-0.027911432,0.11118915,-0.041578054,-0.015451529,-0.031846095,0.045323115,-0.045732707,0.10562005,-0.050338324,0.00011484357,-0.028347813,0.08471006,-0.044995774,0.13733953,-0.04345521,0.015026802,-0.016994938,0.10844233
9,0.04720241,0.051563393,0.033748742,-0.13940193,-0.041297387,-0.077259116,0.023044975,0.11081733,0.0058428515,-0.07952481,-0.03492602,-0.03890896,-0.002615326,0.120412566,-0.019975653,-0.03860862,-0.03669124,-0.002983354,-0.027565474,0.11158032,-0.042677764,-0.013264695,-0.039246745,0.046699245,-0.047623668,0.107152306,-0.05180235,0.004132398,-0.03649351,0.0815592,-0.047590263,0.14314337,-0.047111508,0.021449948,-0.028115988,0.11081394
10,0.050327085,0.049663994,0.035274215,-0.15077494,-0.04493124,-0.07580001,0.024776231,0.109255694,0.0074016675,-0.086292125,-0.034972206,-0.03872438,-0.0017085054,0.11835928,-0.019208526,-0.042784534,-0.03526304,-0.00096972456,-0.027799172,0.10879122,-0.042056166,-0.016239999,-0.036398955,0.050025705,-0.048193693,0.107189566,-0.04896097,0.0017413469,-0.033257138,0.07984976,-0.045900814,0.14890648,-0.04271251,0.020129696,-0.026690967,0.11293816
