Epoch,Layer0_theta_1,Layer0_r,Layer0_theta_2,Layer0_bx,Layer0_bp,Layer0_kappa,Layer1_theta_1,Layer1_r,Layer1_theta_2,Layer1_bx,Layer1_bp,Layer1_kappa,Layer2_theta_1,Layer2_r,Layer2_theta_2,Layer2_bx,Layer2_bp,Layer2_kappa,Layer3_theta_1,Layer3_r,Layer3_theta_2,Layer3_bx,Layer3_bp,Layer3_kappa,Layer4_theta_1,Layer4_r,Layer4_theta_2,Layer4_bx,Layer4_bp,Layer4_kappa,Layer5_theta_1,Layer5_r,Layer5_theta_2,Layer5_bx,Layer5_bp,Layer5_kappa
1,-0.041323636,0.046061903,-0.041081373,0.046946052,-0.041240025,0.043568436,-0.04108023,0.047619138,-0.04095453,0.046698485,-0.04236317,0.042889062,-0.0408679,0.048219845,-0.04088679,0.04720074,-0.043241072,0.041808136,-0.040740754,0.04818718,-0.04092198,0.048211064,-0.04334325,0.041404396,-0.040815853,0.047350604,-0.04107232,0.049008455,-0.04334695,0.042012714,-0.041086588,0.045858815,-0.04124722,0.04940249,-0.043345332,0.04272606
2,-0.053178903,0.08428012,-0.049203895,0.066584304,-0.07149989,0.04744473,-0.048446205,0.08466735,-0.049436554,0.063470826,-0.08275174,0.050777905,-0.047579072,0.07681212,-0.049613196,0.07127928,-0.088828996,0.0439181,-0.047317762,0.07155397,-0.049696203,0.08453208,-0.08975746,0.04043423,-0.048359536,0.0641356,-0.049859527,0.09245373,-0.09000679,0.041015398,-0.050258648,0.062991105,-0.049472954,0.095912196,-0.0894821,0.03939589
3,-0.04359787,0.11599625,-0.03525176,0.08108503,-0.103205405,0.025334496,-0.03385446,0.11168214,-0.035557315,0.07537137,-0.114934735,0.038681686,-0.03304061,0.093889356,-0.03689592,0.08797928,-0.123086765,0.02974762,-0.03364045,0.08274901,-0.038666867,0.111736126,-0.1258849,0.025474032,-0.036849197,0.06511657,-0.039998453,0.12665273,-0.12870598,0.0251024,-0.04118771,0.065469064,-0.038731046,0.1344458,-0.12756738,0.017500736
4,-0.044833202,0.13628612,-0.031124368,0.09892879,-0.12237666,0.012084994,-0.03056351,0.12951861,-0.03295697,0.09062174,-0.12773034,0.038735144,-0.03173108,0.10354783,-0.036019422,0.09954542,-0.13396089,0.037880514,-0.03330812,0.09287429,-0.03828505,0.12445127,-0.13996598,0.031426687,-0.03631649,0.072791524,-0.03984529,0.14246869,-0.14807181,0.024094192,-0.040673535,0.07323044,-0.038118504,0.1546867,-0.15141392,0.011497599
5,-0.056819174,0.14764015,-0.038025144,0.116260156,-0.13460407,0.012314868,-0.038677916,0.13832104,-0.04132263,0.105938114,-0.1311606,0.051066663,-0.04195519,0.110557854,-0.044809386,0.107822455,-0.13161305,0.0590167,-0.04343422,0.10530532,-0.04674958,0.12818855,-0.14085872,0.050201405,-0.04482135,0.0873491,-0.04814605,0.14654611,-0.15682629,0.031995606,-0.047616877,0.0869423,-0.046282303,0.16351292,-0.16857894,0.015874514
6,-0.064197764,0.1494632,-0.03991228,0.13000567,-0.15379737,0.008405917,-0.04069972,0.13794537,-0.039271556,0.1220327,-0.14487502,0.039212182,-0.041299887,0.118366785,-0.041757893,0.12349584,-0.13253121,0.056957234,-0.04316735,0.1091712,-0.045598727,0.13540824,-0.1350747,0.056848057,-0.04597559,0.094901115,-0.048234206,0.14872831,-0.15627423,0.027397186,-0.04760893,0.09409153,-0.047379848,0.16970252,-0.18122788,0.0044720997
7,-0.07256142,0.144681,-0.04460665,0.14122641,-0.17370021,0.012561709,-0.04502938,0.13111567,-0.03823393,0.13404931,-0.16447827,0.027869904,-0.040286697,0.12783563,-0.035337582,0.14020078,-0.14195873,0.038561504,-0.03866127,0.113752276,-0.04247831,0.14838591,-0.13317855,0.055921942,-0.046024207,0.09761793,-0.048173796,0.1532997,-0.14942227,0.026760098,-0.049510084,0.09791838,-0.05035178,0.17410974,-0.18627891,-0.0016667056
8,-0.07766994,0.14252415,-0.04758932,0.1528283,-0.18769863,0.005107053,-0.048617568,0.1257095,-0.04070119,0.14578743,-0.17313744,0.024766026,-0.044079095,0.13137428,-0.037967645,0.15246858,-0.14343551,0.039995905,-0.04347244,0.11316966,-0.04711826,0.15580462,-0.12775187,0.0680644,-0.053252436,0.10599338,-0.054033875,0.15400708,-0.14394617,0.031672735,-0.056201044,0.10529761,-0.05886969,0.17522807,-0.18857218,0.005337164
9,-0.0813934,0.13978164,-0.051116843,0.16368487,-0.20175643,0.00035345764,-0.052627493,0.118987545,-0.04493743,0.15588832,-0.18128116,0.027977688,-0.049355842,0.13219044,-0.041891746,0.16125475,-0.14654554,0.04243002,-0.048546493,0.114341,-0.05101699,0.16305253,-0.12694466,0.07335507,-0.058831066,0.11286165,-0.05926215,0.15657479,-0.13993679,0.036688425,-0.06265868,0.111832365,-0.06689684,0.17564118,-0.1867622,0.013322231
10,-0.08290427,0.13407949,-0.053447183,0.17299749,-0.21551925,-0.0010474373,-0.055202298,0.11000922,-0.047349606,0.16391125,-0.19022936,0.03179337,-0.052291512,0.13157678,-0.041342966,0.16746764,-0.15199898,0.036258563,-0.0482274,0.11928267,-0.049087595,0.17024466,-0.12998511,0.06468928,-0.057795048,0.114264905,-0.059168044,0.16068283,-0.13720332,0.034563288,-0.064041466,0.11560243,-0.0687896,0.17574322,-0.18292993,0.009298292
