Epoch,Layer0_theta_1,Layer0_r,Layer0_theta_2,Layer0_bx,Layer0_bp,Layer0_gamma,Layer1_theta_1,Layer1_r,Layer1_theta_2,Layer1_bx,Layer1_bp,Layer1_gamma,Layer2_theta_1,Layer2_r,Layer2_theta_2,Layer2_bx,Layer2_bp,Layer2_gamma,Layer3_theta_1,Layer3_r,Layer3_theta_2,Layer3_bx,Layer3_bp,Layer3_gamma,Layer4_theta_1,Layer4_r,Layer4_theta_2,Layer4_bx,Layer4_bp,Layer4_gamma,Layer5_theta_1,Layer5_r,Layer5_theta_2,Layer5_bx,Layer5_bp,Layer5_gamma
1,0.073711336,0.02672909,0.073688224,0.07787336,0.06760687,0.06565463,0.07374023,0.03430201,0.07376662,0.07732127,0.026709905,0.046013173,0.073786244,0.047595076,0.07384588,0.076178335,0.00077668857,0.0027783685,0.07385818,0.061042503,0.07391364,0.0746842,-0.008395486,-0.008730354,0.07394987,0.069115825,0.073974244,0.07325432,-0.018239103,-0.014580631,0.07406791,0.07227822,0.07405747,0.07357863,-0.06540274,0.0019056698
2,0.12143637,-0.034250475,0.12129328,0.13396491,0.14365444,0.12882566,0.123640165,-0.017490616,0.12262424,0.13010669,0.07851529,0.107936226,0.122144885,0.024001855,0.11913608,0.12528472,0.022630315,0.046414874,0.11782853,0.06333673,0.11220858,0.12741151,-0.0054566264,0.014007968,0.11107396,0.08422257,0.1024512,0.13262987,-0.033217873,0.0026243804,0.10094011,0.09540469,0.091116525,0.13846765,-0.123196825,0.0034925586
3,0.09998884,-0.07690016,0.099876,0.15964083,0.183567,0.11583487,0.10839329,-0.054441087,0.10584515,0.15159814,0.11745288,0.11043295,0.105328344,0.009625593,0.098067164,0.14134388,0.062419098,0.07923991,0.09553316,0.051685233,0.08410411,0.15094337,0.03091997,0.044487163,0.0824677,0.06868052,0.06607255,0.16611458,-0.0057164137,0.024791472,0.063880004,0.08787535,0.045666803,0.17636453,-0.13489313,0.0035014148
4,0.10589219,-0.0833031,0.102690205,0.16937307,0.1820283,0.114980854,0.11160507,-0.05667525,0.10562508,0.15722668,0.121601686,0.15559418,0.10132296,0.01180684,0.09302213,0.14436792,0.07305471,0.13211001,0.08996021,0.023125779,0.07917318,0.16135822,0.03797058,0.07035467,0.0783341,0.03912392,0.059639,0.17777857,-0.0037657677,0.043307077,0.057381485,0.08168132,0.034747273,0.1842032,-0.14245102,0.002770503
5,0.11759513,-0.08142123,0.11199178,0.17320022,0.17241248,0.09687405,0.12118718,-0.05348578,0.112911075,0.15911876,0.11730405,0.18663356,0.10326612,0.03316243,0.09491614,0.14022323,0.08548383,0.19307853,0.08666119,0.021262836,0.0778601,0.16091183,0.06255481,0.12591074,0.075011455,0.019476669,0.05710252,0.18006249,0.022410236,0.07245243,0.05373046,0.07325972,0.030738745,0.18240316,-0.122507475,0.0022246276
6,0.117542416,-0.0807,0.11228106,0.17342064,0.16339022,0.09330906,0.12146019,-0.051937263,0.113087825,0.15932108,0.103213035,0.1730798,0.10459333,0.030845722,0.094781965,0.14240628,0.070243895,0.17338805,0.08956073,0.016595077,0.08057342,0.16368407,0.049986307,0.101991236,0.0786101,0.02128257,0.060274437,0.17949602,0.009386813,0.060010757,0.05707388,0.07962356,0.032228805,0.18264501,-0.1499233,0.0018682815
7,0.11539233,-0.08263294,0.11157191,0.1735005,0.15648937,0.082020134,0.12179708,-0.05281714,0.11437945,0.15969478,0.092276484,0.15153648,0.10714846,0.034321867,0.09604209,0.1425832,0.060753196,0.15466763,0.09090184,0.02852673,0.08163712,0.16173968,0.05075288,0.09227999,0.078390956,0.031686086,0.0601208,0.17636102,0.01221857,0.053054847,0.056383617,0.08453505,0.031391446,0.18157358,-0.16277018,0.002348795
8,0.11970753,-0.08121675,0.11588094,0.17323141,0.1458996,0.078624986,0.12646288,-0.051518727,0.11900467,0.15883403,0.08139075,0.15677598,0.11119347,0.03836931,0.10032526,0.14087908,0.054173443,0.16149612,0.0949429,0.030016009,0.08639434,0.16034244,0.04982651,0.095971905,0.08290113,0.02876938,0.06513604,0.17475745,0.011925834,0.05321698,0.06121353,0.081744224,0.03651496,0.17964531,-0.16753364,0.0025496234
9,0.12250794,-0.08043936,0.11886991,0.17241128,0.13357982,0.07077074,0.12996987,-0.050521582,0.122571275,0.15701099,0.07099725,0.16192393,0.113701515,0.043957993,0.103187665,0.13733187,0.05005766,0.17115709,0.09646475,0.033510193,0.088651046,0.15710779,0.052186433,0.10355524,0.08437038,0.026239796,0.06720992,0.17224362,0.016069848,0.053946707,0.062926225,0.07854385,0.03885037,0.1764539,-0.16469969,0.0023634508
10,0.122745894,-0.07975199,0.119887725,0.17115436,0.1246688,0.066317864,0.1313059,-0.048918206,0.124213435,0.1548067,0.06400471,0.15876979,0.115184374,0.0451487,0.10455932,0.13493586,0.045647547,0.16773498,0.097415194,0.036621206,0.08967509,0.15475588,0.051078275,0.09854623,0.08474774,0.029194605,0.0677735,0.16979401,0.01699491,0.045754746,0.06318669,0.08059541,0.039282724,0.17387418,-0.16535503,0.0019838812
11,0.123156905,-0.07805412,0.121056825,0.16965382,0.11905122,0.0671302,0.13241486,-0.046231065,0.12548576,0.15244374,0.06066599,0.15610397,0.11653024,0.042916674,0.10587599,0.13361748,0.042499486,0.16111396,0.099125795,0.035771336,0.09129683,0.15393236,0.0480135,0.08799232,0.0861353,0.0317445,0.0690911,0.16821036,0.015863752,0.036098678,0.06427335,0.08415984,0.040049333,0.17186095,-0.16778816,0.0017834732
12,0.1226769,-0.078363776,0.12137884,0.16862853,0.11466602,0.06530528,0.13292745,-0.045615654,0.12629957,0.15063493,0.05885655,0.15329367,0.11738578,0.04191892,0.10660843,0.13207056,0.041734032,0.15638784,0.09968466,0.036772624,0.09178325,0.15273327,0.04849638,0.08118501,0.08614122,0.033985466,0.06907448,0.16686338,0.018093016,0.029261574,0.06396463,0.08640382,0.03947846,0.17024529,-0.16862015,0.0012544068
