Epoch,Layer0_theta_1,Layer0_r,Layer0_theta_2,Layer0_bx,Layer0_bp,Layer0_gamma,Layer1_theta_1,Layer1_r,Layer1_theta_2,Layer1_bx,Layer1_bp,Layer1_gamma,Layer2_theta_1,Layer2_r,Layer2_theta_2,Layer2_bx,Layer2_bp,Layer2_gamma,Layer3_theta_1,Layer3_r,Layer3_theta_2,Layer3_bx,Layer3_bp,Layer3_gamma,Layer4_theta_1,Layer4_r,Layer4_theta_2,Layer4_bx,Layer4_bp,Layer4_gamma,Layer5_theta_1,Layer5_r,Layer5_theta_2,Layer5_bx,Layer5_bp,Layer5_gamma
1,0.073738635,0.04297465,0.07376191,0.07669505,0.060909424,0.07156172,0.0739134,0.049251154,0.073963396,0.07564842,0.019150708,0.060798164,0.074071325,0.05867168,0.07411881,0.07380646,-0.00022955891,0.008031137,0.07419419,0.06656047,0.074183345,0.0717334,-0.010121514,-0.0109601915,0.07425187,0.07118767,0.07414265,0.07004723,-0.021095654,-0.019399494,0.07420773,0.07323884,0.07402527,0.07029238,-0.06452243,0.00037709362
2,0.1251562,-0.007233311,0.12532996,0.13091479,0.13553,0.14256765,0.12751478,0.014731688,0.12599915,0.12358621,0.064834766,0.13173938,0.12543939,0.055787563,0.12196777,0.11730421,0.0131692095,0.061364703,0.120831124,0.08000217,0.115219004,0.12060589,-0.013269713,0.00919953,0.114154674,0.09124565,0.10586984,0.12571031,-0.03318989,-0.0014234311,0.10413297,0.10200813,0.09574981,0.12993757,-0.10845243,-0.00061015703
3,0.10915878,-0.042292383,0.10927816,0.15408868,0.18237391,0.16270538,0.1161723,-0.0032775046,0.111994505,0.13785931,0.11590981,0.16801885,0.109466136,0.053207457,0.10236646,0.13051638,0.0632343,0.11333724,0.099674895,0.06410171,0.08955922,0.14728193,0.030727834,0.052653108,0.08766494,0.07151381,0.07243487,0.16049024,0.007339698,0.034715537,0.06948025,0.09537312,0.053891767,0.16249558,-0.084850736,-0.0018746295
4,0.1117706,-0.04691483,0.10968954,0.16237375,0.18482138,0.19400612,0.11274421,0.001787882,0.107231684,0.13842855,0.12820187,0.23282324,0.10009739,0.03771797,0.09534257,0.13873573,0.07882559,0.17777053,0.09553185,0.021101203,0.08582856,0.16603144,0.028342476,0.072804585,0.08625728,0.03648671,0.06800864,0.17699704,0.0024993862,0.038172744,0.06540957,0.08063347,0.04636008,0.17109726,-0.07902998,-0.0020197777
5,0.11213672,-0.047093607,0.10878976,0.16523178,0.1782544,0.19669546,0.110595696,0.008424808,0.1043262,0.13548139,0.13195604,0.25785545,0.09215611,0.039337333,0.08907878,0.13627852,0.09314137,0.2190423,0.0860064,0.008220768,0.07703855,0.16767676,0.044869132,0.10819782,0.07643501,0.020891808,0.057526775,0.17882836,0.023278669,0.054631386,0.054032385,0.073296025,0.034322172,0.16841297,-0.050805993,-0.0016637365
6,0.10469099,-0.052565232,0.1018178,0.1648966,0.16546069,0.18062288,0.10397306,0.0065719327,0.096960746,0.13318437,0.12348923,0.23873179,0.086180665,0.029497277,0.08235781,0.13755924,0.08673342,0.19010825,0.080709554,-0.00030144682,0.07163166,0.16824292,0.040653825,0.08181981,0.07092818,0.018713027,0.050883185,0.1767573,0.025212275,0.052653253,0.0470395,0.073119454,0.025658906,0.16685545,-0.049773604,-0.0017895673
7,0.11158889,-0.05647157,0.10860247,0.16823809,0.16181608,0.16808482,0.11105628,0.005387234,0.10402949,0.1343807,0.122957565,0.23334554,0.09158292,0.031009963,0.088169254,0.13769287,0.09192485,0.19016121,0.083990164,-0.00084163283,0.0751555,0.16879901,0.0479954,0.08326676,0.0728593,0.018644877,0.052727405,0.17727226,0.03236314,0.05548172,0.047975317,0.076383516,0.026458342,0.16645156,-0.044418745,-0.0015744478
8,0.11839536,-0.05755169,0.11495449,0.16955206,0.15673319,0.16008681,0.11671946,0.004891059,0.10979863,0.13439606,0.1203465,0.23135218,0.095629044,0.03025966,0.092716634,0.13779266,0.09170217,0.1906557,0.087006524,-0.0039860476,0.078364074,0.17018977,0.045237448,0.07962208,0.07560395,0.017262131,0.0554881,0.17845023,0.02742285,0.04592218,0.050633457,0.07949961,0.028986208,0.166182,-0.04728613,-0.0015203399
9,0.12077126,-0.057694767,0.117032625,0.16856812,0.14786187,0.14871661,0.11838538,0.0044291667,0.11149412,0.13252677,0.1143627,0.22237666,0.096018985,0.029358262,0.09322865,0.13575894,0.088023216,0.18511392,0.08554752,-0.0032787928,0.07683586,0.16796947,0.042663675,0.076778285,0.073400274,0.019039124,0.053225096,0.17625216,0.025309792,0.036942396,0.048202217,0.083083116,0.026476094,0.16350245,-0.045847088,-0.0014772486
10,0.1250328,-0.057434075,0.12076434,0.16862413,0.14530204,0.14435303,0.121414915,0.0043045105,0.11463714,0.1319123,0.11401476,0.22293176,0.09753943,0.029470194,0.095169835,0.1349586,0.08898314,0.18948193,0.085878484,-0.0044566123,0.07715626,0.16808295,0.041968558,0.07884019,0.07332701,0.01815647,0.053245757,0.17665727,0.023123128,0.029540552,0.04818796,0.085308015,0.026544357,0.16257834,-0.045088366,-0.0012311201
