Epoch,Layer0_theta_1,Layer0_r,Layer0_theta_2,Layer0_bx,Layer0_bp,Layer0_gamma,Layer1_theta_1,Layer1_r,Layer1_theta_2,Layer1_bx,Layer1_bp,Layer1_gamma,Layer2_theta_1,Layer2_r,Layer2_theta_2,Layer2_bx,Layer2_bp,Layer2_gamma,Layer3_theta_1,Layer3_r,Layer3_theta_2,Layer3_bx,Layer3_bp,Layer3_gamma,Layer4_theta_1,Layer4_r,Layer4_theta_2,Layer4_bx,Layer4_bp,Layer4_gamma,Layer5_theta_1,Layer5_r,Layer5_theta_2,Layer5_bx,Layer5_bp,Layer5_gamma
1,0.041405857,0.038698666,0.041466143,-0.043549027,-0.03915046,-0.040746264,0.04122045,0.04438466,0.041339695,-0.042905398,-0.039474852,-0.0402776,0.041056942,0.044781692,0.041186433,-0.04265794,-0.040187705,-0.040386148,0.04083102,0.044885706,0.040945347,-0.04259615,-0.040673267,-0.04071017,0.020685395,0.04502703,0.020762188,-0.042854037,-0.041659746,-0.041065313,0.019967768,0.04532125,0.019983137,-0.0431198,-0.043588284,-0.041458953
2,0.028944932,0.014477877,0.029919563,-0.052276634,-0.009898089,-0.029962813,0.027270198,0.034344982,0.028912235,-0.044011068,-0.010401897,-0.027022008,0.02653763,0.036438026,0.028077245,-0.040432863,-0.011755528,-0.029432636,0.025299182,0.037786137,0.026340108,-0.038544506,-0.0126660615,-0.034397848,0.0029812292,0.04182111,0.0033355434,-0.03650585,-0.015840136,-0.03900238,-0.0009804317,0.052273575,-0.0013207672,-0.033843555,-0.025402026,-0.045565438
3,0.026488949,-0.008086985,0.02855407,-0.060584597,0.014716625,-0.02591683,0.022533853,0.02312644,0.025897192,-0.043110058,0.01261111,-0.021775847,0.020675246,0.026922328,0.023715995,-0.03565834,0.009591065,-0.027665187,0.017840367,0.029653173,0.019825825,-0.031694014,0.006978263,-0.03818301,-0.0072743143,0.037490033,-0.0066173556,-0.027594918,0.0009837631,-0.047296166,-0.015291181,0.057838317,-0.01582246,-0.022828579,-0.016154595,-0.058696188
4,0.04359934,-0.0091740815,0.046936464,-0.079244204,0.02388117,-0.038743902,0.037354443,0.03106257,0.042552643,-0.054436944,0.018545687,-0.035343986,0.03412559,0.035207804,0.038768392,-0.043452755,0.012884835,-0.045476124,0.02925913,0.038157493,0.03228284,-0.037492078,0.0076896213,-0.061530195,0.0006252744,0.048458565,0.0016570385,-0.03214375,-0.0024456526,-0.0748615,-0.0126581425,0.07594907,-0.013242293,-0.027068054,-0.030791925,-0.08963945
5,0.054847136,-0.007496484,0.058855046,-0.093016945,0.040559944,-0.039280646,0.046750113,0.03648531,0.053632062,-0.059774596,0.031599782,-0.038098775,0.042954784,0.040101543,0.049186293,-0.04478933,0.022847986,-0.05278514,0.03713195,0.042821106,0.0413284,-0.036490347,0.014108529,-0.07448058,0.0063837552,0.054776713,0.008090081,-0.029475406,-0.0011994198,-0.092586614,-0.010734438,0.088005885,-0.011033392,-0.023225706,-0.03726853,-0.11103658
6,0.055810817,-0.007525393,0.059921168,-0.099197835,0.06628939,-0.024895383,0.046378296,0.03681667,0.054729532,-0.05699429,0.054755062,-0.026126023,0.042841226,0.03958016,0.050645053,-0.037699904,0.043753974,-0.04463934,0.037239466,0.041898232,0.042794872,-0.026855268,0.032144405,-0.07106252,0.0059685493,0.05497824,0.008737653,-0.017788552,0.012221115,-0.09354767,-0.013137071,0.09282312,-0.012762512,-0.009406568,-0.02696314,-0.11599986
7,0.058303516,0.003402216,0.06250754,-0.11176077,0.07415123,-0.01987501,0.04684129,0.044251043,0.05641723,-0.06273575,0.060684584,-0.023585385,0.042653702,0.04523568,0.05183829,-0.03964935,0.048059694,-0.04485247,0.036641568,0.046624742,0.043520622,-0.026319241,0.033958368,-0.074377365,0.0048661698,0.060448337,0.008882108,-0.0153908795,0.009474934,-0.10011213,-0.015240474,0.10160352,-0.013813944,-0.0056601753,-0.036065087,-0.12606165
8,0.06197696,0.016726106,0.06629646,-0.12782304,0.071020305,-0.022529475,0.047916606,0.05379695,0.058444377,-0.073335804,0.056468207,-0.027794985,0.042316627,0.05324491,0.052646615,-0.04676845,0.043006916,-0.050604466,0.03535352,0.053805023,0.04342993,-0.031046556,0.027200626,-0.08173079,0.0029815352,0.068331584,0.008265285,-0.01846138,-0.001024576,-0.109382935,-0.017523648,0.11199246,-0.01487409,-0.007905466,-0.05342529,-0.13761982
9,0.06309804,0.019702777,0.06742556,-0.14135343,0.077969424,-0.020399068,0.04700798,0.056669235,0.058312923,-0.07936044,0.06361544,-0.025475115,0.040576182,0.056722768,0.052016616,-0.048477035,0.050334252,-0.049089864,0.03337696,0.057569314,0.042707402,-0.030047392,0.03428041,-0.08121366,0.0011106736,0.07295027,0.007784231,-0.015607034,0.003824382,-0.110082224,-0.019359358,0.11837215,-0.015273086,-0.0036437914,-0.051341273,-0.13996282
10,0.062191907,0.018749611,0.06634952,-0.153474,0.087803654,-0.016947288,0.04426506,0.05699743,0.056021955,-0.08349428,0.074900806,-0.020186251,0.03713131,0.05853611,0.049526855,-0.0481193,0.062650405,-0.043672893,0.030009512,0.060143698,0.04057583,-0.026954137,0.04745583,-0.0760036,-0.0017129544,0.07635128,0.006434094,-0.010675308,0.016021313,-0.105351575,-0.021608096,0.12289138,-0.01593531,0.0028516005,-0.039725598,-0.13639462
