Epoch,Layer0_theta_1,Layer0_r,Layer0_theta_2,Layer0_bx,Layer0_bp,Layer0_gamma,Layer1_theta_1,Layer1_r,Layer1_theta_2,Layer1_bx,Layer1_bp,Layer1_gamma,Layer2_theta_1,Layer2_r,Layer2_theta_2,Layer2_bx,Layer2_bp,Layer2_gamma,Layer3_theta_1,Layer3_r,Layer3_theta_2,Layer3_bx,Layer3_bp,Layer3_gamma,Layer4_theta_1,Layer4_r,Layer4_theta_2,Layer4_bx,Layer4_bp,Layer4_gamma,Layer5_theta_1,Layer5_r,Layer5_theta_2,Layer5_bx,Layer5_bp,Layer5_gamma
1,0.07471751,0.080130555,0.07418699,0.06733627,-0.056787346,-0.06316016,0.072269715,0.07973415,0.07151432,0.06812169,-0.056979712,-0.06165774,0.06970119,0.0789406,0.06918677,0.06876531,-0.057134777,-0.060994916,0.06869718,0.07885146,0.06852568,0.06919503,-0.057243697,-0.058796514,0.067903236,0.07945418,0.06776751,0.06945537,-0.05731206,-0.05453765,0.06688649,0.08000975,0.066595085,0.06958275,0.0007908538,0.0007908538
2,0.08651038,0.15087466,0.08203617,0.057428505,-0.004495825,-0.031843137,0.06991961,0.12358953,0.06379265,0.051851436,-0.005034844,-0.02871463,0.054116715,0.103102006,0.050914474,0.04819826,-0.005328575,-0.028283212,0.04927296,0.10332846,0.047751345,0.045390695,-0.0055380757,-0.018412355,0.04634968,0.12215839,0.04549624,0.044461552,-0.005757505,-0.005422551,0.04363341,0.146641,0.04207066,0.043755222,0.0007908538,0.0007908538
3,0.11513579,0.20410983,0.10201275,0.047965594,0.026673071,-0.020560518,0.0825135,0.16472873,0.070555426,0.039288696,0.026232217,-0.006168933,0.055054437,0.1319011,0.049586184,0.033351034,0.02601771,-0.0027619419,0.046498038,0.13143545,0.044841465,0.028879447,0.025872108,0.011170201,0.042339984,0.16033107,0.043789323,0.027340507,0.02569893,0.02714146,0.040808793,0.19579984,0.043796957,0.026471626,0.0007908538,0.0007908538
4,0.15126093,0.23937699,0.12944,0.04738393,0.03567835,-0.03207558,0.105219215,0.19981425,0.08872216,0.038604412,0.03581258,-0.00460386,0.068922654,0.16121209,0.06267282,0.032202817,0.035842516,0.0042418544,0.058610022,0.15943754,0.058495972,0.027445173,0.03583145,0.022317687,0.055134825,0.19125389,0.06093142,0.026371878,0.03579007,0.041001488,0.057077907,0.22740726,0.067488626,0.026514003,0.0007908538,0.0007908538
5,0.14808463,0.25393957,0.12856413,0.044776056,0.051748645,-0.011454054,0.1034927,0.2057078,0.08729673,0.03312587,0.051279746,0.011081673,0.06695032,0.16441569,0.060116332,0.025258623,0.05125588,0.017685287,0.056092396,0.16356377,0.055053033,0.019347286,0.05154662,0.0357354,0.051574275,0.19971277,0.05596681,0.017066719,0.0520345,0.055062223,0.05224872,0.24156934,0.060669422,0.015740052,0.0007908538,0.0007908538
6,0.14861636,0.26080772,0.12885937,0.046309777,0.050649855,-0.018116904,0.10289495,0.20959793,0.08604228,0.03480876,0.050687674,0.0077682096,0.06522762,0.16659288,0.05760061,0.027114835,0.05084935,0.015991958,0.053470645,0.16579233,0.05141579,0.02143938,0.05120669,0.035350755,0.047794525,0.20359325,0.050642155,0.019763628,0.05174247,0.05577464,0.04636563,0.24837811,0.052263368,0.019405065,0.0007908538,0.0007908538
7,0.15067375,0.26386204,0.12984718,0.048882354,0.044370595,-0.031886015,0.10309587,0.21232851,0.08532434,0.0384866,0.04517758,-0.00081500335,0.06411202,0.16831316,0.055752665,0.031456966,0.04557664,0.009934503,0.051475465,0.16727701,0.04857872,0.026414525,0.045929775,0.030799706,0.044818733,0.20551051,0.04639505,0.025808327,0.04637624,0.052294917,0.041429505,0.25159693,0.045101777,0.027015308,0.0007908538,0.0007908538
8,0.14828072,0.2647778,0.12800676,0.04901079,0.04464317,-0.0319473,0.10111837,0.2114851,0.08319277,0.038406327,0.04545326,-0.0011275875,0.06211737,0.16722651,0.05326458,0.03133845,0.045828212,0.009585965,0.049061917,0.1665164,0.045388315,0.026286054,0.04613849,0.030550886,0.041686505,0.20558757,0.041968904,0.025703076,0.046515748,0.052164733,0.036936983,0.25315914,0.038526405,0.026942516,0.0007908538,0.0007908538
9,0.15098397,0.26649076,0.12974717,0.04843974,0.04601059,-0.0300458,0.1026607,0.21305573,0.08428953,0.037648503,0.04668073,0.00023895227,0.06310862,0.16869494,0.054137506,0.030429302,0.046991035,0.010654783,0.049960375,0.16802615,0.04633839,0.025238536,0.047262296,0.031456076,0.042671993,0.20729764,0.043227486,0.024456281,0.047587164,0.052916624,0.038288195,0.25488037,0.040521584,0.025416493,0.0007908538,0.0007908538
10,0.15254793,0.26731595,0.13074552,0.0480016,0.047067236,-0.028334992,0.10355241,0.21382019,0.08489117,0.03705802,0.047624286,0.0013652787,0.06366928,0.16948049,0.054601226,0.029722702,0.047886234,0.011482185,0.050450657,0.1688874,0.04682876,0.024424227,0.04813324,0.032121036,0.043195806,0.20831397,0.043871805,0.02348076,0.048428554,0.053450957,0.03901263,0.25591487,0.041576434,0.02421265,0.0007908538,0.0007908538
