Epoch,Layer0_theta_1,Layer0_r,Layer0_theta_2,Layer0_bx,Layer0_bp,Layer0_gamma,Layer1_theta_1,Layer1_r,Layer1_theta_2,Layer1_bx,Layer1_bp,Layer1_gamma,Layer2_theta_1,Layer2_r,Layer2_theta_2,Layer2_bx,Layer2_bp,Layer2_gamma,Layer3_theta_1,Layer3_r,Layer3_theta_2,Layer3_bx,Layer3_bp,Layer3_gamma,Layer4_theta_1,Layer4_r,Layer4_theta_2,Layer4_bx,Layer4_bp,Layer4_gamma,Layer5_theta_1,Layer5_r,Layer5_theta_2,Layer5_bx,Layer5_bp,Layer5_gamma
1,0.07649585,0.07999645,0.07617982,0.0737789,-0.066384606,-0.07223138,0.07474568,0.08026762,0.074340075,0.07453418,-0.06651354,-0.07102847,0.07344105,0.079944156,0.07295677,0.0749114,-0.06660669,-0.06951029,0.07231439,0.07988503,0.07239024,0.075195216,-0.06667166,-0.067456275,0.07205851,0.08009886,0.07205992,0.07549,-0.0667105,-0.06422669,0.07168115,0.080189764,0.07168253,0.075678416,0.0007908538,0.0007908538
2,0.0910147,0.15557946,0.08647779,0.078985564,-0.03097847,-0.05744147,0.07741906,0.12609707,0.07206104,0.07232837,-0.031421073,-0.05327293,0.06574101,0.103746645,0.06181616,0.067031056,-0.031695377,-0.04949678,0.059142742,0.10463669,0.05844064,0.06363918,-0.03182269,-0.043539252,0.05811941,0.12502247,0.05752263,0.06232223,-0.031932715,-0.026380034,0.056887135,0.15184368,0.056521557,0.06184474,0.0007908538,0.0007908538
3,0.11051648,0.20751938,0.09720937,0.07474344,-0.004075543,-0.051536668,0.083018534,0.16195595,0.07206285,0.06436031,-0.0045174947,-0.036624625,0.062622055,0.12326605,0.05646035,0.05601101,-0.0048410613,-0.026704615,0.05297327,0.12416757,0.052262828,0.050653774,-0.0050078062,-0.018257596,0.05186612,0.15827623,0.05356485,0.048570387,-0.005141122,0.0056355186,0.052288417,0.20033665,0.055373088,0.0482515,0.0007908538,0.0007908538
4,0.14085512,0.23803684,0.11851456,0.07576828,0.0016703956,-0.06604422,0.10143206,0.19300918,0.086119495,0.06599239,0.0016108729,-0.039841376,0.07510752,0.14691125,0.068187825,0.057294052,0.0013729826,-0.02197574,0.06427874,0.14687353,0.06515752,0.051738303,0.0011556266,-0.009421361,0.06486865,0.18537615,0.07110979,0.05022186,0.001012115,0.019107997,0.069508374,0.2283904,0.07785934,0.05130716,0.0007908538,0.0007908538
5,0.13575283,0.2542435,0.11428597,0.07512838,0.016920127,-0.044038586,0.0970037,0.19645989,0.08105613,0.06179931,0.016441206,-0.02435687,0.070296645,0.14591108,0.06207004,0.051247567,0.01631793,-0.007866501,0.05879132,0.14698754,0.058017965,0.044440392,0.01657999,0.004311973,0.058124214,0.1912967,0.061828744,0.041700494,0.017002722,0.034876402,0.06028413,0.24361072,0.06304205,0.04136625,0.0007908538,0.0007908538
6,0.14134166,0.25998914,0.118449494,0.07863626,0.0113163935,-0.0594353,0.10015313,0.20254447,0.083659805,0.06626678,0.011565051,-0.033948757,0.07210521,0.15025881,0.06381548,0.056138966,0.011577675,-0.014070764,0.06024794,0.15083532,0.059753478,0.049823288,0.011715885,0.00040123577,0.059802238,0.19584104,0.06426812,0.04814484,0.012144314,0.033041015,0.062280748,0.24875115,0.06562988,0.049617972,0.0007908538,0.0007908538
7,0.13748749,0.2617673,0.11612446,0.081076406,0.009165723,-0.06500331,0.09748792,0.20148292,0.08144716,0.06842519,0.009761079,-0.03820037,0.06959116,0.14842917,0.06111867,0.05826934,0.009845356,-0.017313484,0.05752454,0.14917284,0.056531847,0.0521023,0.009947613,-0.0018538927,0.056590337,0.19531061,0.060049526,0.050856303,0.01039534,0.03190567,0.05783136,0.25078136,0.058922473,0.053087197,0.0007908538,0.0007908538
8,0.1344495,0.26280487,0.114113934,0.08213246,0.009333936,-0.06502953,0.09537073,0.2000617,0.07957526,0.069021165,0.010027153,-0.038637955,0.067660764,0.14661773,0.058965806,0.05870801,0.010151853,-0.017720943,0.05543257,0.14762732,0.05395705,0.052506313,0.010287287,-0.0019928722,0.054047164,0.1946865,0.056589883,0.051322505,0.010797463,0.03228327,0.05428198,0.25215706,0.053603698,0.05370832,0.0007908538,0.0007908538
9,0.1355707,0.2625834,0.11518342,0.08340113,0.0067036753,-0.07021631,0.0961515,0.2007062,0.08039163,0.07076695,0.007656966,-0.0422412,0.068214,0.14726223,0.059590474,0.06068792,0.007837939,-0.020479718,0.05592247,0.14816429,0.054564077,0.054707594,0.007940241,-0.004120752,0.05460626,0.19511077,0.057371344,0.053915642,0.00847485,0.030650493,0.05492524,0.25237012,0.054534525,0.056937225,0.0007908538,0.0007908538
10,0.13539322,0.26266733,0.1150564,0.083641425,0.006592661,-0.0703316,0.09590799,0.20034699,0.08006144,0.07097518,0.0075765206,-0.042466324,0.06783588,0.1469187,0.05907049,0.060892213,0.00776835,-0.0207027,0.055406556,0.14795864,0.053857937,0.054922555,0.00787664,-0.0042750644,0.053904522,0.19520791,0.056365497,0.054166142,0.008427316,0.030620284,0.05389334,0.2529696,0.052979317,0.057252336,0.0007908538,0.0007908538
