Epoch,Layer0_theta_1,Layer0_r,Layer0_theta_2,Layer0_bx,Layer0_bp,Layer0_kappa,Layer1_theta_1,Layer1_r,Layer1_theta_2,Layer1_bx,Layer1_bp,Layer1_kappa,Layer2_theta_1,Layer2_r,Layer2_theta_2,Layer2_bx,Layer2_bp,Layer2_kappa,Layer3_theta_1,Layer3_r,Layer3_theta_2,Layer3_bx,Layer3_bp,Layer3_kappa,Layer4_theta_1,Layer4_r,Layer4_theta_2,Layer4_bx,Layer4_bp,Layer4_kappa,Layer5_theta_1,Layer5_r,Layer5_theta_2,Layer5_bx,Layer5_bp,Layer5_kappa
1,-0.035223734,0.03667689,-0.035118435,0.044738546,-0.04150269,0.037084643,-0.03487534,0.038114093,-0.034560174,0.045406613,-0.042887967,0.034830377,-0.034276392,0.04097505,-0.03392583,0.0468015,-0.043936267,0.032813024,-0.0336761,0.042855456,-0.0335416,0.048362486,-0.044282712,0.031325333,-0.03344526,0.042569086,-0.033588905,0.04945335,-0.044317298,0.031311933,-0.03373422,0.040865198,-0.033961214,0.05002137,-0.04438715,0.03240047
2,-0.03626434,0.03242718,-0.036081,0.0599306,-0.06966075,0.034302566,-0.034885768,0.043638177,-0.03298224,0.06096288,-0.08129846,0.023326872,-0.031157,0.059088,-0.029181868,0.070683405,-0.08810376,0.014222953,-0.027421724,0.063251846,-0.027102001,0.08282938,-0.089799955,0.010355189,-0.026242452,0.054549344,-0.027202873,0.090341985,-0.09017723,0.010096664,-0.027817003,0.044838317,-0.028494889,0.09365606,-0.09040105,0.013041148
3,-0.04602372,0.018512994,-0.04715359,0.07157472,-0.08135096,0.05856984,-0.045948725,0.032784477,-0.042964455,0.067462005,-0.096786365,0.04039137,-0.040238056,0.06587754,-0.035299275,0.07761779,-0.10951784,0.022706507,-0.031863887,0.08066167,-0.029476695,0.096134834,-0.11531878,0.012854095,-0.027049437,0.067838736,-0.027783973,0.10997503,-0.11798303,0.006554159,-0.027692657,0.050775554,-0.028710319,0.11705232,-0.11808702,0.008553231
4,-0.044671245,0.0015664827,-0.047041077,0.07756271,-0.08320255,0.07082657,-0.046193127,0.016034681,-0.04275314,0.0683431,-0.099894896,0.04925094,-0.039661568,0.061221316,-0.032133188,0.07706386,-0.117581435,0.02483443,-0.027545018,0.08590007,-0.022290817,0.09931044,-0.1271966,0.007661682,-0.018601356,0.0731885,-0.017554102,0.117433354,-0.1318191,-0.007960125,-0.016504887,0.053311396,-0.01665647,0.1272759,-0.1319386,-0.010571277
5,-0.044986892,-0.01953548,-0.04820297,0.08122732,-0.08922297,0.076200634,-0.04712377,0.01052778,-0.04315639,0.07202908,-0.10587412,0.05123641,-0.039972328,0.05975263,-0.03234672,0.08340056,-0.12412739,0.029989734,-0.028085295,0.081521064,-0.022758206,0.10789601,-0.13304837,0.016937762,-0.019824896,0.06817405,-0.018236592,0.12746002,-0.13666344,0.00062294793,-0.018273003,0.047218885,-0.018331971,0.1386342,-0.13478723,-0.0025233282
6,-0.039445784,-0.03910487,-0.042616744,0.080605716,-0.09102574,0.07163982,-0.041305367,0.0029697516,-0.036868595,0.072051756,-0.108518094,0.044452015,-0.033510916,0.053927664,-0.025756657,0.08633834,-0.12758361,0.026506655,-0.021719975,0.07255923,-0.015683003,0.11248753,-0.13592653,0.01657679,-0.013298683,0.0609188,-0.010228239,0.13264821,-0.13856173,-0.001942394,-0.010925552,0.04114465,-0.01028622,0.14444125,-0.13538904,-0.008055554
7,-0.041863136,-0.051934384,-0.04481349,0.07772805,-0.08647747,0.080973305,-0.043503147,-0.004678603,-0.038884997,0.06687252,-0.10388369,0.052379444,-0.034990992,0.054597385,-0.026956636,0.081365995,-0.1258215,0.033485286,-0.021991326,0.07083781,-0.015978271,0.10832734,-0.13597575,0.024323635,-0.012451501,0.05964982,-0.008819638,0.1289264,-0.13982892,0.00264276,-0.008099417,0.04165551,-0.007099299,0.1413753,-0.13689011,-0.007632206
8,-0.0395627,-0.063941546,-0.042013336,0.070164286,-0.08151826,0.08086907,-0.040308572,-0.010995861,-0.035440143,0.0598095,-0.10166045,0.0507249,-0.030734915,0.051119354,-0.022629205,0.076412946,-0.12566644,0.03231575,-0.016776232,0.06479401,-0.010390491,0.10454971,-0.13642174,0.024178749,-0.0059687374,0.056074705,-0.0012608233,0.12552927,-0.14036642,-0.00011119223,0.00047441456,0.040339146,0.0021011978,0.13835032,-0.1373232,-0.013412525
9,-0.039655797,-0.07699321,-0.042896226,0.06012646,-0.081141636,0.079665825,-0.04014708,-0.007912623,-0.03523573,0.054547127,-0.105120264,0.047848005,-0.029552879,0.05112584,-0.022573726,0.075950466,-0.12855858,0.034187093,-0.016351627,0.056588206,-0.010719242,0.105356604,-0.13660966,0.031416073,-0.006372896,0.04831362,-0.0011859002,0.12588726,-0.1368176,0.007966873,0.0002623293,0.034336448,0.002227429,0.13844268,-0.13156286,-0.0060674776
10,-0.037814442,-0.08076735,-0.040528685,0.052576564,-0.075852394,0.076605365,-0.03734737,-0.009832469,-0.03228561,0.047679555,-0.10199847,0.044066817,-0.025845721,0.046771947,-0.01936388,0.07078103,-0.12676302,0.032287363,-0.012362491,0.04933223,-0.0066220886,0.10060786,-0.13493453,0.030441612,-0.0014845869,0.04567922,0.004471601,0.12109072,-0.13502687,0.0040745325,0.0068170335,0.034888636,0.009111343,0.13394721,-0.12991002,-0.012114883
