Epoch,Layer0_theta_1,Layer0_r,Layer0_theta_2,Layer0_bx,Layer0_bp,Layer0_gamma,Layer1_theta_1,Layer1_r,Layer1_theta_2,Layer1_bx,Layer1_bp,Layer1_gamma,Layer2_theta_1,Layer2_r,Layer2_theta_2,Layer2_bx,Layer2_bp,Layer2_gamma,Layer3_theta_1,Layer3_r,Layer3_theta_2,Layer3_bx,Layer3_bp,Layer3_gamma,Layer4_theta_1,Layer4_r,Layer4_theta_2,Layer4_bx,Layer4_bp,Layer4_gamma,Layer5_theta_1,Layer5_r,Layer5_theta_2,Layer5_bx,Layer5_bp,Layer5_gamma
1,0.040473532,-0.04350911,0.040499628,-0.04429663,-0.022743953,-0.04141889,0.038178325,-0.011072004,0.03816182,-0.038164202,-0.018696953,-0.038391028,0.035968944,0.0011300603,0.036008008,-0.032294985,-0.018024985,-0.03689129,0.03375602,0.009786464,0.03376881,-0.027385544,-0.018431421,-0.0367043,0.031052876,0.017452123,0.030899616,-0.023355953,-0.019804087,-0.037371334,0.026896149,0.027908308,0.026489967,-0.019612705,-0.026073318,-0.038949136
2,0.04867845,-0.06725092,0.048554476,-0.08202235,0.009300977,-0.06451967,0.03841366,-0.029874539,0.037808377,-0.05935391,0.018181365,-0.041328773,0.030672096,-0.016772404,0.030538633,-0.036695417,0.019928671,-0.03267838,0.02454487,-0.0075170817,0.02459372,-0.019347774,0.019446379,-0.031538676,0.018375713,0.0034841448,0.01816584,-0.00684542,0.016851626,-0.03537261,0.009942923,0.025897188,0.009118163,0.0038386653,0.0044682478,-0.04664809
3,0.058295205,-0.05693629,0.06080182,-0.123398855,0.026745964,-0.09566537,0.0467924,-0.0124273505,0.046425823,-0.08814584,0.044359017,-0.053311374,0.03741227,-0.0006179684,0.037415605,-0.04988257,0.048395596,-0.036121495,0.030654224,0.0058314563,0.030906612,-0.019153258,0.048572622,-0.032178804,0.024828196,0.016061194,0.024744265,0.0031776573,0.045235235,-0.037656665,0.017293062,0.043416683,0.016315337,0.021697437,0.02652176,-0.0593024
4,0.06729701,-0.03970891,0.07255218,-0.16023274,0.04772062,-0.11868542,0.058276948,0.010848917,0.058228772,-0.11395904,0.073718295,-0.057172496,0.04984214,0.021381235,0.050048914,-0.062059753,0.08009888,-0.0321102,0.04461463,0.025723783,0.045154855,-0.019358082,0.08159909,-0.024949167,0.04149066,0.035174377,0.041741163,0.011857576,0.07897739,-0.030751193,0.038109016,0.06487972,0.037640553,0.03737616,0.05867973,-0.06073467
5,0.07264658,-0.027946424,0.07982844,-0.18590301,0.065867975,-0.13022567,0.0657618,0.028472502,0.06590834,-0.13217995,0.10024657,-0.05011433,0.05848962,0.03741825,0.05903418,-0.07069941,0.108853504,-0.018660415,0.055116594,0.039910246,0.056186747,-0.019685935,0.11188429,-0.009160195,0.05506166,0.04874592,0.056079406,0.017557824,0.1108862,-0.015279191,0.056555603,0.080262974,0.057374015,0.047587756,0.093115225,-0.0515044
6,0.07543145,-0.022099238,0.08490504,-0.20090075,0.05851953,-0.14191209,0.06815763,0.04575807,0.06801136,-0.14803648,0.10661069,-0.043545138,0.059178043,0.05233538,0.060184073,-0.08361076,0.11832896,-0.0061662486,0.055285547,0.05134125,0.057164963,-0.029048044,0.12309467,0.0049276077,0.055614736,0.058450773,0.05763022,0.01130794,0.1248119,-0.0016843504,0.05843273,0.09184977,0.06011232,0.043546025,0.11612458,-0.042322855
7,0.06907181,-0.021977682,0.0812188,-0.2086334,0.039612018,-0.15238747,0.06000534,0.06266779,0.05890266,-0.16026779,0.10775299,-0.032117184,0.048516102,0.06593837,0.050047506,-0.095294416,0.12347481,0.010853892,0.044352535,0.06054815,0.0472485,-0.039257914,0.12967114,0.022444902,0.045669846,0.065373406,0.04904788,0.0027231125,0.1341405,0.014639516,0.050947096,0.09961565,0.053831432,0.03577921,0.13623384,-0.030338697
8,0.04933926,-0.028960476,0.06410443,-0.21291476,0.028301645,-0.15632324,0.039335847,0.07385161,0.03724152,-0.1662679,0.12305091,-0.009388419,0.027865058,0.072736464,0.030065492,-0.09860927,0.1430956,0.038321942,0.027115528,0.06362743,0.031301275,-0.04071996,0.15021831,0.04915568,0.03434715,0.06693173,0.039955117,0.0024065478,0.15662487,0.03848076,0.04900755,0.10046244,0.05507095,0.035421275,0.16553782,-0.014272855
9,0.058269635,-0.03800275,0.074217655,-0.22413799,0.015139561,-0.17301106,0.044776868,0.08084524,0.04100983,-0.17979416,0.12942138,-0.0043125767,0.030479971,0.07731288,0.032495175,-0.110068046,0.15365255,0.050611004,0.029359782,0.064756975,0.034135614,-0.0495485,0.16229476,0.06328448,0.037402883,0.06620984,0.04422058,-0.0042926236,0.17087987,0.051533233,0.05283739,0.099792115,0.05998063,0.029444788,0.18785265,-0.0074710916
10,0.066714406,-0.043097954,0.08298961,-0.23013173,0.0125492895,-0.18163332,0.051469933,0.084820755,0.047469586,-0.18608046,0.13897994,-0.00063556316,0.03866738,0.07791184,0.04034515,-0.114828624,0.1638609,0.056211896,0.040028274,0.064168945,0.04467003,-0.052653395,0.1719748,0.06874729,0.050771005,0.06505273,0.0585209,-0.005577341,0.1809443,0.055427644,0.06835454,0.097102806,0.076908946,0.028768517,0.19944157,-0.009535742
11,0.060310427,-0.0459064,0.07682548,-0.22648323,0.010009137,-0.17797872,0.043974306,0.09077996,0.041237906,-0.18300574,0.14905931,0.010452908,0.035802722,0.07855248,0.037952557,-0.11131418,0.17189367,0.06303777,0.04226524,0.06399539,0.04682385,-0.049747754,0.17709954,0.07263386,0.05723093,0.06400332,0.066347405,-0.002093763,0.184924,0.057998512,0.07959664,0.09192091,0.09037165,0.032064494,0.2005513,-0.01110206
12,0.062009748,-0.048898872,0.079004265,-0.22219862,-0.008998462,-0.18168736,0.04256755,0.10333652,0.04075656,-0.1839164,0.14424713,0.015888954,0.035162516,0.085842445,0.03813893,-0.1143084,0.1655501,0.06490886,0.042097557,0.06774666,0.046617933,-0.055035032,0.16761784,0.07235282,0.054411426,0.0645387,0.064297974,-0.0073755635,0.17504206,0.058610167,0.073101394,0.0883732,0.08419441,0.026361573,0.19512035,-0.010892414
13,0.057855863,-0.049862895,0.07470482,-0.21407716,-0.015109623,-0.17696275,0.0371586,0.11099055,0.037339427,-0.17778844,0.14661008,0.02273601,0.03461804,0.08902314,0.037818104,-0.10990111,0.16405223,0.065008506,0.044777017,0.069709525,0.04873537,-0.052869737,0.1622724,0.06980762,0.05788524,0.064138055,0.06875565,-0.00543256,0.16814382,0.056444746,0.07720934,0.08234243,0.0894639,0.027492754,0.18526773,-0.0147026265
