Epoch,Layer0_theta_1,Layer0_r,Layer0_theta_2,Layer0_bx,Layer0_bp,Layer0_gamma,Layer1_theta_1,Layer1_r,Layer1_theta_2,Layer1_bx,Layer1_bp,Layer1_gamma,Layer2_theta_1,Layer2_r,Layer2_theta_2,Layer2_bx,Layer2_bp,Layer2_gamma,Layer3_theta_1,Layer3_r,Layer3_theta_2,Layer3_bx,Layer3_bp,Layer3_gamma,Layer4_theta_1,Layer4_r,Layer4_theta_2,Layer4_bx,Layer4_bp,Layer4_gamma,Layer5_theta_1,Layer5_r,Layer5_theta_2,Layer5_bx,Layer5_bp,Layer5_gamma
1,0.039506104,-0.044621393,0.039529808,-0.04539197,-0.02785888,-0.041006636,0.03763037,-0.042391267,0.03745862,-0.040995754,-0.0210893,-0.038068213,0.03585508,-0.015707944,0.035769396,-0.036137085,-0.019274894,-0.03633664,0.034181017,-0.0032563559,0.03416623,-0.031463552,-0.018868815,-0.03582248,0.032232817,0.010966517,0.032202303,-0.02713774,-0.020088425,-0.036350094,0.029097833,0.026719365,0.028839594,-0.022945013,-0.027473306,-0.038070604
2,0.0418756,-0.062105205,0.04241425,-0.08178854,-0.0034187455,-0.069039196,0.034433894,-0.055139836,0.03364449,-0.066363715,0.011452595,-0.046139415,0.028756913,-0.028151678,0.02797974,-0.047228187,0.0146353,-0.033624813,0.024131602,-0.016105983,0.023711389,-0.029638834,0.01485361,-0.028850868,0.019724488,0.0009038877,0.019575883,-0.015301459,0.011847185,-0.029890975,0.013817617,0.029577263,0.013425914,-0.002940855,-0.004582021,-0.03958412
3,0.041005984,-0.051655564,0.044815026,-0.11930534,0.012183454,-0.09958613,0.035306007,-0.034388315,0.035571795,-0.09354061,0.03680698,-0.058486212,0.030767275,-0.006811094,0.030039346,-0.059573255,0.041516237,-0.035529524,0.026931537,0.0018908011,0.026470367,-0.027949136,0.04168192,-0.025686963,0.02395482,0.016406666,0.023868065,-0.002885546,0.0367188,-0.026581226,0.020456113,0.048777964,0.020079754,0.017722905,0.0092806425,-0.04622662
4,0.05014891,-0.039599735,0.056653194,-0.15197924,0.035802405,-0.124765985,0.04697682,-0.013761548,0.047685537,-0.11468996,0.06849944,-0.06485786,0.04385732,0.012929715,0.04305859,-0.0658715,0.074338265,-0.032074783,0.041587453,0.018741237,0.041089077,-0.021221412,0.074894376,-0.017208746,0.041260697,0.031735804,0.04134198,0.013186956,0.06942007,-0.016964117,0.042265587,0.06681486,0.04240913,0.04069823,0.03637944,-0.04430718
5,0.061116867,-0.028379949,0.06951973,-0.17688426,0.051073894,-0.14203191,0.060197797,0.005967276,0.06092953,-0.13203916,0.092260614,-0.06541637,0.057781942,0.031767532,0.056991175,-0.07314001,0.09965961,-0.024568958,0.056610297,0.035229817,0.05631599,-0.019491509,0.10114046,-0.005703264,0.058523,0.047173157,0.05921998,0.021477109,0.09636269,-0.0042182584,0.063992314,0.08424557,0.065561324,0.05379234,0.06307464,-0.03656194
6,0.06839494,-0.020545034,0.07862637,-0.19303827,0.04440139,-0.15500322,0.06844795,0.024487725,0.0691003,-0.1478731,0.097526215,-0.06417235,0.06506662,0.04924938,0.06453042,-0.08547027,0.10741976,-0.016816474,0.06345405,0.04940335,0.063738964,-0.027572753,0.11011007,0.00452896,0.06583894,0.05958782,0.06746697,0.017108839,0.10713434,0.006495657,0.073299594,0.09879397,0.076153114,0.05224414,0.08120571,-0.02914374
7,0.060509406,-0.02026484,0.07312464,-0.19763416,0.03330065,-0.16200894,0.060900185,0.039991524,0.061517563,-0.1551406,0.10491186,-0.05181206,0.057733577,0.06369974,0.05753131,-0.091277786,0.11744131,0.0006873328,0.057536405,0.060244378,0.05864491,-0.031401757,0.11995922,0.021209272,0.06301309,0.06799712,0.0661093,0.014987642,0.11734467,0.020347586,0.076188795,0.10682299,0.08137647,0.05097663,0.09592955,-0.021133373
8,0.044710003,-0.024105119,0.059823416,-0.19972757,0.012822319,-0.16886348,0.0439609,0.055482343,0.04446854,-0.16267884,0.11187099,-0.034035686,0.040519834,0.07696203,0.041119456,-0.09840868,0.12935448,0.02445424,0.041947294,0.068199694,0.044376537,-0.03741131,0.1319792,0.0435079,0.05076785,0.07257884,0.05573728,0.010095821,0.13033289,0.03906583,0.070142195,0.10986987,0.077646755,0.046180896,0.11696551,-0.009493914
9,0.03873925,-0.028377667,0.055470783,-0.20691974,-0.0101861805,-0.17873193,0.034632757,0.07003733,0.035164718,-0.1765239,0.11631111,-0.020975115,0.029368604,0.08841193,0.03150762,-0.11269605,0.14038189,0.04458962,0.031067144,0.07344979,0.03540657,-0.05048533,0.14460649,0.06388309,0.04095378,0.074395426,0.048195187,-0.0012494916,0.14606509,0.057671357,0.06280903,0.11088945,0.07236089,0.035446703,0.14768054,0.003368566
10,0.044209614,-0.033814855,0.06160062,-0.21426757,-0.008304727,-0.18416286,0.040149953,0.073870264,0.040185805,-0.18544169,0.1333799,-0.0114078745,0.036298975,0.08864346,0.03778333,-0.12015162,0.15930647,0.05766706,0.039878387,0.071789324,0.044010334,-0.055505686,0.16420868,0.077444576,0.05260472,0.07233091,0.06099371,-0.0037786164,0.1680583,0.06965569,0.07906894,0.107627116,0.091103524,0.033791058,0.17684507,0.007816731
